County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,Governor/Lieutenant Governor,,R,"Kasich, John",100
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,Attorney General,,R,"DeWine, Mike",102
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,Auditor of State,,R,"Yost, Dave",97
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,Secretary of State,,R,"Husted, Jon",99
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,Treasurer of State,,R,"Mandel, Josh",98
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,U.S. House of Representatives,05,R,"Latta, Bob",108
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,State Senate,01,R,"Hite, Cliff",75
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,State Senate,01,R,"Schaffner, Milo",13
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,State Senate,01,R,"Shankleton, Corey",11
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,State House of Representatives,81,R,"McColley, Robert",90
Henry,AAJ,BARTLOW TWP 8,Northwest,Toledo,457,154,State House of Representatives,81,R,"Rockey, Jason",15
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,Governor/Lieutenant Governor,,R,"Kasich, John",188
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,Attorney General,,R,"DeWine, Mike",183
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,Auditor of State,,R,"Yost, Dave",167
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,Secretary of State,,R,"Husted, Jon",173
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,Treasurer of State,,R,"Mandel, Josh",181
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,U.S. House of Representatives,05,R,"Latta, Bob",201
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,State Senate,01,R,"Hite, Cliff",137
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,State Senate,01,R,"Schaffner, Milo",22
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,State Senate,01,R,"Shankleton, Corey",31
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,State House of Representatives,81,R,"McColley, Robert",177
Henry,AAL,DESHLER VILLAGE 7,Northwest,Toledo,1070,381,State House of Representatives,81,R,"Rockey, Jason",30
Henry,AAO,FLATROCK TWP 10,Northwest,Toledo,864,152,Governor/Lieutenant Governor,,R,"Kasich, John",94
Henry,AAO,FLATROCK TWP 10,Northwest,Toledo,864,152,Attorney General,,R,"DeWine, Mike",98
Henry,AAO,FLATROCK TWP 10,Northwest,Toledo,864,152,Auditor of State,,R,"Yost, Dave",86
Henry,AAO,FLATROCK TWP 10,Northwest,Toledo,864,152,Secretary of State,,R,"Husted, Jon",88
Henry,AAO,FLATROCK TWP 10,Northwest,Toledo,864,152,Treasurer of State,,R,"Mandel, Josh",86
Henry,AAO,FLATROCK TWP 10,Northwest,Toledo,864,152,U.S. House of Representatives,05,R,"Latta, Bob",100
Henry,AAO,FLATROCK TWP 10,Northwest,Toledo,864,152,State Senate,01,R,"Hite, Cliff",70
