County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Richland,Northeast,Cleveland,"88,834","33,537",Governor,,D,Edward FitzGerald,"9,039"
Richland,Northeast,Cleveland,"88,834","33,537",Governor,,R,John Kasich,"23,122"
Richland,Northeast,Cleveland,"88,834","33,537",Governor,,G,Anita Rios,729
Richland,Northeast,Cleveland,"88,834","33,537",Attorney General,,R,Mike DeWine,"22,553"
Richland,Northeast,Cleveland,"88,834","33,537",Attorney General,,D,David Pepper,"10,057"
Richland,Northeast,Cleveland,"88,834","33,537",Auditor of State,,L,Bob Bridges,"1,394"
Richland,Northeast,Cleveland,"88,834","33,537",Auditor of State,,D,John Patrick Carney,"9,820"
Richland,Northeast,Cleveland,"88,834","33,537",Auditor of State,,R,Dave Yost,"21,041"
Richland,Northeast,Cleveland,"88,834","33,537",Secretary of State,,R,Jon Husted,"21,994"
Richland,Northeast,Cleveland,"88,834","33,537",Secretary of State,,L,Kevin Knedler,"1,366"
Richland,Northeast,Cleveland,"88,834","33,537",Secretary of State,,D,Nina Turner,"8,980"
Richland,Northeast,Cleveland,"88,834","33,537",Treasurer of State,,R,Josh Mandel,"21,453"
Richland,Northeast,Cleveland,"88,834","33,537",Treasurer of State,,D,Connie Pillich,"11,248"
Richland,Northeast,Cleveland,"88,834","33,537",U.S. House of Representatives,07,R,Bob Gibbs,"10,972"
Richland,Northeast,Cleveland,"88,834","33,537",U.S. House of Representatives,12,G,Bob Hart,676
Richland,Northeast,Cleveland,"88,834","33,537",U.S. House of Representatives,12,D,David Arthur Tibbs,"5,534"
Richland,Northeast,Cleveland,"88,834","33,537",U.S. House of Representatives,12,R,Pat Tiberi,"11,823"
Richland,Northeast,Cleveland,"88,834","33,537",State House of Representatives,02,D,Don Bryant,"9,741"
Richland,Northeast,Cleveland,"88,834","33,537",State House of Representatives,02,R,Mark J. Romanchuk,"22,615"
