County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Perry,Central,Columbus,"22,230","9,247",Governor,,D,Edward FitzGerald,"2,788"
Perry,Central,Columbus,"22,230","9,247",Governor,,R,John Kasich,"5,840"
Perry,Central,Columbus,"22,230","9,247",Governor,,G,Anita Rios,271
Perry,Central,Columbus,"22,230","9,247",Attorney General,,R,Mike DeWine,"5,742"
Perry,Central,Columbus,"22,230","9,247",Attorney General,,D,David Pepper,"3,100"
Perry,Central,Columbus,"22,230","9,247",Auditor of State,,L,Bob Bridges,376
Perry,Central,Columbus,"22,230","9,247",Auditor of State,,D,John Patrick Carney,"3,104"
Perry,Central,Columbus,"22,230","9,247",Auditor of State,,R,Dave Yost,"5,312"
Perry,Central,Columbus,"22,230","9,247",Secretary of State,,R,Jon Husted,"5,624"
Perry,Central,Columbus,"22,230","9,247",Secretary of State,,L,Kevin Knedler,409
Perry,Central,Columbus,"22,230","9,247",Secretary of State,,D,Nina Turner,"2,754"
Perry,Central,Columbus,"22,230","9,247",Treasurer of State,,R,Josh Mandel,"5,287"
Perry,Central,Columbus,"22,230","9,247",Treasurer of State,,D,Connie Pillich,"3,617"
Perry,Central,Columbus,"22,230","9,247",U.S. House of Representatives,15,R,Steve Stivers,"5,913"
Perry,Central,Columbus,"22,230","9,247",U.S. House of Representatives,15,D,Scott Wharton,"3,014"
Perry,Central,Columbus,"22,230","9,247",State Senate,31,D,John Carlisle,"3,233"
Perry,Central,Columbus,"22,230","9,247",State Senate,31,R,Jay Hottinger,"5,559"
Perry,Central,Columbus,"22,230","9,247",State House of Representatives,72,D,Janee L. Bowman,"3,266"
Perry,Central,Columbus,"22,230","9,247",State House of Representatives,72,R,Bill Hayes,"5,519"
