County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Lucas,Northwest,Toledo,"312,389","31,947",Governor,,R,John Kasich,"10,312"
Lucas,Northwest,Toledo,"312,389","31,947",Attorney General,,R,Mike DeWine,"9,841"
Lucas,Northwest,Toledo,"312,389","31,947",Auditor of State,,R,Dave Yost,"8,946"
Lucas,Northwest,Toledo,"312,389","31,947",Secretary of State,,R,Jon Husted,"9,292"
Lucas,Northwest,Toledo,"312,389","31,947",Treasurer of State,,R,Josh Mandel,"9,181"
Lucas,Northwest,Toledo,"312,389","31,947",U.S. House of Representatives,05,R,Bob Latta,"7,560"
Lucas,Northwest,Toledo,"312,389","31,947",U.S. House of Representatives,09,R,Robert C. Horrocks Jr.,641
Lucas,Northwest,Toledo,"312,389","31,947",U.S. House of Representatives,09,R,Richard May,"1,451"
Lucas,Northwest,Toledo,"312,389","31,947",State Senate,11,R,Ernest D. McCarthy,"4,168"
Lucas,Northwest,Toledo,"312,389","31,947",State House of Representatives,44,R,John Insco,710
Lucas,Northwest,Toledo,"312,389","31,947",State House of Representatives,45,R,James S. Nowak,"1,434"
Lucas,Northwest,Toledo,"312,389","31,947",State House of Representatives,46,R,Andrew Blazsik,"2,037"
Lucas,Northwest,Toledo,"312,389","31,947",State House of Representatives,47,R,Scott Allegrini,"2,247"
Lucas,Northwest,Toledo,"312,389","31,947",State House of Representatives,47,R,Barbara R. Sears,"3,166"
