County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Crawford,Central,Columbus,"28,263","4,008",Governor,,R,John Kasich,"2,173"
Crawford,Central,Columbus,"28,263","4,008",Attorney General,,R,Mike DeWine,"2,126"
Crawford,Central,Columbus,"28,263","4,008",Auditor of State,,R,Dave Yost,"1,971"
Crawford,Central,Columbus,"28,263","4,008",Secretary of State,,R,Jon Husted,"2,003"
Crawford,Central,Columbus,"28,263","4,008",Treasurer of State,,R,Josh Mandel,"2,025"
Crawford,Central,Columbus,"28,263","4,008",U.S. House of Representatives,04,R,Jim Jordan,"2,053"
Crawford,Central,Columbus,"28,263","4,008",State House of Representatives,87,R,Jeff McClain,"2,082"
