County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Van Wert,ABG,PRECINCT CONVOY,West,Ft. Wayne,657,72,Governor/Lieutenant Governor,,D,"Ealy, Larry",4
Van Wert,ABG,PRECINCT CONVOY,West,Ft. Wayne,657,72,Governor/Lieutenant Governor,,D,"FitzGerald, Edward",10
Van Wert,ABG,PRECINCT CONVOY,West,Ft. Wayne,657,72,Attorney General,,D,"Pepper, David",12
Van Wert,ABG,PRECINCT CONVOY,West,Ft. Wayne,657,72,Auditor of State,,D,"Carney, John Patrick",11
Van Wert,ABG,PRECINCT CONVOY,West,Ft. Wayne,657,72,Secretary of State,,D,"Turner, Nina",12
Van Wert,ABG,PRECINCT CONVOY,West,Ft. Wayne,657,72,Treasurer of State,,D,"Pillich, Connie",12
Van Wert,ABG,PRECINCT CONVOY,West,Ft. Wayne,657,72,U.S. House of Representatives,05,D,"Fry, Robert",9
Van Wert,AAA,PRECINCT DELPHOS 3A,West,Ft. Wayne,307,85,Governor/Lieutenant Governor,,D,"Ealy, Larry",5
Van Wert,AAA,PRECINCT DELPHOS 3A,West,Ft. Wayne,307,85,Governor/Lieutenant Governor,,D,"FitzGerald, Edward",12
Van Wert,AAA,PRECINCT DELPHOS 3A,West,Ft. Wayne,307,85,Attorney General,,D,"Pepper, David",18
Van Wert,AAA,PRECINCT DELPHOS 3A,West,Ft. Wayne,307,85,Auditor of State,,D,"Carney, John Patrick",19
Van Wert,AAA,PRECINCT DELPHOS 3A,West,Ft. Wayne,307,85,Secretary of State,,D,"Turner, Nina",19
Van Wert,AAA,PRECINCT DELPHOS 3A,West,Ft. Wayne,307,85,Treasurer of State,,D,"Pillich, Connie",19
Van Wert,AAA,PRECINCT DELPHOS 3A,West,Ft. Wayne,307,85,U.S. House of Representatives,05,D,"Fry, Robert",19
Van Wert,AAB,PRECINCT DELPHOS 3B,West,Ft. Wayne,421,105,Governor/Lieutenant Governor,,D,"Ealy, Larry",7
Van Wert,AAB,PRECINCT DELPHOS 3B,West,Ft. Wayne,421,105,Governor/Lieutenant Governor,,D,"FitzGerald, Edward",20
Van Wert,AAB,PRECINCT DELPHOS 3B,West,Ft. Wayne,421,105,Attorney General,,D,"Pepper, David",21
Van Wert,AAB,PRECINCT DELPHOS 3B,West,Ft. Wayne,421,105,Auditor of State,,D,"Carney, John Patrick",19
Van Wert,AAB,PRECINCT DELPHOS 3B,West,Ft. Wayne,421,105,Secretary of State,,D,"Turner, Nina",20
Van Wert,AAB,PRECINCT DELPHOS 3B,West,Ft. Wayne,421,105,Treasurer of State,,D,"Pillich, Connie",19
Van Wert,AAB,PRECINCT DELPHOS 3B,West,Ft. Wayne,421,105,U.S. House of Representatives,05,D,"Fry, Robert",19
