County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Portage,Northeast,Cleveland,"104,183","22,949",Governor,,R,John Kasich,"7,518"
Portage,Northeast,Cleveland,"104,183","22,949",Attorney General,,R,Mike DeWine,"7,187"
Portage,Northeast,Cleveland,"104,183","22,949",Auditor of State,,R,Dave Yost,"6,638"
Portage,Northeast,Cleveland,"104,183","22,949",Secretary of State,,R,Jon Husted,"6,729"
Portage,Northeast,Cleveland,"104,183","22,949",Treasurer of State,,R,Josh Mandel,"7,049"
Portage,Northeast,Cleveland,"104,183","22,949",U.S. House of Representatives,13,R,Thomas Pekarek (WI)*,51
Portage,Northeast,Cleveland,"104,183","22,949",U.S. House of Representatives,14,R,David P. Joyce,"1,338"
Portage,Northeast,Cleveland,"104,183","22,949",U.S. House of Representatives,14,R,Matt Lynch,"1,745"
Portage,Northeast,Cleveland,"104,183","22,949",U.S. House of Representatives,16,R,Jim Renacci,"1,906"
Portage,Northeast,Cleveland,"104,183","22,949",State House of Representatives,75,R,Kenneth Hendrickson Jr.,"1,521"
Portage,Northeast,Cleveland,"104,183","22,949",State House of Representatives,75,R,Nick Skeriotis,"3,123"
Portage,Northeast,Cleveland,"104,183","22,949",State House of Representatives,76,R,Sarah LaTourette,"1,782"
Portage,Northeast,Cleveland,"104,183","22,949",State House of Representatives,76,R,Linda J. O'Brien (WI)*,864
