County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Allen,West,Lima,"66,563","27,635",Governor,,D,Edward FitzGerald,"7,091"
Allen,West,Lima,"66,563","27,635",Governor,,R,John Kasich,"19,587"
Allen,West,Lima,"66,563","27,635",Governor,,G,Anita Rios,581
Allen,West,Lima,"66,563","27,635",Attorney General,,R,Mike DeWine,"19,753"
Allen,West,Lima,"66,563","27,635",Attorney General,,D,David Pepper,"7,432"
Allen,West,Lima,"66,563","27,635",Auditor of State,,L,Bob Bridges,"1,466"
Allen,West,Lima,"66,563","27,635",Auditor of State,,D,John Patrick Carney,"7,291"
Allen,West,Lima,"66,563","27,635",Auditor of State,,R,Dave Yost,"18,042"
Allen,West,Lima,"66,563","27,635",Secretary of State,,R,Jon Husted,"19,744"
Allen,West,Lima,"66,563","27,635",Secretary of State,,L,Kevin Knedler,"1,256"
Allen,West,Lima,"66,563","27,635",Secretary of State,,D,Nina Turner,"6,100"
Allen,West,Lima,"66,563","27,635",Treasurer of State,,R,Josh Mandel,"19,440"
Allen,West,Lima,"66,563","27,635",Treasurer of State,,D,Connie Pillich,"7,731"
Allen,West,Lima,"66,563","27,635",U.S. House of Representatives,04,D,Janet Garrett,"7,603"
Allen,West,Lima,"66,563","27,635",U.S. House of Representatives,04,R,Jim Jordan,"19,660"
Allen,West,Lima,"66,563","27,635",State House of Representatives,04,R,Bob Cupp,"20,009"
Allen,West,Lima,"66,563","27,635",State House of Representatives,04,D,Bo Huenke,"7,082"
