County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Tuscarawas,Northeast,Cleveland,"58,518","15,738",Governor,,D,Larry Ealy,"1,179"
Tuscarawas,Northeast,Cleveland,"58,518","15,738",Governor,,D,Ed FitzGerald,"4,289"
Tuscarawas,Northeast,Cleveland,"58,518","15,738",Attorney General,,D,David Pepper,"4,763"
Tuscarawas,Northeast,Cleveland,"58,518","15,738",Auditor of State,,D,John Patrick Carney,"4,812"
Tuscarawas,Northeast,Cleveland,"58,518","15,738",Secretary of State,,D,Nina Turner,"4,783"
Tuscarawas,Northeast,Cleveland,"58,518","15,738",Treasurer of State,,D,Connie Pillich,"4,764"
Tuscarawas,Northeast,Cleveland,"58,518","15,738",U.S. House of Representatives,06,D,Jennifer Garrison,628
Tuscarawas,Northeast,Cleveland,"58,518","15,738",U.S. House of Representatives,06,D,Gregory D. Howard,278
Tuscarawas,Northeast,Cleveland,"58,518","15,738",State Senate,31,D,John Carlisle,"4,788"
Tuscarawas,Northeast,Cleveland,"58,518","15,738",State House of Representatives,98,D,Jeremiah M. Johnson,"4,537"
