County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Governor/Lieutenant Governor,,D,Edward FitzGerald,32
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Governor/Lieutenant Governor,,R,John Kasich,75
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Governor/Lieutenant Governor,,G,Anita Rios,5
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Attorney General,,R,Mike DeWine,62
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Attorney General,,D,David Pepper,46
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Auditor of State,,L,Bob Bridges,8
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Auditor of State,,D,John Patrick Carney,39
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Auditor of State,,R,Dave Yost,58
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Secretary of State,,R,Jon Husted,69
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Secretary of State,,L,Kevin Knedler,5
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Secretary of State,,D,Nina Turner,32
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Treasurer of State,,R,Josh Mandel,72
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,Treasurer of State,,D,Connie Pillich,36
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,U.S. House of Representatives,06,D,Jennifer Garrison,47
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,U.S. House of Representatives,06,R,Bill Johnson,59
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,U.S. House of Representatives,06,G,Dennis Lambert,4
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,State House of Representatives,95,D,Charlie Daniels,43
Harrison,AAA,ARCHER TWP,Southeast,Wheeling,227,113,State House of Representatives,95,R,Andy Thompson,64
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Governor/Lieutenant Governor,,D,Edward FitzGerald,90
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Governor/Lieutenant Governor,,R,John Kasich,82
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Governor/Lieutenant Governor,,G,Anita Rios,3
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Attorney General,,R,Mike DeWine,78
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Attorney General,,D,David Pepper,98
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Auditor of State,,L,Bob Bridges,7
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Auditor of State,,D,John Patrick Carney,95
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Auditor of State,,R,Dave Yost,72
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Secretary of State,,R,Jon Husted,90
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Secretary of State,,L,Kevin Knedler,8
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Secretary of State,,D,Nina Turner,73
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Treasurer of State,,R,Josh Mandel,86
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,Treasurer of State,,D,Connie Pillich,84
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,U.S. House of Representatives,06,D,Jennifer Garrison,97
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,U.S. House of Representatives,06,R,Bill Johnson,73
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,U.S. House of Representatives,06,G,Dennis Lambert,5
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,State House of Representatives,95,D,Charlie Daniels,119
Harrison,AAB,ATHENS TWP/VIL,Southeast,Wheeling,367,184,State House of Representatives,95,R,Andy Thompson,61
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Governor/Lieutenant Governor,,D,Edward FitzGerald,181
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Governor/Lieutenant Governor,,R,John Kasich,309
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Governor/Lieutenant Governor,,G,Anita Rios,17
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Attorney General,,R,Mike DeWine,292
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Attorney General,,D,David Pepper,215
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Auditor of State,,L,Bob Bridges,21
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Auditor of State,,D,John Patrick Carney,198
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Auditor of State,,R,Dave Yost,281
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Secretary of State,,R,Jon Husted,307
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Secretary of State,,L,Kevin Knedler,27
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Secretary of State,,D,Nina Turner,161
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Treasurer of State,,R,Josh Mandel,303
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,Treasurer of State,,D,Connie Pillich,193
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,U.S. House of Representatives,06,D,Jennifer Garrison,203
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,U.S. House of Representatives,06,R,Bill Johnson,274
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,U.S. House of Representatives,06,G,Dennis Lambert,24
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,State House of Representatives,95,D,Charlie Daniels,231
Harrison,AAE,CADIZ TWP/VIL NE,Southeast,Wheeling,1171,520,State House of Representatives,95,R,Andy Thompson,273
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Governor/Lieutenant Governor,,D,Edward FitzGerald,213
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Governor/Lieutenant Governor,,R,John Kasich,323
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Governor/Lieutenant Governor,,G,Anita Rios,15
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Attorney General,,R,Mike DeWine,264
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Attorney General,,D,David Pepper,286
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Auditor of State,,L,Bob Bridges,25
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Auditor of State,,D,John Patrick Carney,244
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Auditor of State,,R,Dave Yost,261
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Secretary of State,,R,Jon Husted,324
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Secretary of State,,L,Kevin Knedler,26
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Secretary of State,,D,Nina Turner,188
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Treasurer of State,,R,Josh Mandel,303
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,Treasurer of State,,D,Connie Pillich,229
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,U.S. House of Representatives,06,D,Jennifer Garrison,275
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,U.S. House of Representatives,06,R,Bill Johnson,252
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,U.S. House of Representatives,06,G,Dennis Lambert,18
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,State House of Representatives,95,D,Charlie Daniels,258
Harrison,AAG,CADIZ VIL SW,Southeast,Wheeling,1181,573,State House of Representatives,95,R,Andy Thompson,278
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Governor/Lieutenant Governor,,D,Edward FitzGerald,62
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Governor/Lieutenant Governor,,R,John Kasich,142
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Governor/Lieutenant Governor,,G,Anita Rios,11
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Attorney General,,R,Mike DeWine,145
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Attorney General,,D,David Pepper,70
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Auditor of State,,L,Bob Bridges,17
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Auditor of State,,D,John Patrick Carney,65
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Auditor of State,,R,Dave Yost,132
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Secretary of State,,R,Jon Husted,140
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Secretary of State,,L,Kevin Knedler,21
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Secretary of State,,D,Nina Turner,53
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Treasurer of State,,R,Josh Mandel,153
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,Treasurer of State,,D,Connie Pillich,61
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,U.S. House of Representatives,06,D,Jennifer Garrison,69
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,U.S. House of Representatives,06,R,Bill Johnson,136
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,U.S. House of Representatives,06,G,Dennis Lambert,13
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,State House of Representatives,95,D,Charlie Daniels,76
Harrison,AAL,FRANKLIN TWP/VIL,Southeast,Wheeling,414,223,State House of Representatives,95,R,Andy Thompson,135
Harrison,AAM,FREEPORT TWP/VIL,Southeast,Wheeling,496,238,Governor/Lieutenant Governor,,D,Edward FitzGerald,78
Harrison,AAM,FREEPORT TWP/VIL,Southeast,Wheeling,496,238,Governor/Lieutenant Governor,,R,John Kasich,146
Harrison,AAM,FREEPORT TWP/VIL,Southeast,Wheeling,496,238,Governor/Lieutenant Governor,,G,Anita Rios,11
Harrison,AAM,FREEPORT TWP/VIL,Southeast,Wheeling,496,238,Attorney General,,R,Mike DeWine,131
Harrison,AAM,FREEPORT TWP/VIL,Southeast,Wheeling,496,238,Attorney General,,D,David Pepper,101
Harrison,AAM,FREEPORT TWP/VIL,Southeast,Wheeling,496,238,Auditor of State,,L,Bob Bridges,11
