County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Auglaize,West,Dayton,"31,248","6,762",Governor,,R,John Kasich,"3,818"
Auglaize,West,Dayton,"31,248","6,762",Attorney General,,R,Mike DeWine,"3,762"
Auglaize,West,Dayton,"31,248","6,762",Auditor of State,,R,Dave Yost,"3,456"
Auglaize,West,Dayton,"31,248","6,762",Secretary of State,,R,Jon Husted,"3,485"
Auglaize,West,Dayton,"31,248","6,762",Treasurer of State,,R,Josh Mandel,"3,603"
Auglaize,West,Dayton,"31,248","6,762",U.S. House of Representatives,04,R,Jim Jordan,"3,874"
Auglaize,West,Dayton,"31,248","6,762",State Senate,01,R,Cliff Hite,"1,122"
Auglaize,West,Dayton,"31,248","6,762",State Senate,01,R,Milo Schaffner,401
Auglaize,West,Dayton,"31,248","6,762",State Senate,01,R,Corey Shankleton,313
Auglaize,West,Dayton,"31,248","6,762",State House of Representatives,82,R,Tony Burkley,952
Auglaize,West,Dayton,"31,248","6,762",State House of Representatives,82,R,Brett W. Eley,850
Auglaize,West,Dayton,"31,248","6,762",State House of Representatives,84,R,Jim Buchy,"1,840"
