County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Lorain,Northeast,Cleveland,"202,672","30,091",Governor,,R,John Kasich,"9,507"
Lorain,Northeast,Cleveland,"202,672","30,091",Attorney General,,R,Mike DeWine,"8,800"
Lorain,Northeast,Cleveland,"202,672","30,091",Auditor of State,,R,Dave Yost,"8,305"
Lorain,Northeast,Cleveland,"202,672","30,091",Secretary of State,,R,Jon Husted,"8,443"
Lorain,Northeast,Cleveland,"202,672","30,091",Treasurer of State,,R,Josh Mandel,"8,465"
Lorain,Northeast,Cleveland,"202,672","30,091",U.S. House of Representatives,04,R,Jim Jordan,"3,143"
Lorain,Northeast,Cleveland,"202,672","30,091",U.S. House of Representatives,07,R,Bob Gibbs,"3,245"
Lorain,Northeast,Cleveland,"202,672","30,091",U.S. House of Representatives,09,R,Robert C. Horrocks Jr.,581
Lorain,Northeast,Cleveland,"202,672","30,091",U.S. House of Representatives,09,R,Richard May,"1,231"
Lorain,Northeast,Cleveland,"202,672","30,091",State Senate,13,R,Gayle Manning,"8,593"
Lorain,Northeast,Cleveland,"202,672","30,091",State House of Representatives,55,R,Nathan H. Manning,"3,451"
Lorain,Northeast,Cleveland,"202,672","30,091",State House of Representatives,57,R,Terry Boose,"2,316"
