County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Putnam,Northwest,Toledo,"23,497","11,347",Governor,,D,Edward FitzGerald,"2,009"
Putnam,Northwest,Toledo,"23,497","11,347",Governor,,R,John Kasich,"8,808"
Putnam,Northwest,Toledo,"23,497","11,347",Governor,,G,Anita Rios,190
Putnam,Northwest,Toledo,"23,497","11,347",Attorney General,,R,Mike DeWine,"8,736"
Putnam,Northwest,Toledo,"23,497","11,347",Attorney General,,D,David Pepper,"2,273"
Putnam,Northwest,Toledo,"23,497","11,347",Auditor of State,,L,Bob Bridges,507
Putnam,Northwest,Toledo,"23,497","11,347",Auditor of State,,D,John Patrick Carney,"2,210"
Putnam,Northwest,Toledo,"23,497","11,347",Auditor of State,,R,Dave Yost,"7,815"
Putnam,Northwest,Toledo,"23,497","11,347",Secretary of State,,R,Jon Husted,"8,780"
Putnam,Northwest,Toledo,"23,497","11,347",Secretary of State,,L,Kevin Knedler,426
Putnam,Northwest,Toledo,"23,497","11,347",Secretary of State,,D,Nina Turner,"1,665"
Putnam,Northwest,Toledo,"23,497","11,347",Treasurer of State,,R,Josh Mandel,"8,600"
Putnam,Northwest,Toledo,"23,497","11,347",Treasurer of State,,D,Connie Pillich,"2,323"
Putnam,Northwest,Toledo,"23,497","11,347",U.S. House of Representatives,05,L,Eric Eberly,334
Putnam,Northwest,Toledo,"23,497","11,347",U.S. House of Representatives,05,D,Robert Fry,"1,771"
Putnam,Northwest,Toledo,"23,497","11,347",U.S. House of Representatives,05,R,Bob Latta,"9,024"
Putnam,Northwest,Toledo,"23,497","11,347",State Senate,01,R,Cliff Hite,"8,122"
Putnam,Northwest,Toledo,"23,497","11,347",State House of Representatives,81,D,John P. Lymanstall,"2,344"
Putnam,Northwest,Toledo,"23,497","11,347",State House of Representatives,81,R,Robert McColley,"8,052"
