County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Lake,Northeast,Cleveland,"152,929","28,924",Governor,,D,Larry Ealy,902
Lake,Northeast,Cleveland,"152,929","28,924",Governor,,D,Ed FitzGerald,"7,789"
Lake,Northeast,Cleveland,"152,929","28,924",Attorney General,,D,David Pepper,"6,996"
Lake,Northeast,Cleveland,"152,929","28,924",Auditor of State,,D,John Patrick Carney,"7,175"
Lake,Northeast,Cleveland,"152,929","28,924",Secretary of State,,D,Nina Turner,"7,167"
Lake,Northeast,Cleveland,"152,929","28,924",Treasurer of State,,D,Connie Pillich,"7,015"
Lake,Northeast,Cleveland,"152,929","28,924",U.S. House of Representatives,14,D,Michael Wager,"6,964"
Lake,Northeast,Cleveland,"152,929","28,924",State Senate,25,D,Thaddeus J. Jackson,337
Lake,Northeast,Cleveland,"152,929","28,924",State Senate,25,D,Ed Jerse,"1,475"
Lake,Northeast,Cleveland,"152,929","28,924",State Senate,25,D,Kenny Yuko,"2,003"
Lake,Northeast,Cleveland,"152,929","28,924",State House of Representatives,60,D,John M. Rogers,"3,201"
Lake,Northeast,Cleveland,"152,929","28,924",State House of Representatives,61,D,Rick Walker,"3,617"
