County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Lorain,Northeast,Cleveland,"202,672","30,091",Governor,,D,Larry Ealy,"1,858"
Lorain,Northeast,Cleveland,"202,672","30,091",Governor,,D,Ed FitzGerald,"11,410"
Lorain,Northeast,Cleveland,"202,672","30,091",Attorney General,,D,David Pepper,"10,827"
Lorain,Northeast,Cleveland,"202,672","30,091",Auditor of State,,D,John Patrick Carney,"11,235"
Lorain,Northeast,Cleveland,"202,672","30,091",Secretary of State,,D,Nina Turner,"11,145"
Lorain,Northeast,Cleveland,"202,672","30,091",Treasurer of State,,D,Connie Pillich,"10,246"
Lorain,Northeast,Cleveland,"202,672","30,091",U.S. House of Representatives,04,D,Janet Garrett (WI)*,836
Lorain,Northeast,Cleveland,"202,672","30,091",U.S. House of Representatives,09,D,Marcy Kaptur,"4,112"
Lorain,Northeast,Cleveland,"202,672","30,091",State Senate,13,D,Marcus Madison,"6,611"
Lorain,Northeast,Cleveland,"202,672","30,091",State House of Representatives,55,D,Brendan Mackin,"4,178"
Lorain,Northeast,Cleveland,"202,672","30,091",State House of Representatives,56,D,Dan Ramos,"4,902"
Lorain,Northeast,Cleveland,"202,672","30,091",State House of Representatives,57,D,Matt Lark,"1,665"
