County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Erie,Northeast,Cleveland,"53,113","23,914",Governor,,D,Edward FitzGerald,"8,512"
Erie,Northeast,Cleveland,"53,113","23,914",Governor,,R,John Kasich,"13,944"
Erie,Northeast,Cleveland,"53,113","23,914",Governor,,G,Anita Rios,681
Erie,Northeast,Cleveland,"53,113","23,914",Attorney General,,R,Mike DeWine,"12,619"
Erie,Northeast,Cleveland,"53,113","23,914",Attorney General,,D,David Pepper,"10,382"
Erie,Northeast,Cleveland,"53,113","23,914",Auditor of State,,L,Bob Bridges,"1,052"
Erie,Northeast,Cleveland,"53,113","23,914",Auditor of State,,D,John Patrick Carney,"9,649"
Erie,Northeast,Cleveland,"53,113","23,914",Auditor of State,,R,Dave Yost,"11,868"
Erie,Northeast,Cleveland,"53,113","23,914",Secretary of State,,R,Jon Husted,"13,153"
Erie,Northeast,Cleveland,"53,113","23,914",Secretary of State,,L,Kevin Knedler,"1,188"
Erie,Northeast,Cleveland,"53,113","23,914",Secretary of State,,D,Nina Turner,"8,506"
Erie,Northeast,Cleveland,"53,113","23,914",Treasurer of State,,R,Josh Mandel,"12,933"
Erie,Northeast,Cleveland,"53,113","23,914",Treasurer of State,,D,Connie Pillich,"10,168"
Erie,Northeast,Cleveland,"53,113","23,914",U.S. House of Representatives,04,D,Janet Garrett,"1,419"
Erie,Northeast,Cleveland,"53,113","23,914",U.S. House of Representatives,04,R,Jim Jordan,"2,252"
Erie,Northeast,Cleveland,"53,113","23,914",U.S. House of Representatives,09,WI,Cory Hoffman,19
Erie,Northeast,Cleveland,"53,113","23,914",U.S. House of Representatives,09,D,Marcy Kaptur,"11,887"
Erie,Northeast,Cleveland,"53,113","23,914",U.S. House of Representatives,09,R,Richard May,"7,553"
Erie,Northeast,Cleveland,"53,113","23,914",U.S. House of Representatives,09,WI,George A. Skalsky,0
Erie,Northeast,Cleveland,"53,113","23,914",State House of Representatives,89,R,Steven W. Kraus,"10,924"
Erie,Northeast,Cleveland,"53,113","23,914",State House of Representatives,89,D,Chris Redfern,"12,043"
