County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Columbiana,Northeast,Youngstown,"65,352","9,600",Governor,,D,Larry Ealy,833
Columbiana,Northeast,Youngstown,"65,352","9,600",Governor,,D,Ed FitzGerald,"2,344"
Columbiana,Northeast,Youngstown,"65,352","9,600",Attorney General,,D,David Pepper,"2,814"
Columbiana,Northeast,Youngstown,"65,352","9,600",Auditor of State,,D,John Patrick Carney,"2,834"
Columbiana,Northeast,Youngstown,"65,352","9,600",Secretary of State,,D,Nina Turner,"2,827"
Columbiana,Northeast,Youngstown,"65,352","9,600",Treasurer of State,,D,Connie Pillich,"2,796"
Columbiana,Northeast,Youngstown,"65,352","9,600",U.S. House of Representatives,06,D,Jennifer Garrison,"2,369"
Columbiana,Northeast,Youngstown,"65,352","9,600",U.S. House of Representatives,06,D,Gregory D. Howard,871
Columbiana,Northeast,Youngstown,"65,352","9,600",State Senate,33,D,Joseph L. Schiavoni,"2,812"
Columbiana,Northeast,Youngstown,"65,352","9,600",State House of Representatives,05,D,Nick Barborak,"3,009"
