County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Trumbull,Northeast,Youngstown,"144,821","29,635",Governor,,R,John Kasich,"5,914"
Trumbull,Northeast,Youngstown,"144,821","29,635",Attorney General,,R,Mike DeWine,"5,497"
Trumbull,Northeast,Youngstown,"144,821","29,635",Auditor of State,,R,Dave Yost,"4,980"
Trumbull,Northeast,Youngstown,"144,821","29,635",Secretary of State,,R,Jon Husted,"4,979"
Trumbull,Northeast,Youngstown,"144,821","29,635",Treasurer of State,,R,Josh Mandel,"5,242"
Trumbull,Northeast,Youngstown,"144,821","29,635",U.S. House of Representatives,13,R,Thomas Pekarek (WI)*,104
Trumbull,Northeast,Youngstown,"144,821","29,635",U.S. House of Representatives,14,R,David P. Joyce,549
Trumbull,Northeast,Youngstown,"144,821","29,635",U.S. House of Representatives,14,R,Matt Lynch,610
Trumbull,Northeast,Youngstown,"144,821","29,635",State House of Representatives,63,R,Devon A. Stanley,"2,330"
Trumbull,Northeast,Youngstown,"144,821","29,635",State House of Representatives,64,R,Randy Law,"2,418"
