County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Noble,Southeast,Wheeling,"8,306","1,930",Governor,,D,Larry Ealy,124
Noble,Southeast,Wheeling,"8,306","1,930",Governor,,D,Ed FitzGerald,414
Noble,Southeast,Wheeling,"8,306","1,930",Attorney General,,D,David Pepper,464
Noble,Southeast,Wheeling,"8,306","1,930",Auditor of State,,D,John Patrick Carney,456
Noble,Southeast,Wheeling,"8,306","1,930",Secretary of State,,D,Nina Turner,456
Noble,Southeast,Wheeling,"8,306","1,930",Treasurer of State,,D,Connie Pillich,455
Noble,Southeast,Wheeling,"8,306","1,930",U.S. House of Representatives,06,D,Jennifer Garrison,503
Noble,Southeast,Wheeling,"8,306","1,930",U.S. House of Representatives,06,D,Gregory D. Howard,122
Noble,Southeast,Wheeling,"8,306","1,930",State House of Representatives,95,D,Charlie Daniels,488
