County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Huron,Northeast,Cleveland,"35,495","14,327",Governor,,D,Edward FitzGerald,"3,838"
Huron,Northeast,Cleveland,"35,495","14,327",Governor,,R,John Kasich,"9,776"
Huron,Northeast,Cleveland,"35,495","14,327",Governor,,G,Anita Rios,407
Huron,Northeast,Cleveland,"35,495","14,327",Attorney General,,R,Mike DeWine,"9,296"
Huron,Northeast,Cleveland,"35,495","14,327",Attorney General,,D,David Pepper,"4,653"
Huron,Northeast,Cleveland,"35,495","14,327",Auditor of State,,L,Bob Bridges,793
Huron,Northeast,Cleveland,"35,495","14,327",Auditor of State,,D,John Patrick Carney,"4,217"
Huron,Northeast,Cleveland,"35,495","14,327",Auditor of State,,R,Dave Yost,"8,679"
Huron,Northeast,Cleveland,"35,495","14,327",Secretary of State,,R,Jon Husted,"9,133"
Huron,Northeast,Cleveland,"35,495","14,327",Secretary of State,,L,Kevin Knedler,794
Huron,Northeast,Cleveland,"35,495","14,327",Secretary of State,,D,Nina Turner,"3,807"
Huron,Northeast,Cleveland,"35,495","14,327",Treasurer of State,,R,Josh Mandel,"9,323"
Huron,Northeast,Cleveland,"35,495","14,327",Treasurer of State,,D,Connie Pillich,"4,608"
Huron,Northeast,Cleveland,"35,495","14,327",U.S. House of Representatives,04,D,Janet Garrett,"2,871"
Huron,Northeast,Cleveland,"35,495","14,327",U.S. House of Representatives,04,R,Jim Jordan,"4,391"
Huron,Northeast,Cleveland,"35,495","14,327",U.S. House of Representatives,07,R,Bob Gibbs,"5,157"
Huron,Northeast,Cleveland,"35,495","14,327",State Senate,13,D,Marcus Madison,"3,902"
Huron,Northeast,Cleveland,"35,495","14,327",State Senate,13,R,Gayle Manning,"9,909"
Huron,Northeast,Cleveland,"35,495","14,327",State House of Representatives,57,R,Terry Boose,"8,554"
Huron,Northeast,Cleveland,"35,495","14,327",State House of Representatives,57,D,Matt Lark,"4,849"
Huron,Northeast,Cleveland,"35,495","14,327",State House of Representatives,57,L,Robert F. Sherwin,651
