County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Clermont,Southwest,Cincinnati,"132,944","17,245",Governor,,D,Larry Ealy,577
Clermont,Southwest,Cincinnati,"132,944","17,245",Governor,,D,Ed FitzGerald,"2,125"
Clermont,Southwest,Cincinnati,"132,944","17,245",Attorney General,,D,David Pepper,"2,498"
Clermont,Southwest,Cincinnati,"132,944","17,245",Auditor of State,,D,John Patrick Carney,"2,297"
Clermont,Southwest,Cincinnati,"132,944","17,245",Secretary of State,,D,Nina Turner,"2,325"
Clermont,Southwest,Cincinnati,"132,944","17,245",Treasurer of State,,D,Connie Pillich,"2,370"
Clermont,Southwest,Cincinnati,"132,944","17,245",U.S. House of Representatives,02,D,Ronny Richards,524
Clermont,Southwest,Cincinnati,"132,944","17,245",U.S. House of Representatives,02,D,John Sheil,679
Clermont,Southwest,Cincinnati,"132,944","17,245",U.S. House of Representatives,02,D,William R. Smith,614
Clermont,Southwest,Cincinnati,"132,944","17,245",U.S. House of Representatives,02,D,Marek Tyszkiewicz,751
Clermont,Southwest,Cincinnati,"132,944","17,245",State House of Representatives,65,D,Charlie J. Carlier,"1,508"
Clermont,Southwest,Cincinnati,"132,944","17,245",State House of Representatives,66,D,Ken P. McNeely Jr.,722
