County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,Governor/Lieutenant Governor,,D,"Ealy, Larry",2
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,Governor/Lieutenant Governor,,D,"FitzGerald, Edward",13
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,Attorney General,,D,"Pepper, David",13
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,Auditor of State,,D,"Carney, John Patrick",13
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,Secretary of State,,D,"Turner, Nina",13
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,Treasurer of State,,D,"Pillich, Connie",13
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,U.S. House of Representatives,13,D,"Luchansky, John Stephen",2
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,U.S. House of Representatives,13,D,"Ryan, Tim",13
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,U.S. House of Representatives,16,D,"Crossland, Pete",0
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,U.S. House of Representatives,16,D,"Donenwirth, James",0
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,State Senate,27,D,"Rusiska, George S.",0
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,State Senate,29,D,"Rubin, Connie",12
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,State House of Representatives,38,D,"Crawford, Tim",0
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,State House of Representatives,49,D,"Slesnick, Stephen D.",0
Stark,AAA,ALLIANCE 1-A,Northeast,Cleveland,723,29,State House of Representatives,50,D,"Cain, Deborah L.",13
Stark,AAB,ALLIANCE 1-B,Northeast,Cleveland,658,44,Governor/Lieutenant Governor,,D,"Ealy, Larry",3
Stark,AAB,ALLIANCE 1-B,Northeast,Cleveland,658,44,Governor/Lieutenant Governor,,D,"FitzGerald, Edward",24
