County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Mercer,West,Dayton,"29,404","12,502",Governor,,D,Edward FitzGerald,"1,914"
Mercer,West,Dayton,"29,404","12,502",Governor,,R,John Kasich,"10,155"
Mercer,West,Dayton,"29,404","12,502",Governor,,G,Anita Rios,184
Mercer,West,Dayton,"29,404","12,502",Attorney General,,R,Mike DeWine,"9,861"
Mercer,West,Dayton,"29,404","12,502",Attorney General,,D,David Pepper,"2,340"
Mercer,West,Dayton,"29,404","12,502",Auditor of State,,L,Bob Bridges,593
Mercer,West,Dayton,"29,404","12,502",Auditor of State,,D,John Patrick Carney,"2,207"
Mercer,West,Dayton,"29,404","12,502",Auditor of State,,R,Dave Yost,"9,159"
Mercer,West,Dayton,"29,404","12,502",Secretary of State,,R,Jon Husted,"9,633"
Mercer,West,Dayton,"29,404","12,502",Secretary of State,,L,Kevin Knedler,491
Mercer,West,Dayton,"29,404","12,502",Secretary of State,,D,Nina Turner,"1,992"
Mercer,West,Dayton,"29,404","12,502",Treasurer of State,,R,Josh Mandel,"9,503"
Mercer,West,Dayton,"29,404","12,502",Treasurer of State,,D,Connie Pillich,"2,699"
Mercer,West,Dayton,"29,404","12,502",U.S. House of Representatives,04,D,Janet Garrett,213
Mercer,West,Dayton,"29,404","12,502",U.S. House of Representatives,04,R,Jim Jordan,775
Mercer,West,Dayton,"29,404","12,502",U.S. House of Representatives,05,L,Eric Eberly,222
Mercer,West,Dayton,"29,404","12,502",U.S. House of Representatives,05,D,Robert Fry,"1,156"
Mercer,West,Dayton,"29,404","12,502",U.S. House of Representatives,05,R,Bob Latta,"4,070"
Mercer,West,Dayton,"29,404","12,502",U.S. House of Representatives,08,R,John A. Boehner,"4,816"
Mercer,West,Dayton,"29,404","12,502",U.S. House of Representatives,08,C,James J. Condit Jr.,245
Mercer,West,Dayton,"29,404","12,502",U.S. House of Representatives,08,D,Tom Poetter,721
Mercer,West,Dayton,"29,404","12,502",State House of Representatives,84,R,Jim Buchy,"10,663"
