County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Miami,West,Dayton,"70,855","31,517",Governor,,D,Edward FitzGerald,"5,693"
Miami,West,Dayton,"70,855","31,517",Governor,,R,John Kasich,"24,735"
Miami,West,Dayton,"70,855","31,517",Governor,,G,Anita Rios,646
Miami,West,Dayton,"70,855","31,517",Attorney General,,R,Mike DeWine,"24,151"
Miami,West,Dayton,"70,855","31,517",Attorney General,,D,David Pepper,"6,867"
Miami,West,Dayton,"70,855","31,517",Auditor of State,,L,Bob Bridges,"1,638"
Miami,West,Dayton,"70,855","31,517",Auditor of State,,D,John Patrick Carney,"6,177"
Miami,West,Dayton,"70,855","31,517",Auditor of State,,R,Dave Yost,"22,793"
Miami,West,Dayton,"70,855","31,517",Secretary of State,,R,Jon Husted,"23,610"
Miami,West,Dayton,"70,855","31,517",Secretary of State,,L,Kevin Knedler,"1,505"
Miami,West,Dayton,"70,855","31,517",Secretary of State,,D,Nina Turner,"5,688"
Miami,West,Dayton,"70,855","31,517",Treasurer of State,,R,Josh Mandel,"22,319"
Miami,West,Dayton,"70,855","31,517",Treasurer of State,,D,Connie Pillich,"8,505"
Miami,West,Dayton,"70,855","31,517",U.S. House of Representatives,08,R,John A. Boehner,"22,336"
Miami,West,Dayton,"70,855","31,517",U.S. House of Representatives,08,C,James J. Condit Jr.,"1,718"
Miami,West,Dayton,"70,855","31,517",U.S. House of Representatives,08,D,Tom Poetter,"6,937"
Miami,West,Dayton,"70,855","31,517",State Senate,05,R,Bill Beagle,"23,459"
Miami,West,Dayton,"70,855","31,517",State Senate,05,D,Dee Gillis,"7,435"
Miami,West,Dayton,"70,855","31,517",State House of Representatives,80,R,Stephen A. Huffman,"23,193"
Miami,West,Dayton,"70,855","31,517",State House of Representatives,80,D,Jonathan Michalski,"7,031"
