County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Lucas,Northwest,Toledo,"312,538","109,449",Governor,,D,Edward FitzGerald,"48,179"
Lucas,Northwest,Toledo,"312,538","109,449",Governor,,R,John Kasich,"53,808"
Lucas,Northwest,Toledo,"312,538","109,449",Governor,,G,Anita Rios,"4,029"
Lucas,Northwest,Toledo,"312,538","109,449",Attorney General,,R,Mike DeWine,"52,870"
Lucas,Northwest,Toledo,"312,538","109,449",Attorney General,,D,David Pepper,"52,971"
Lucas,Northwest,Toledo,"312,538","109,449",Auditor of State,,L,Bob Bridges,"6,177"
Lucas,Northwest,Toledo,"312,538","109,449",Auditor of State,,D,John Patrick Carney,"51,406"
Lucas,Northwest,Toledo,"312,538","109,449",Auditor of State,,R,Dave Yost,"45,131"
Lucas,Northwest,Toledo,"312,538","109,449",Secretary of State,,R,Jon Husted,"53,038"
Lucas,Northwest,Toledo,"312,538","109,449",Secretary of State,,L,Kevin Knedler,"5,371"
Lucas,Northwest,Toledo,"312,538","109,449",Secretary of State,,D,Nina Turner,"45,444"
Lucas,Northwest,Toledo,"312,538","109,449",Treasurer of State,,R,Josh Mandel,"45,114"
Lucas,Northwest,Toledo,"312,538","109,449",Treasurer of State,,D,Connie Pillich,"60,072"
Lucas,Northwest,Toledo,"312,538","109,449",U.S. House of Representatives,05,L,Eric Eberly,"2,709"
Lucas,Northwest,Toledo,"312,538","109,449",U.S. House of Representatives,05,D,Robert Fry,"21,896"
Lucas,Northwest,Toledo,"312,538","109,449",U.S. House of Representatives,05,R,Bob Latta,"34,746"
Lucas,Northwest,Toledo,"312,538","109,449",U.S. House of Representatives,09,WI,Cory Hoffman,18
Lucas,Northwest,Toledo,"312,538","109,449",U.S. House of Representatives,09,D,Marcy Kaptur,"36,819"
Lucas,Northwest,Toledo,"312,538","109,449",U.S. House of Representatives,09,R,Richard May,"9,873"
Lucas,Northwest,Toledo,"312,538","109,449",U.S. House of Representatives,09,WI,George A. Skalsky,5
Lucas,Northwest,Toledo,"312,538","109,449",State Senate,11,D,Edna Brown,"48,838"
Lucas,Northwest,Toledo,"312,538","109,449",State Senate,11,R ,Ernest D. McCarthy,"27,002"
Lucas,Northwest,Toledo,"312,538","109,449",State House of Representatives,44,D,Michael Ashford,"17,362"
Lucas,Northwest,Toledo,"312,538","109,449",State House of Representatives,44,R,John W. Insco,"3,984"
Lucas,Northwest,Toledo,"312,538","109,449",State House of Representatives,45,D,Teresa Fedor,"15,080"
Lucas,Northwest,Toledo,"312,538","109,449",State House of Representatives,45,R,James S. Nowak,"8,632"
Lucas,Northwest,Toledo,"312,538","109,449",State House of Representatives,46,R,Drew Blazsik,"12,743"
Lucas,Northwest,Toledo,"312,538","109,449",State House of Representatives,46,D,Michael P. Sheehy,"17,018"
Lucas,Northwest,Toledo,"312,538","109,449",State House of Representatives,47,R,Barbara R. Sears,"20,222"
