County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Lake,Northeast,Cleveland,"152,929","28,924",Governor,,R,John Kasich,"13,236"
Lake,Northeast,Cleveland,"152,929","28,924",Attorney General,,R,Mike DeWine,"12,896"
Lake,Northeast,Cleveland,"152,929","28,924",Auditor of State,,R,Dave Yost,"11,622"
Lake,Northeast,Cleveland,"152,929","28,924",Secretary of State,,R,Jon Husted,"11,740"
Lake,Northeast,Cleveland,"152,929","28,924",Treasurer of State,,R,Josh Mandel,"12,045"
Lake,Northeast,Cleveland,"152,929","28,924",U.S. House of Representatives,14,R,David P. Joyce,"7,625"
Lake,Northeast,Cleveland,"152,929","28,924",U.S. House of Representatives,14,R,Matt Lynch,"7,321"
Lake,Northeast,Cleveland,"152,929","28,924",State Senate,25,R,Hasani A. Crider (WI*),49
Lake,Northeast,Cleveland,"152,929","28,924",State House of Representatives,60,R,George M. Phillips,"3,340"
Lake,Northeast,Cleveland,"152,929","28,924",State House of Representatives,61,R,Ron Young,"8,311"
