County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Columbiana,Northeast,Youngstown,"65,551","27,780",Governor,,D,Edward FitzGerald,"7,217"
Columbiana,Northeast,Youngstown,"65,551","27,780",Governor,,R,John Kasich,"18,895"
Columbiana,Northeast,Youngstown,"65,551","27,780",Governor,,G,Anita Rios,813
Columbiana,Northeast,Youngstown,"65,551","27,780",Attorney General,,R,Mike DeWine,"17,495"
Columbiana,Northeast,Youngstown,"65,551","27,780",Attorney General,,D,David Pepper,"9,367"
Columbiana,Northeast,Youngstown,"65,551","27,780",Auditor of State,,L,Bob Bridges,"1,546"
Columbiana,Northeast,Youngstown,"65,551","27,780",Auditor of State,,D,John Patrick Carney,"9,122"
Columbiana,Northeast,Youngstown,"65,551","27,780",Auditor of State,,R,Dave Yost,"15,679"
Columbiana,Northeast,Youngstown,"65,551","27,780",Secretary of State,,R,Jon Husted,"17,708"
Columbiana,Northeast,Youngstown,"65,551","27,780",Secretary of State,,L,Kevin Knedler,"1,529"
Columbiana,Northeast,Youngstown,"65,551","27,780",Secretary of State,,D,Nina Turner,"7,461"
Columbiana,Northeast,Youngstown,"65,551","27,780",Treasurer of State,,R,Josh Mandel,"18,143"
Columbiana,Northeast,Youngstown,"65,551","27,780",Treasurer of State,,D,Connie Pillich,"8,837"
Columbiana,Northeast,Youngstown,"65,551","27,780",U.S. House of Representatives,06,D,Jennifer Garrison,"9,552"
Columbiana,Northeast,Youngstown,"65,551","27,780",U.S. House of Representatives,06,R,Bill Johnson,"16,738"
Columbiana,Northeast,Youngstown,"65,551","27,780",U.S. House of Representatives,06,G,Dennis Lambert,910
Columbiana,Northeast,Youngstown,"65,551","27,780",State Senate,33,D,Joseph L. Schiavoni,"16,276"
Columbiana,Northeast,Youngstown,"65,551","27,780",State House of Representatives,05,D,Nick Barborak,"10,935"
Columbiana,Northeast,Youngstown,"65,551","27,780",State House of Representatives,05,R,Tim Ginter,"16,091"
