County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Lucas,Northwest,Toledo,"289,776","112,566",President (at-large),,R,Jeb Bush,112
Lucas,Northwest,Toledo,"289,776","112,566",President (at-large),,R,Ben Carson,278
Lucas,Northwest,Toledo,"289,776","112,566",President (at-large),,R,Chris Christie,57
Lucas,Northwest,Toledo,"289,776","112,566",President (at-large),,R,Ted Cruz,"7,932"
Lucas,Northwest,Toledo,"289,776","112,566",President (at-large),,R,Carly Fiorina,54
Lucas,Northwest,Toledo,"289,776","112,566",President (at-large),,R,Mike Huckabee,70
Lucas,Northwest,Toledo,"289,776","112,566",President (at-large),,R,John R. Kasich,"24,935"
Lucas,Northwest,Toledo,"289,776","112,566",President (at-large),,R,Marco Rubio,"1,238"
Lucas,Northwest,Toledo,"289,776","112,566",President (at-large),,R,Rick Santorum,44
Lucas,Northwest,Toledo,"289,776","112,566",President (at-large),,R,Donald J. Trump,"17,630"
Lucas,Northwest,Toledo,"289,776","112,566",President (district),05,R,Jeb Bush,132
Lucas,Northwest,Toledo,"289,776","112,566",President (district),05,R,Ben Carson,381
Lucas,Northwest,Toledo,"289,776","112,566",President (district),05,R,Chris Christie,108
Lucas,Northwest,Toledo,"289,776","112,566",President (district),05,R,Ted Cruz,"5,055"
Lucas,Northwest,Toledo,"289,776","112,566",President (district),05,R,Carly Fiorina,100
Lucas,Northwest,Toledo,"289,776","112,566",President (district),05,R,John R. Kasich,"16,217"
Lucas,Northwest,Toledo,"289,776","112,566",President (district),05,R,Marco Rubio,991
Lucas,Northwest,Toledo,"289,776","112,566",President (district),05,R,Rick Santorum,46
Lucas,Northwest,Toledo,"289,776","112,566",President (district),05,R,Donald J. Trump,"10,234"
Lucas,Northwest,Toledo,"289,776","112,566",President (district),09,R,Jeb Bush,74
Lucas,Northwest,Toledo,"289,776","112,566",President (district),09,R,Ben Carson,204
Lucas,Northwest,Toledo,"289,776","112,566",President (district),09,R,Chris Christie,57
Lucas,Northwest,Toledo,"289,776","112,566",President (district),09,R,Ted Cruz,"2,469"
Lucas,Northwest,Toledo,"289,776","112,566",President (district),09,R,Carly Fiorina,49
Lucas,Northwest,Toledo,"289,776","112,566",President (district),09,R,John R. Kasich,"6,020"
Lucas,Northwest,Toledo,"289,776","112,566",President (district),09,R,Marco Rubio,485
Lucas,Northwest,Toledo,"289,776","112,566",President (district),09,R,Donald J. Trump,"5,336"
Lucas,Northwest,Toledo,"289,776","112,566",U.S. Senator,,R,Don Elijah Eckhart,"5,466"
Lucas,Northwest,Toledo,"289,776","112,566",U.S. Senator,,R,Rob Portman,"30,155"
Lucas,Northwest,Toledo,"289,776","112,566",Representative to Congress,05,R,Bob Latta,"26,201"
Lucas,Northwest,Toledo,"289,776","112,566",Representative to Congress,09,R,Steven W. Kraus,"3,475"
Lucas,Northwest,Toledo,"289,776","112,566",Representative to Congress,09,R,Donald P. Larson,"3,764"
Lucas,Northwest,Toledo,"289,776","112,566",Representative to Congress,09,R,Joel Lieske,"2,235"
Lucas,Northwest,Toledo,"289,776","112,566",State Senator,02,R,Randy Gardner,"12,505"
Lucas,Northwest,Toledo,"289,776","112,566",State Representative,44,R,John Insco,"2,920"
Lucas,Northwest,Toledo,"289,776","112,566",State Representative,45,R,James S. Nowak,"6,720"
Lucas,Northwest,Toledo,"289,776","112,566",State Representative,46,R,Diana M. Skaff,"8,323"
Lucas,Northwest,Toledo,"289,776","112,566",State Representative,47,R,Vicki L. Donovan-Lyle,"4,337"
Lucas,Northwest,Toledo,"289,776","112,566",State Representative,47,R,Kevin G. Haddad,"4,050"
Lucas,Northwest,Toledo,"289,776","112,566",State Representative,47,R,Derek Merrin,"6,292"
