County Name,Precinct Name,Precinct Code,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,President (at-large),,D,Hillary Clinton,193
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,President (at-large),,D,"Roque ""Rocky"" De La Fuente",1
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,President (at-large),,D,Bernie Sanders,77
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,U.S. Senator,,D,Kelli Prather,30
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,U.S. Senator,,D,P.G. Sittenfeld,44
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,U.S. Senator,,D,Ted Strickland,192
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,Representative to Congress,04,D,Norbert G. Dennerll Jr.,10
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,Representative to Congress,04,D,Janet Garrett,129
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,Representative to Congress,04,D,Daniel Johnson,60
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,Representative to Congress,12,D,Ed Albertson,0
Marion,PRECINCT MARION 1-A,AAA,Central,Columbus,682,668,State Representative,86,D,Scott Crider,173
Marion,PRECINCT MARION 1-C,AAC,Central,Columbus,531,183,President (at-large),,D,Hillary Clinton,39
Marion,PRECINCT MARION 1-C,AAC,Central,Columbus,531,183,President (at-large),,D,"Roque ""Rocky"" De La Fuente",1
Marion,PRECINCT MARION 1-C,AAC,Central,Columbus,531,183,President (at-large),,D,Bernie Sanders,39
Marion,PRECINCT MARION 1-C,AAC,Central,Columbus,531,183,U.S. Senator,,D,Kelli Prather,10
Marion,PRECINCT MARION 1-C,AAC,Central,Columbus,531,183,U.S. Senator,,D,P.G. Sittenfeld,10
Marion,PRECINCT MARION 1-C,AAC,Central,Columbus,531,183,U.S. Senator,,D,Ted Strickland,58
Marion,PRECINCT MARION 1-C,AAC,Central,Columbus,531,183,Representative to Congress,04,D,Norbert G. Dennerll Jr.,6
Marion,PRECINCT MARION 1-C,AAC,Central,Columbus,531,183,Representative to Congress,04,D,Janet Garrett,42
Marion,PRECINCT MARION 1-C,AAC,Central,Columbus,531,183,Representative to Congress,04,D,Daniel Johnson,15
