County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Licking,Central,Columbus,"112,379","49,713",President (at-large),,R,Jeb Bush,60
Licking,Central,Columbus,"112,379","49,713",President (at-large),,R,Ben Carson,183
Licking,Central,Columbus,"112,379","49,713",President (at-large),,R,Chris Christie,32
Licking,Central,Columbus,"112,379","49,713",President (at-large),,R,Ted Cruz,"5,639"
Licking,Central,Columbus,"112,379","49,713",President (at-large),,R,Carly Fiorina,29
Licking,Central,Columbus,"112,379","49,713",President (at-large),,R,Mike Huckabee,63
Licking,Central,Columbus,"112,379","49,713",President (at-large),,R,John R. Kasich,"17,834"
Licking,Central,Columbus,"112,379","49,713",President (at-large),,R,Marco Rubio,602
Licking,Central,Columbus,"112,379","49,713",President (at-large),,R,Rick Santorum,9
Licking,Central,Columbus,"112,379","49,713",President (at-large),,R,Donald J. Trump,"11,244"
Licking,Central,Columbus,"112,379","49,713",President (district),12,R,Jeb Bush,127
Licking,Central,Columbus,"112,379","49,713",President (district),12,R,Ben Carson,503
Licking,Central,Columbus,"112,379","49,713",President (district),12,R,Chris Christie,152
Licking,Central,Columbus,"112,379","49,713",President (district),12,R,Ted Cruz,"5,476"
Licking,Central,Columbus,"112,379","49,713",President (district),12,R,Carly Fiorina,100
Licking,Central,Columbus,"112,379","49,713",President (district),12,R,Mike Huckabee,274
Licking,Central,Columbus,"112,379","49,713",President (district),12,R,John R. Kasich,"16,941"
Licking,Central,Columbus,"112,379","49,713",President (district),12,R,Marco Rubio,771
Licking,Central,Columbus,"112,379","49,713",President (district),12,R,Donald J. Trump,"10,145"
Licking,Central,Columbus,"112,379","49,713",U.S. Senator,,R,Don Elijah Eckhart,"5,136"
Licking,Central,Columbus,"112,379","49,713",U.S. Senator,,R,Rob Portman,"24,004"
Licking,Central,Columbus,"112,379","49,713",Representative to Congress,12,R,Pat Tiberi,"27,969"
Licking,Central,Columbus,"112,379","49,713",State Representative,71,R,Scott K. Ryan,"16,774"
Licking,Central,Columbus,"112,379","49,713",State Representative,72,R,Cliff N. Biggers,"2,217"
Licking,Central,Columbus,"112,379","49,713",State Representative,72,R,Larry Householder,"6,008"
