County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Fairfield,Central,Columbus,"96,278","44,609",President (at-large),,R,Jeb Bush,59
Fairfield,Central,Columbus,"96,278","44,609",President (at-large),,R,Ben Carson,165
Fairfield,Central,Columbus,"96,278","44,609",President (at-large),,R,Chris Christie,24
Fairfield,Central,Columbus,"96,278","44,609",President (at-large),,R,Ted Cruz,"5,468"
Fairfield,Central,Columbus,"96,278","44,609",President (at-large),,R,Carly Fiorina,23
Fairfield,Central,Columbus,"96,278","44,609",President (at-large),,R,Mike Huckabee,52
Fairfield,Central,Columbus,"96,278","44,609",President (at-large),,R,John R. Kasich,"15,677"
Fairfield,Central,Columbus,"96,278","44,609",President (at-large),,R,Marco Rubio,687
Fairfield,Central,Columbus,"96,278","44,609",President (at-large),,R,Rick Santorum,14
Fairfield,Central,Columbus,"96,278","44,609",President (at-large),,R,Donald J. Trump,"10,008"
Fairfield,Central,Columbus,"96,278","44,609",President (district),15,R,Jeb Bush,83
Fairfield,Central,Columbus,"96,278","44,609",President (district),15,R,Ben Carson,306
Fairfield,Central,Columbus,"96,278","44,609",President (district),15,R,Chris Christie,69
Fairfield,Central,Columbus,"96,278","44,609",President (district),15,R,Ted Cruz,"5,459"
Fairfield,Central,Columbus,"96,278","44,609",President (district),15,R,Carly Fiorina,51
Fairfield,Central,Columbus,"96,278","44,609",President (district),15,R,Mike Huckabee,119
Fairfield,Central,Columbus,"96,278","44,609",President (district),15,R,John R. Kasich,"15,185"
Fairfield,Central,Columbus,"96,278","44,609",President (district),15,R,Marco Rubio,788
Fairfield,Central,Columbus,"96,278","44,609",President (district),15,R,Rick Santorum,30
Fairfield,Central,Columbus,"96,278","44,609",President (district),15,R,Donald J. Trump,"9,564"
Fairfield,Central,Columbus,"96,278","44,609",U.S. Senator,,R,Don Elijah Eckhart,"4,724"
Fairfield,Central,Columbus,"96,278","44,609",U.S. Senator,,R,Rob Portman,"22,633"
Fairfield,Central,Columbus,"96,278","44,609",Representative to Congress,15,R,Steve Stivers,"24,859"
Fairfield,Central,Columbus,"96,278","44,609",State Senator,20,R,Troy Balderson,"20,176"
Fairfield,Central,Columbus,"96,278","44,609",State Representative,77,R,Tim Schaffer,"17,395"
Fairfield,Central,Columbus,"96,278","44,609",State Representative,78,R,Ron Hood,"5,099"
