County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Auglaize,West,Lima,"31,061","13,831",President (at-large),,D,Hillary Clinton,"1,050"
Auglaize,West,Lima,"31,061","13,831",President (at-large),,D,"Roque ""Rocky"" De La Fuente",38
Auglaize,West,Lima,"31,061","13,831",President (at-large),,D,Bernie Sanders,976
Auglaize,West,Lima,"31,061","13,831",U.S. Senator,,D,Kelli Prather,336
Auglaize,West,Lima,"31,061","13,831",U.S. Senator,,D,P.G. Sittenfeld,189
Auglaize,West,Lima,"31,061","13,831",U.S. Senator,,D,Ted Strickland,"1,471"
Auglaize,West,Lima,"31,061","13,831",Representative to Congress,04,D,Norbert G. Dennerll Jr.,121
Auglaize,West,Lima,"31,061","13,831",Representative to Congress,04,D,Janet Garrett,"1,200"
Auglaize,West,Lima,"31,061","13,831",Representative to Congress,04,D,Daniel Johnson,439
Auglaize,West,Lima,"31,061","13,831",State Representative,84,D,Ed Huff Jr.,682
