County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Wood,Northwest,Toledo,"89,220","37,746",President (at-large),,R,Jeb Bush,75
Wood,Northwest,Toledo,"89,220","37,746",President (at-large),,R,Ben Carson,195
Wood,Northwest,Toledo,"89,220","37,746",President (at-large),,R,Chris Christie,32
Wood,Northwest,Toledo,"89,220","37,746",President (at-large),,R,Ted Cruz,"3,797"
Wood,Northwest,Toledo,"89,220","37,746",President (at-large),,R,Carly Fiorina,27
Wood,Northwest,Toledo,"89,220","37,746",President (at-large),,R,Mike Huckabee,51
Wood,Northwest,Toledo,"89,220","37,746",President (at-large),,R,John R. Kasich,"11,175"
Wood,Northwest,Toledo,"89,220","37,746",President (at-large),,R,Marco Rubio,665
Wood,Northwest,Toledo,"89,220","37,746",President (at-large),,R,Rick Santorum,16
Wood,Northwest,Toledo,"89,220","37,746",President (at-large),,R,Donald J. Trump,"7,051"
Wood,Northwest,Toledo,"89,220","37,746",President (district),05,R,Jeb Bush,136
Wood,Northwest,Toledo,"89,220","37,746",President (district),05,R,Ben Carson,350
Wood,Northwest,Toledo,"89,220","37,746",President (district),05,R,Chris Christie,64
Wood,Northwest,Toledo,"89,220","37,746",President (district),05,R,Ted Cruz,"3,668"
Wood,Northwest,Toledo,"89,220","37,746",President (district),05,R,Carly Fiorina,65
Wood,Northwest,Toledo,"89,220","37,746",President (district),05,R,John R. Kasich,"10,222"
Wood,Northwest,Toledo,"89,220","37,746",President (district),05,R,Marco Rubio,773
Wood,Northwest,Toledo,"89,220","37,746",President (district),05,R,Rick Santorum,44
Wood,Northwest,Toledo,"89,220","37,746",President (district),05,R,Donald J. Trump,"6,397"
Wood,Northwest,Toledo,"89,220","37,746",U.S. Senator,,R,Don Elijah Eckhart,"2,639"
Wood,Northwest,Toledo,"89,220","37,746",U.S. Senator,,R,Rob Portman,"14,008"
Wood,Northwest,Toledo,"89,220","37,746",Representative to Congress,05,R,Bob Latta,"18,728"
Wood,Northwest,Toledo,"89,220","37,746",State Senator,02,R,Randy Gardner,"18,078"
Wood,Northwest,Toledo,"89,220","37,746",State Representative,03,R,Tim W. Brown,"17,159"
