County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Preble,West,Dayton,"27,060","12,998",President (at-large),,R,Jeb Bush,35
Preble,West,Dayton,"27,060","12,998",President (at-large),,R,Ben Carson,82
Preble,West,Dayton,"27,060","12,998",President (at-large),,R,Chris Christie,18
Preble,West,Dayton,"27,060","12,998",President (at-large),,R,Ted Cruz,"1,589"
Preble,West,Dayton,"27,060","12,998",President (at-large),,R,Carly Fiorina,9
Preble,West,Dayton,"27,060","12,998",President (at-large),,R,Mike Huckabee,38
Preble,West,Dayton,"27,060","12,998",President (at-large),,R,John R. Kasich,"3,447"
Preble,West,Dayton,"27,060","12,998",President (at-large),,R,Marco Rubio,196
Preble,West,Dayton,"27,060","12,998",President (at-large),,R,Rick Santorum,7
Preble,West,Dayton,"27,060","12,998",President (at-large),,R,Donald J. Trump,"5,070"
Preble,West,Dayton,"27,060","12,998",President (district),08,R,Jeb Bush,59
Preble,West,Dayton,"27,060","12,998",President (district),08,R,Ben Carson,193
Preble,West,Dayton,"27,060","12,998",President (district),08,R,Chris Christie,41
Preble,West,Dayton,"27,060","12,998",President (district),08,R,Ted Cruz,"1,627"
Preble,West,Dayton,"27,060","12,998",President (district),08,R,Carly Fiorina,27
Preble,West,Dayton,"27,060","12,998",President (district),08,R,John R. Kasich,"3,325"
Preble,West,Dayton,"27,060","12,998",President (district),08,R,Marco Rubio,245
Preble,West,Dayton,"27,060","12,998",President (district),08,R,Rick Santorum,16
Preble,West,Dayton,"27,060","12,998",President (district),08,R,Donald J. Trump,"4,823"
Preble,West,Dayton,"27,060","12,998",U.S. Senator,,R,Don Elijah Eckhart,"1,902"
Preble,West,Dayton,"27,060","12,998",U.S. Senator,,R,Rob Portman,"7,181"
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Matthew Ashworth,117
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Bill Beagle,"2,531"
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Warren Davidson,"2,981"
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Timothy S. Derickson,"1,992"
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Scott George,228
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Eric J. Haemmerle,39
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Terri King,136
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Joseph Matvey,12
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Edward R. Meer,32
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,John W. Robbins,184
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Michael Smith,111
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Jim Spurlino,499
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,Kevin F. White,172
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,J.D. Winteregg,611
Preble,West,Dayton,"27,060","12,998",Representative to Congress,"08Unexpired Term Ending 01/03/2017",R,George S. Wooley,46
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Matthew Ashworth,129
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Bill Beagle,"2,487"
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Warren Davidson,"2,964"
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Timothy S. Derickson,"1,977"
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Scott George,229
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Eric J. Haemmerle,42
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Terri King,139
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Joseph Matvey,10
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Edward R. Meer,34
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,John W. Robbins,191
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Michael Smith,116
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Jim Spurlino,513
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,Kevin F. White,178
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,J.D. Winteregg,615
Preble,West,Dayton,"27,060","12,998",Representative to Congress,08,R,George S. Wooley,45
Preble,West,Dayton,"27,060","12,998",State Representative,43,R,Jeff Rezabek,"6,858"
