County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Butler,Southwest,Cincinnati,"237,211","97,713",President (at-large),,D,Hillary Clinton,"13,230"
Butler,Southwest,Cincinnati,"237,211","97,713",President (at-large),,D,"Roque ""Rocky"" De La Fuente",137
Butler,Southwest,Cincinnati,"237,211","97,713",President (at-large),,D,Bernie Sanders,"11,714"
Butler,Southwest,Cincinnati,"237,211","97,713",U.S. Senator,,D,Kelli Prather,"3,892"
Butler,Southwest,Cincinnati,"237,211","97,713",U.S. Senator,,D,P.G. Sittenfeld,"4,779"
Butler,Southwest,Cincinnati,"237,211","97,713",U.S. Senator,,D,Ted Strickland,"13,596"
Butler,Southwest,Cincinnati,"237,211","97,713",Representative to Congress,08,D,Corey Foister,"16,606"
Butler,Southwest,Cincinnati,"237,211","97,713",State Senator,04,D,John D. Kinne,"15,070"
Butler,Southwest,Cincinnati,"237,211","97,713",State Representative,51,D,Johnny H. Hamilton,"4,532"
Butler,Southwest,Cincinnati,"237,211","97,713",State Representative,53,D,Suzi Rubin,"5,522"
Butler,Southwest,Cincinnati,"237,211","97,713",State Representative,54,D,Rick Smith,656
