County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Ashtabula,Northeast,Cleveland,"58,877","24,565",President (at-large),,D,Hillary Clinton,"5,403"
Ashtabula,Northeast,Cleveland,"58,877","24,565",President (at-large),,D,"Roque ""Rocky"" De La Fuente",114
Ashtabula,Northeast,Cleveland,"58,877","24,565",President (at-large),,D,Bernie Sanders,"4,356"
Ashtabula,Northeast,Cleveland,"58,877","24,565",U.S. Senator,,D,Kelli Prather,"1,422"
Ashtabula,Northeast,Cleveland,"58,877","24,565",U.S. Senator,,D,P.G. Sittenfeld,"2,406"
Ashtabula,Northeast,Cleveland,"58,877","24,565",U.S. Senator,,D,Ted Strickland,"5,563"
Ashtabula,Northeast,Cleveland,"58,877","24,565",Representative to Congress,14,D,Alfred Mackey,"4,863"
Ashtabula,Northeast,Cleveland,"58,877","24,565",Representative to Congress,14,D,Michael Wager,"4,078"
Ashtabula,Northeast,Cleveland,"58,877","24,565",State Senator,32,D,Sean J. O'Brien,"4,483"
Ashtabula,Northeast,Cleveland,"58,877","24,565",State Senator,32,D,Kristen F. Rock,"4,304"
Ashtabula,Northeast,Cleveland,"58,877","24,565",State Representative,64,D,Michael J. O'Brien,617
Ashtabula,Northeast,Cleveland,"58,877","24,565",State Representative,99,D,John Patterson,"7,496"
