County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (at-large),,R,Jeb Bush,420
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (at-large),,R,Ben Carson,944
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (at-large),,R,Chris Christie,217
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (at-large),,R,Ted Cruz,"15,465"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (at-large),,R,Carly Fiorina,210
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (at-large),,R,Mike Huckabee,276
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (at-large),,R,John R. Kasich,"69,007"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (at-large),,R,Marco Rubio,"3,218"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (at-large),,R,Rick Santorum,94
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (at-large),,R,Donald J. Trump,"41,808"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),01,R,Jeb Bush,315
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),01,R,Ben Carson,885
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),01,R,Chris Christie,237
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),01,R,Ted Cruz,"9,332"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),01,R,Carly Fiorina,233
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),01,R,John R. Kasich,"35,992"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),01,R,Marco Rubio,"2,230"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),01,R,Donald J. Trump,"25,872"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),02,R,Jeb Bush,270
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),02,R,Ben Carson,540
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),02,R,Chris Christie,141
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),02,R,Ted Cruz,"6,690"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),02,R,Carly Fiorina,163
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),02,R,John R. Kasich,"32,225"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),02,R,Marco Rubio,"1,830"
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),02,R,Rick Santorum,43
Hamilton,Southwest,Cincinnati,"550,188","238,147",President (district),02,R,Donald J. Trump,"15,068"
Hamilton,Southwest,Cincinnati,"550,188","238,147",U.S. Senator,,R,Don Elijah Eckhart,"13,897"
Hamilton,Southwest,Cincinnati,"550,188","238,147",U.S. Senator,,R,Rob Portman,"104,858"
Hamilton,Southwest,Cincinnati,"550,188","238,147",Representative to Congress,01,R,Steve Chabot,"59,423"
Hamilton,Southwest,Cincinnati,"550,188","238,147",Representative to Congress,02,R,Jim Lewis,"6,250"
Hamilton,Southwest,Cincinnati,"550,188","238,147",Representative to Congress,02,R,Brad Wenstrup,"42,167"
Hamilton,Southwest,Cincinnati,"550,188","238,147",State Senator,08,R,Lou Terhar,"41,205"
Hamilton,Southwest,Cincinnati,"550,188","238,147",State Representative,27,R,Tom Brinkman Jr.,"12,295"
Hamilton,Southwest,Cincinnati,"550,188","238,147",State Representative,27,R,Heidi Huber,"11,913"
Hamilton,Southwest,Cincinnati,"550,188","238,147",State Representative,28,R,Jonathan Dever,"14,630"
Hamilton,Southwest,Cincinnati,"550,188","238,147",State Representative,29,R,Louis W. Blessing III,"13,724"
Hamilton,Southwest,Cincinnati,"550,188","238,147",State Representative,30,R,Bill Seitz,"16,419"
Hamilton,Southwest,Cincinnati,"550,188","238,147",State Representative,31,R,Mary Yeager,"5,938"
Hamilton,Southwest,Cincinnati,"550,188","238,147",State Representative,32,R,Matthew H. Wahlert,"4,090"
Hamilton,Southwest,Cincinnati,"550,188","238,147",State Representative,33,R,David Miller,"5,530"
