County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Belmont,Southeast,Wheeling,"45,936","19,004",President (at-large),,D,Hillary Clinton,"4,024"
Belmont,Southeast,Wheeling,"45,936","19,004",President (at-large),,D,"Roque ""Rocky"" De La Fuente",259
Belmont,Southeast,Wheeling,"45,936","19,004",President (at-large),,D,Bernie Sanders,"3,308"
Belmont,Southeast,Wheeling,"45,936","19,004",U.S. Senator,,D,Kelli Prather,839
Belmont,Southeast,Wheeling,"45,936","19,004",U.S. Senator,,D,P.G. Sittenfeld,255
Belmont,Southeast,Wheeling,"45,936","19,004",U.S. Senator,,D,Ted Strickland,"6,567"
Belmont,Southeast,Wheeling,"45,936","19,004",Representative to Congress,06,D,Michael L. Lorentz,"2,174"
Belmont,Southeast,Wheeling,"45,936","19,004",State Senator,30,D,Lou Gentile,"6,818"
Belmont,Southeast,Wheeling,"45,936","19,004",State Representative,95,D,Ginny Favede,"2,411"
Belmont,Southeast,Wheeling,"45,936","19,004",State Representative,96,D,Jack Cera,"3,991"
Belmont,Southeast,Wheeling,"45,936","19,004",State Representative,96,D,Patrick F. Murphy,576
