County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Stark,Northeast,Cleveland,"243,061","112,011",President (at-large),,D,Hillary Clinton,"21,839"
Stark,Northeast,Cleveland,"243,061","112,011",President (at-large),,D,"Roque ""Rocky"" De La Fuente",340
Stark,Northeast,Cleveland,"243,061","112,011",President (at-large),,D,Bernie Sanders,"16,701"
Stark,Northeast,Cleveland,"243,061","112,011",U.S. Senator,,D,Kelli Prather,"4,760"
Stark,Northeast,Cleveland,"243,061","112,011",U.S. Senator,,D,P.G. Sittenfeld,"8,108"
Stark,Northeast,Cleveland,"243,061","112,011",U.S. Senator,,D,Ted Strickland,"23,452"
Stark,Northeast,Cleveland,"243,061","112,011",Representative to Congress,07,D,Roy Rich,"18,674"
Stark,Northeast,Cleveland,"243,061","112,011",Representative to Congress,13,D,John Stephen Luchansky,267
Stark,Northeast,Cleveland,"243,061","112,011",Representative to Congress,13,D,Tim Ryan,"1,631"
Stark,Northeast,Cleveland,"243,061","112,011",Representative to Congress,16,D,Keith Mundy,"8,162"
Stark,Northeast,Cleveland,"243,061","112,011",State Representative,38,D,Matt Browarek,897
Stark,Northeast,Cleveland,"243,061","112,011",State Representative,38,D,Judith Lynn Lee,"1,342"
Stark,Northeast,Cleveland,"243,061","112,011",State Representative,48,D,Jennifer M. Bigham,"9,322"
Stark,Northeast,Cleveland,"243,061","112,011",State Representative,49,D,Joyce Healy-Abrams,"5,944"
Stark,Northeast,Cleveland,"243,061","112,011",State Representative,49,D,Thomas E. West,"6,054"
Stark,Northeast,Cleveland,"243,061","112,011",State Representative,50,D,John L. Juergensen,"6,724"
