county,precinct,precinct_code,office,district,party,candidate,votes
Butler,FAIR10WD3,ABC,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIR10WD4,ABD,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIR2WD4,ABH,U.S. House,8,G,James J. Condit Jr.,2
Butler,FAIR3WD4,ABI,U.S. House,8,G,James J. Condit Jr.,1
Butler,FAIR4WD4,ABJ,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIR5WD4,ABK,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIR6WD4,ABL,U.S. House,8,G,James J. Condit Jr.,1
Butler,FAIR7WD4,ABM,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIR8WD4,ABN,U.S. House,8,G,James J. Condit Jr.,2
Butler,FAIR9WD4,ABO,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM1WD1,ABQ,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM2WD1,ABR,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM3WD1,ABS,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM4WD1,ABT,U.S. House,8,G,James J. Condit Jr.,3
Butler,HAM5WD1,ABU,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM6WD1,ABV,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM7WD1,ABW,U.S. House,8,G,James J. Condit Jr.,3
Butler,HAM8WD1,ABX,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM9WD1,ABY,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM10WD1,ABZ,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM11WD1,ACA,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM12WD1,ACB,U.S. House,8,G,James J. Condit Jr.,2
Butler,HAM13WD1,ACC,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM14WD1,ACD,U.S. House,8,G,James J. Condit Jr.,2
Butler,HAM15WD1,ACE,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM16WD1,ACF,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM17WD1,ACG,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM18WD1,ACH,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM19WD1,ACI,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM20WD1,ACJ,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM21WD1,ACK,U.S. House,8,G,James J. Condit Jr.,3
Butler,HAM22WD1,ACL,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM23WD1,ACM,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM1WD2,ACN,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM2WD2,ACO,U.S. House,8,G,James J. Condit Jr.,2
Butler,HAM1WD3,ACQ,U.S. House,8,G,James J. Condit Jr.,2
Butler,HAM2WD3,ACR,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM1WD4,ACT,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM2WD4,ACU,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM1WD5,ACX,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM2WD5,ACY,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM3WD5,ACZ,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM1WD6,ADA,U.S. House,8,G,James J. Condit Jr.,2
Butler,HAM2WD6,ADB,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM3WD6,ADC,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM4WD6,ADD,U.S. House,8,G,James J. Condit Jr.,3
Butler,HAM5WD6,ADE,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM6WD6,ADF,U.S. House,8,G,James J. Condit Jr.,0
Butler,HAM7WD6,ADG,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD1WD1,ADH,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD2WD1,ADI,U.S. House,8,G,James J. Condit Jr.,3
Butler,MIDD3WD1,ADJ,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD4WD1,ADK,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD5WD1,ADL,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD6WD1,ADM,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD7WD1,ADN,U.S. House,8,G,James J. Condit Jr.,2
Butler,MIDD8WD1,ADO,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD9WD1,ADP,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD2WD2,ADR,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD3WD2,ADS,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD4WD2,ADT,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD5WD2,ADU,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD6WD2,ADV,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD7WD2,ADW,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD8WD2,ADX,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD1WD3,ADY,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD2WD3,ADZ,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD3WD3,AEA,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD4WD3,AEB,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD5WD3,AEC,U.S. House,8,G,James J. Condit Jr.,3
Butler,MIDD6WD3,AED,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD7WD3,AEE,U.S. House,8,G,James J. Condit Jr.,2
Butler,MIDD8WD3,AEF,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD9WD3,AEG,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD10WD3,AEH,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD11WD3,AEI,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD1WD4,AEK,U.S. House,8,G,James J. Condit Jr.,2
Butler,MIDD2WD4,AEL,U.S. House,8,G,James J. Condit Jr.,2
Butler,MIDD3WD4,AEM,U.S. House,8,G,James J. Condit Jr.,2
Butler,MIDD4WD4,AEN,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD5WD4,AEO,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD6WD4,AEP,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD7WD4,AEQ,U.S. House,8,G,James J. Condit Jr.,0
Butler,MIDD8WD4,AER,U.S. House,8,G,James J. Condit Jr.,3
Butler,OXFORD 1,AET,U.S. House,8,G,James J. Condit Jr.,5
Butler,OXFORD 2,AEU,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD 3,AEV,U.S. House,8,G,James J. Condit Jr.,4
Butler,OXFORD 4,AEW,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD 5,AEX,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD 6,AEY,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD 7,AEZ,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD 8,AFA,U.S. House,8,G,James J. Condit Jr.,2
Butler,OXFORD 9,AFB,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD 10,AFC,U.S. House,8,G,James J. Condit Jr.,4
Butler,OXFORD 11,AFD,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD 12,AFE,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD 13,AFF,U.S. House,8,G,James J. Condit Jr.,5
Butler,TRENTON 1,AFH,U.S. House,8,G,James J. Condit Jr.,0
Butler,TRENTON 2,AFI,U.S. House,8,G,James J. Condit Jr.,0
Butler,TRENTON 3,AFJ,U.S. House,8,G,James J. Condit Jr.,2
Butler,TRENTON 4,AFK,U.S. House,8,G,James J. Condit Jr.,1
Butler,TRENTON 5,AFL,U.S. House,8,G,James J. Condit Jr.,0
Butler,TRENTON 6,AFM,U.S. House,8,G,James J. Condit Jr.,0
Butler,TRENTON 7,AFN,U.S. House,8,G,James J. Condit Jr.,1
Butler,FAIRFIELD TWP 1,AFO,U.S. House,8,G,James J. Condit Jr.,2
Butler,FAIRFIELD TWP 2,AFP,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIRFIELD TWP 3,AFQ,U.S. House,8,G,James J. Condit Jr.,3
Butler,FAIRFIELD TWP 4,AFR,U.S. House,8,G,James J. Condit Jr.,1
Butler,FAIRFIELD TWP 5,AFS,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIRFIELD TWP 6,AFT,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIRFIELD TWP 7,AFU,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIRFIELD TWP 8,AFV,U.S. House,8,G,James J. Condit Jr.,2
Butler,FAIRFIELD TWP 9,AFW,U.S. House,8,G,James J. Condit Jr.,1
Butler,FAIRFIELD TWP 10,AFX,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIRFIELD TWP 11,AFY,U.S. House,8,G,James J. Condit Jr.,2
Butler,FAIRFIELD TWP 12,AFZ,U.S. House,8,G,James J. Condit Jr.,2
Butler,FAIRFIELD TWP 13,AGA,U.S. House,8,G,James J. Condit Jr.,0
Butler,HANOVER TWP 1,AGB,U.S. House,8,G,James J. Condit Jr.,1
Butler,HANOVER TWP 2,AGC,U.S. House,8,G,James J. Condit Jr.,1
Butler,HANOVER TWP 3,AGD,U.S. House,8,G,James J. Condit Jr.,0
Butler,HANOVER TWP 4,AGE,U.S. House,8,G,James J. Condit Jr.,1
Butler,HANOVER TWP 5,AGF,U.S. House,8,G,James J. Condit Jr.,1
Butler,HANOVER TWP 6,AGG,U.S. House,8,G,James J. Condit Jr.,0
Butler,HANOVER TWP 7,AGH,U.S. House,8,G,James J. Condit Jr.,2
Butler,LEMON TWP 1,AGJ,U.S. House,8,G,James J. Condit Jr.,1
Butler,LEMON TWP 2,AGK,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 1,AGL,U.S. House,8,G,James J. Condit Jr.,1
Butler,LIBERTY TWP 2,AGM,U.S. House,8,G,James J. Condit Jr.,2
Butler,LIBERTY TWP 3,AGN,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 4,AGO,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 5,AGP,U.S. House,8,G,James J. Condit Jr.,1
Butler,LIBERTY TWP 6,AGQ,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 7,AGR,U.S. House,8,G,James J. Condit Jr.,2
Butler,LIBERTY TWP 8,AGS,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 9,AGT,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 10,AGU,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 11,AGV,U.S. House,8,G,James J. Condit Jr.,1
Butler,LIBERTY TWP 12,AGW,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 13,AGX,U.S. House,8,G,James J. Condit Jr.,1
Butler,MADISON TWP 1,AGY,U.S. House,8,G,James J. Condit Jr.,0
Butler,MADISON TWP 2,AGZ,U.S. House,8,G,James J. Condit Jr.,0
Butler,MADISON TWP 3,AHA,U.S. House,8,G,James J. Condit Jr.,1
Butler,MADISON TWP 4,AHB,U.S. House,8,G,James J. Condit Jr.,2
Butler,MADISON TWP 5,AHC,U.S. House,8,G,James J. Condit Jr.,0
Butler,MILFORD TWP 1,AHF,U.S. House,8,G,James J. Condit Jr.,3
Butler,MILFORD TWP 2,AHG,U.S. House,8,G,James J. Condit Jr.,0
Butler,MILFORD TWP 3,AHH,U.S. House,8,G,James J. Condit Jr.,3
Butler,MORGAN TWP 1,AHJ,U.S. House,8,G,James J. Condit Jr.,0
Butler,MORGAN TWP 2,AHK,U.S. House,8,G,James J. Condit Jr.,4
Butler,MORGAN TWP 3,AHL,U.S. House,8,G,James J. Condit Jr.,1
Butler,MORGAN TWP 4,AHM,U.S. House,8,G,James J. Condit Jr.,0
Butler,MORGAN TWP 5,AHN,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD TWP 1,AHO,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD TWP 2,AHP,U.S. House,8,G,James J. Condit Jr.,0
Butler,OXFORD TWP 3,AHQ,U.S. House,8,G,James J. Condit Jr.,1
Butler,REILY TWP 1,AHS,U.S. House,8,G,James J. Condit Jr.,2
Butler,REILY TWP 2,AHT,U.S. House,8,G,James J. Condit Jr.,1
Butler,ROSS TWP 1,AHU,U.S. House,8,G,James J. Condit Jr.,0
Butler,ROSS TWP 2,AHV,U.S. House,8,G,James J. Condit Jr.,0
Butler,ROSS TWP 3,AHW,U.S. House,8,G,James J. Condit Jr.,1
Butler,ROSS TWP 4,AHX,U.S. House,8,G,James J. Condit Jr.,2
Butler,ROSS TWP 5,AHY,U.S. House,8,G,James J. Condit Jr.,1
Butler,ROSS TWP 6,AHZ,U.S. House,8,G,James J. Condit Jr.,0
Butler,ROSS TWP 7,AIA,U.S. House,8,G,James J. Condit Jr.,1
Butler,ST CLAIR TWP 1,AIB,U.S. House,8,G,James J. Condit Jr.,3
Butler,ST CLAIR TWP 2,AIC,U.S. House,8,G,James J. Condit Jr.,0
Butler,ST CLAIR TWP 3,AID,U.S. House,8,G,James J. Condit Jr.,1
Butler,ST CLAIR TWP 4,AIE,U.S. House,8,G,James J. Condit Jr.,0
Butler,ST CLAIR TWP 5,AIF,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 1,AIJ,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 2,AIK,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 3,AIL,U.S. House,8,G,James J. Condit Jr.,2
Butler,WEST CHESTER TWP 4,AIM,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 5,AIN,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 6,AIO,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 7,AIP,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 8,AIQ,U.S. House,8,G,James J. Condit Jr.,2
Butler,WEST CHESTER TWP 10,AIS,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 11,AIT,U.S. House,8,G,James J. Condit Jr.,2
Butler,WEST CHESTER TWP 12,AIU,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 13,AIV,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 14,AIW,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 15,AIX,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 16,AIY,U.S. House,8,G,James J. Condit Jr.,2
Butler,WEST CHESTER TWP 17,AIZ,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 18,AJA,U.S. House,8,G,James J. Condit Jr.,2
Butler,WEST CHESTER TWP 19,AJB,U.S. House,8,G,James J. Condit Jr.,3
Butler,WEST CHESTER TWP 20,AJC,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 21,AJD,U.S. House,8,G,James J. Condit Jr.,2
Butler,WEST CHESTER TWP 22,AJE,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 23,AJF,U.S. House,8,G,James J. Condit Jr.,2
Butler,WEST CHESTER TWP 24,AJG,U.S. House,8,G,James J. Condit Jr.,3
Butler,WEST CHESTER TWP 25,AJH,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 26,AJI,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 27,AJJ,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 28,AJK,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 29,AJL,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 30,AJM,U.S. House,8,G,James J. Condit Jr.,2
Butler,WEST CHESTER TWP 31,AJN,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 32,AJO,U.S. House,8,G,James J. Condit Jr.,3
Butler,WEST CHESTER TWP 33,AJP,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 34,AJQ,U.S. House,8,G,James J. Condit Jr.,2
Butler,WEST CHESTER TWP 35,AJR,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 36,AJS,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 37,AJT,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 38,AJU,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 39,AJV,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 40,AJW,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 41,AJX,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 42,AJY,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 43,AJZ,U.S. House,8,G,James J. Condit Jr.,0
Butler,WEST CHESTER TWP 44,AKA,U.S. House,8,G,James J. Condit Jr.,0
Butler,WAYNE TWP 1,AKC,U.S. House,8,G,James J. Condit Jr.,0
Butler,WAYNE TWP 2,AKD,U.S. House,8,G,James J. Condit Jr.,1
Butler,WAYNE TWP 3,AKE,U.S. House,8,G,James J. Condit Jr.,2
Butler,WAYNE TWP 4,AKF,U.S. House,8,G,James J. Condit Jr.,2
Butler,WAYNE TWP 5,AKG,U.S. House,8,G,James J. Condit Jr.,0
Butler,SHARON 1,AKI,U.S. House,8,G,James J. Condit Jr.,2
Butler,SHARON 2,AKJ,U.S. House,8,G,James J. Condit Jr.,0
Butler,MONROE 4,AKK,U.S. House,8,G,James J. Condit Jr.,2
Butler,MONROE 5,AKL,U.S. House,8,G,James J. Condit Jr.,1
Butler,MONROE 1,AKM,U.S. House,8,G,James J. Condit Jr.,0
Butler,MONROE 2,AKN,U.S. House,8,G,James J. Condit Jr.,0
Butler,MONROE 3,AKO,U.S. House,8,G,James J. Condit Jr.,1
Butler,MONROE 6,AKP,U.S. House,8,G,James J. Condit Jr.,0
Butler,MONROE 7,AKQ,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM8WD6,AKT,U.S. House,8,G,James J. Condit Jr.,1
Butler,MIDD1WD2,AKU,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIRFIELD TWP 14,AKW,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 14,AKX,U.S. House,8,G,James J. Condit Jr.,3
Butler,LIBERTY TWP 15,AKY,U.S. House,8,G,James J. Condit Jr.,2
Butler,LIBERTY TWP 16,AKZ,U.S. House,8,G,James J. Condit Jr.,1
Butler,LIBERTY TWP 17,ALA,U.S. House,8,G,James J. Condit Jr.,1
Butler,LIBERTY TWP 18,ALB,U.S. House,8,G,James J. Condit Jr.,1
Butler,LIBERTY TWP 19,ALC,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIR1WD1,ALD,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIR9WD3,ALE,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIR1WD4,ALF,U.S. House,8,G,James J. Condit Jr.,1
Butler,FAIRFIELD TWP 15,ALG,U.S. House,8,G,James J. Condit Jr.,2
Butler,FAIRFIELD TWP 16,ALH,U.S. House,8,G,James J. Condit Jr.,2
Butler,FAIRFIELD TWP 17,ALI,U.S. House,8,G,James J. Condit Jr.,1
Butler,LIBERTY TWP 20,ALJ,U.S. House,8,G,James J. Condit Jr.,1
Butler,WEST CHESTER TWP 9,ALK,U.S. House,8,G,James J. Condit Jr.,1
Butler,HANOVER TWP 8,ALM,U.S. House,8,G,James J. Condit Jr.,0
Butler,HANOVER TWP 9,ALN,U.S. House,8,G,James J. Condit Jr.,0
Butler,HANOVER TWP 10,ALO,U.S. House,8,G,James J. Condit Jr.,0
Butler,FAIRFIELD TWP 18,ALP,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP  21,ALS,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 22,ALT,U.S. House,8,G,James J. Condit Jr.,1
Butler,LIBERTY TWP 23,ALU,U.S. House,8,G,James J. Condit Jr.,3
Butler,HAM24WD1,ALV,U.S. House,8,G,James J. Condit Jr.,0
Butler,MONROE 8,ALW,U.S. House,8,G,James J. Condit Jr.,1
Butler,MONROE 9,ALX,U.S. House,8,G,James J. Condit Jr.,5
Butler,TRENTON 8,ALY,U.S. House,8,G,James J. Condit Jr.,1
Butler,LIBERTY TWP 24,AMA,U.S. House,8,G,James J. Condit Jr.,0
Butler,LIBERTY TWP 25,AMB,U.S. House,8,G,James J. Condit Jr.,1
Butler,FAIRFIELD TWP 19,AME,U.S. House,8,G,James J. Condit Jr.,1
Butler,HAM25WD1,AMF,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT CARL 1,AAA,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CARL 2,AAB,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT CARL 3,AAE,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT CITY 18,AAG,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 19,AAH,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT CITY 20,AAI,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT CITY 21,AAJ,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 22,AAK,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 23,AAL,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 5,AAO,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 4,AAP,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 6,AAQ,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 3,AAR,U.S. House,8,G,James J. Condit Jr.,3
Clark,PRECINCT CITY 2,AAS,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 1,AAT,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 26,ABC,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 25,ABD,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT CITY 24,ABE,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 29,ABF,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT CITY 28,ABG,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 27,ABH,U.S. House,8,G,James J. Condit Jr.,3
Clark,PRECINCT CITY 31,ABI,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 30,ABJ,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 32,ABK,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 33,ABX,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 34,ABZ,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 35,ACA,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 36,ACB,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 37,ACC,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 9,ACG,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT CITY 8,ACH,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 7,ACI,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT CITY 17,ACM,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 16,ACN,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 15,ACO,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 14,ACR,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT CITY 13,ACT,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT CITY 10,ACU,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT CITY 12,ACV,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT BETH 7,ADA,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT BETH 8,ADB,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT BETH 9,ADD,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT BETH 1,ADF,U.S. House,8,G,James J. Condit Jr.,2
Clark,PRECINCT BETH 2,ADG,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT BETH 3,ADH,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT BETH 4,ADI,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT BETH 5,ADJ,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT BETH 6,ADK,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT GERM 1,ADM,U.S. House,8,G,James J. Condit Jr.,0
Clark,PRECINCT GERM 2,ADN,U.S. House,8,G,James J. Condit Jr.,1
Clark,PRECINCT GERM 3,ADP,U.S. House,8,G,James J. Condit Jr.,1
