County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Delaware,Central,Columbus,"126,883","71,524",President (at-large),,R,Jeb Bush,80
Delaware,Central,Columbus,"126,883","71,524",President (at-large),,R,Ben Carson,179
Delaware,Central,Columbus,"126,883","71,524",President (at-large),,R,Chris Christie,38
Delaware,Central,Columbus,"126,883","71,524",President (at-large),,R,Ted Cruz,"6,320"
Delaware,Central,Columbus,"126,883","71,524",President (at-large),,R,Carly Fiorina,29
Delaware,Central,Columbus,"126,883","71,524",President (at-large),,R,Mike Huckabee,51
Delaware,Central,Columbus,"126,883","71,524",President (at-large),,R,John R. Kasich,"33,444"
Delaware,Central,Columbus,"126,883","71,524",President (at-large),,R,Marco Rubio,897
Delaware,Central,Columbus,"126,883","71,524",President (at-large),,R,Rick Santorum,24
Delaware,Central,Columbus,"126,883","71,524",President (at-large),,R,Donald J. Trump,"11,386"
Delaware,Central,Columbus,"126,883","71,524",President (district),12,R,Jeb Bush,152
Delaware,Central,Columbus,"126,883","71,524",President (district),12,R,Ben Carson,383
Delaware,Central,Columbus,"126,883","71,524",President (district),12,R,Chris Christie,123
Delaware,Central,Columbus,"126,883","71,524",President (district),12,R,Ted Cruz,"6,399"
Delaware,Central,Columbus,"126,883","71,524",President (district),12,R,Carly Fiorina,144
Delaware,Central,Columbus,"126,883","71,524",President (district),12,R,Mike Huckabee,150
Delaware,Central,Columbus,"126,883","71,524",President (district),12,R,John R. Kasich,"31,715"
Delaware,Central,Columbus,"126,883","71,524",President (district),12,R,Marco Rubio,"1,202"
Delaware,Central,Columbus,"126,883","71,524",President (district),12,R,Donald J. Trump,"10,650"
Delaware,Central,Columbus,"126,883","71,524",U.S. Senator,,R,Don Elijah Eckhart,"5,699"
Delaware,Central,Columbus,"126,883","71,524",U.S. Senator,,R,Rob Portman,"35,185"
Delaware,Central,Columbus,"126,883","71,524",Representative to Congress,12,R,Pat Tiberi,"40,531"
Delaware,Central,Columbus,"126,883","71,524",State Representative,67,R,Andrew O. Brenner,"21,790"
Delaware,Central,Columbus,"126,883","71,524",State Representative,68,R,W. Myles Bancroft,194
Delaware,Central,Columbus,"126,883","71,524",State Representative,68,R,Rick Carfagna,"8,640"
Delaware,Central,Columbus,"126,883","71,524",State Representative,68,R,Beth Lear,"4,455"
Delaware,Central,Columbus,"126,883","71,524",State Representative,68,R,Patrick J. Quinn,609
Delaware,Central,Columbus,"126,883","71,524",State Representative,68,R,Jason Rogers,787
