County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Warren,Southwest,Cincinnati,"146,070","69,153",President (at-large),,R,Jeb Bush,159
Warren,Southwest,Cincinnati,"146,070","69,153",President (at-large),,R,Ben Carson,455
Warren,Southwest,Cincinnati,"146,070","69,153",President (at-large),,R,Chris Christie,86
Warren,Southwest,Cincinnati,"146,070","69,153",President (at-large),,R,Ted Cruz,"8,142"
Warren,Southwest,Cincinnati,"146,070","69,153",President (at-large),,R,Carly Fiorina,70
Warren,Southwest,Cincinnati,"146,070","69,153",President (at-large),,R,Mike Huckabee,175
Warren,Southwest,Cincinnati,"146,070","69,153",President (at-large),,R,John R. Kasich,"23,281"
Warren,Southwest,Cincinnati,"146,070","69,153",President (at-large),,R,Marco Rubio,"1,402"
Warren,Southwest,Cincinnati,"146,070","69,153",President (at-large),,R,Rick Santorum,27
Warren,Southwest,Cincinnati,"146,070","69,153",President (at-large),,R,Donald J. Trump,"20,636"
Warren,Southwest,Cincinnati,"146,070","69,153",President (district),01,R,Jeb Bush,216
Warren,Southwest,Cincinnati,"146,070","69,153",President (district),01,R,Ben Carson,633
Warren,Southwest,Cincinnati,"146,070","69,153",President (district),01,R,Chris Christie,139
Warren,Southwest,Cincinnati,"146,070","69,153",President (district),01,R,Ted Cruz,"8,278"
Warren,Southwest,Cincinnati,"146,070","69,153",President (district),01,R,Carly Fiorina,97
Warren,Southwest,Cincinnati,"146,070","69,153",President (district),01,R,John R. Kasich,"23,237"
Warren,Southwest,Cincinnati,"146,070","69,153",President (district),01,R,Marco Rubio,"1,590"
Warren,Southwest,Cincinnati,"146,070","69,153",President (district),01,R,Donald J. Trump,"20,388"
Warren,Southwest,Cincinnati,"146,070","69,153",U.S. Senator,,R,Don Elijah Eckhart,"8,280"
Warren,Southwest,Cincinnati,"146,070","69,153",U.S. Senator,,R,Rob Portman,"40,471"
Warren,Southwest,Cincinnati,"146,070","69,153",Representative to Congress,01,R,Steve Chabot,"41,603"
Warren,Southwest,Cincinnati,"146,070","69,153",State Representative,54,R,Paul Zeltwanger,"16,215"
Warren,Southwest,Cincinnati,"146,070","69,153",State Representative,62,R,Scott Lipps,"10,358"
Warren,Southwest,Cincinnati,"146,070","69,153",State Representative,62,R,Steve Muterspaw,"9,960"
Warren,Southwest,Cincinnati,"146,070","69,153",State Representative,62,R,Ray Warrick,"5,179"
