County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Ottawa,Northwest,Toledo,"29,683","12,828",President (at-large),,D,Hillary Clinton,"2,591"
Ottawa,Northwest,Toledo,"29,683","12,828",President (at-large),,D,"Roque ""Rocky"" De La Fuente",55
Ottawa,Northwest,Toledo,"29,683","12,828",President (at-large),,D,Bernie Sanders,"2,042"
Ottawa,Northwest,Toledo,"29,683","12,828",U.S. Senator,,D,Kelli Prather,469
Ottawa,Northwest,Toledo,"29,683","12,828",U.S. Senator,,D,P.G. Sittenfeld,"1,098"
Ottawa,Northwest,Toledo,"29,683","12,828",U.S. Senator,,D,Ted Strickland,"2,890"
Ottawa,Northwest,Toledo,"29,683","12,828",Representative to Congress,05,D,James Neu Jr.,"1,585"
Ottawa,Northwest,Toledo,"29,683","12,828",Representative to Congress,09,D,Marcy Kaptur,"2,245"
Ottawa,Northwest,Toledo,"29,683","12,828",State Senator,02,D,Kirk W. Halliday,"3,232"
Ottawa,Northwest,Toledo,"29,683","12,828",State Representative,89,D,Dannie K. Edmon,954
Ottawa,Northwest,Toledo,"29,683","12,828",State Representative,89,D,Lawrence D. Hartlaub,"3,133"
