County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Greene,West,Dayton,"109,056","52,027",President (at-large),,R,Jeb Bush,69
Greene,West,Dayton,"109,056","52,027",President (at-large),,R,Ben Carson,235
Greene,West,Dayton,"109,056","52,027",President (at-large),,R,Chris Christie,35
Greene,West,Dayton,"109,056","52,027",President (at-large),,R,Ted Cruz,"5,091"
Greene,West,Dayton,"109,056","52,027",President (at-large),,R,Carly Fiorina,26
Greene,West,Dayton,"109,056","52,027",President (at-large),,R,Mike Huckabee,74
Greene,West,Dayton,"109,056","52,027",President (at-large),,R,John R. Kasich,"17,401"
Greene,West,Dayton,"109,056","52,027",President (at-large),,R,Marco Rubio,847
Greene,West,Dayton,"109,056","52,027",President (at-large),,R,Rick Santorum,21
Greene,West,Dayton,"109,056","52,027",President (at-large),,R,Donald J. Trump,"13,388"
Greene,West,Dayton,"109,056","52,027",President (district),10,R,Jeb Bush,133
Greene,West,Dayton,"109,056","52,027",President (district),10,R,Ben Carson,495
Greene,West,Dayton,"109,056","52,027",President (district),10,R,Chris Christie,112
Greene,West,Dayton,"109,056","52,027",President (district),10,R,Ted Cruz,"5,132"
Greene,West,Dayton,"109,056","52,027",President (district),10,R,Carly Fiorina,100
Greene,West,Dayton,"109,056","52,027",President (district),10,R,Mike Huckabee,210
Greene,West,Dayton,"109,056","52,027",President (district),10,R,John R. Kasich,"16,678"
Greene,West,Dayton,"109,056","52,027",President (district),10,R,Marco Rubio,"1,032"
Greene,West,Dayton,"109,056","52,027",President (district),10,R,Donald J. Trump,"12,568"
Greene,West,Dayton,"109,056","52,027",U.S. Senator,,R,Don Elijah Eckhart,"7,099"
Greene,West,Dayton,"109,056","52,027",U.S. Senator,,R,Rob Portman,"24,290"
Greene,West,Dayton,"109,056","52,027",Representative to Congress,10,R,Mike Turner,"30,890"
Greene,West,Dayton,"109,056","52,027",State Senator,10,R,Robert D. Hackett,"14,062"
Greene,West,Dayton,"109,056","52,027",State Senator,10,R,Brian Walton,"12,982"
Greene,West,Dayton,"109,056","52,027",State Representative,73,R,Rick Perales,"18,799"
Greene,West,Dayton,"109,056","52,027",State Representative,74,R,Bill Dean,"4,832"
Greene,West,Dayton,"109,056","52,027",State Representative,74,R,Joe Russell,836
Greene,West,Dayton,"109,056","52,027",State Representative,74,R,Brendan P. Shea,"1,458"
Greene,West,Dayton,"109,056","52,027",State Representative,74,R,Chris Wallace,"2,149"
