County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Marion,Central,Columbus,"38,745","16,377",President (at-large),,R,Jeb Bush,36
Marion,Central,Columbus,"38,745","16,377",President (at-large),,R,Ben Carson,72
Marion,Central,Columbus,"38,745","16,377",President (at-large),,R,Chris Christie,11
Marion,Central,Columbus,"38,745","16,377",President (at-large),,R,Ted Cruz,"2,013"
Marion,Central,Columbus,"38,745","16,377",President (at-large),,R,Carly Fiorina,7
Marion,Central,Columbus,"38,745","16,377",President (at-large),,R,Mike Huckabee,33
Marion,Central,Columbus,"38,745","16,377",President (at-large),,R,John R. Kasich,"4,577"
Marion,Central,Columbus,"38,745","16,377",President (at-large),,R,Marco Rubio,206
Marion,Central,Columbus,"38,745","16,377",President (at-large),,R,Rick Santorum,4
Marion,Central,Columbus,"38,745","16,377",President (at-large),,R,Donald J. Trump,"4,178"
Marion,Central,Columbus,"38,745","16,377",President (district),04,R,Jeb Bush,47
Marion,Central,Columbus,"38,745","16,377",President (district),04,R,Ben Carson,102
Marion,Central,Columbus,"38,745","16,377",President (district),04,R,Chris Christie,27
Marion,Central,Columbus,"38,745","16,377",President (district),04,R,Ted Cruz,"1,545"
Marion,Central,Columbus,"38,745","16,377",President (district),04,R,Carly Fiorina,13
Marion,Central,Columbus,"38,745","16,377",President (district),04,R,Mike Huckabee,35
Marion,Central,Columbus,"38,745","16,377",President (district),04,R,John R. Kasich,"3,439"
Marion,Central,Columbus,"38,745","16,377",President (district),04,R,Marco Rubio,188
Marion,Central,Columbus,"38,745","16,377",President (district),04,R,Rick Santorum,9
Marion,Central,Columbus,"38,745","16,377",President (district),04,R,Donald J. Trump,"3,230"
Marion,Central,Columbus,"38,745","16,377",President (district),12,R,Jeb Bush,14
Marion,Central,Columbus,"38,745","16,377",President (district),12,R,Ben Carson,33
Marion,Central,Columbus,"38,745","16,377",President (district),12,R,Chris Christie,3
Marion,Central,Columbus,"38,745","16,377",President (district),12,R,Ted Cruz,401
Marion,Central,Columbus,"38,745","16,377",President (district),12,R,Carly Fiorina,7
Marion,Central,Columbus,"38,745","16,377",President (district),12,R,Mike Huckabee,13
Marion,Central,Columbus,"38,745","16,377",President (district),12,R,John R. Kasich,954
Marion,Central,Columbus,"38,745","16,377",President (district),12,R,Marco Rubio,55
Marion,Central,Columbus,"38,745","16,377",President (district),12,R,Donald J. Trump,690
Marion,Central,Columbus,"38,745","16,377",U.S. Senator,,R,Don Elijah Eckhart,"1,942"
Marion,Central,Columbus,"38,745","16,377",U.S. Senator,,R,Rob Portman,"7,894"
Marion,Central,Columbus,"38,745","16,377",Representative to Congress,04,R,Jim Jordan,"7,108"
Marion,Central,Columbus,"38,745","16,377",Representative to Congress,12,R,Pat Tiberi,"1,751"
Marion,Central,Columbus,"38,745","16,377",State Senator,26,R,Dave Burke,"8,054"
Marion,Central,Columbus,"38,745","16,377",State Representative,86,R,Dorothy Pelanda,"6,878"
Marion,Central,Columbus,"38,745","16,377",State Representative,87,R,Wes Goodman,616
Marion,Central,Columbus,"38,745","16,377",State Representative,87,R,Steve E. Reinhard,433
Marion,Central,Columbus,"38,745","16,377",State Representative,87,R,Tom Whiston,345
