county,candidate,party,office,district,votes
Butler,Cherunda Fox,,President,,1
Butler,Ben Hartnell,,President,,3
Butler,Tom Hoefling,,President,,12
Butler,Bruce E. Jaynes,,President,,0
Butler,Gary Johnson,,President,,5790
Butler,Chris Keniston,,President,,3
Butler,Barry Kirschner,,President,,1
Butler,Laurence Kotlikoff,,President,,0
Butler,Joseph Maldonado,,President,,0
Butler,Michael Andrew Maturen,,President,,16
Butler,Evan McMullin,,President,,579
Butler,Monica Moorehead,,President,,0
Butler,Joe Schriner,,President,,3
Butler,Mike Smith,,President,,3
Butler,Jill Stein,Green,President,,1173
Butler,Josiah R. Stroh,,President,,0
Butler,Douglas W. Thomson,,President,,0
Butler,Donald J. Trump,Republican,President,,106976
Carroll,James Jerome Bell,,President,,0
Carroll,Michael Bickelmeyer,,President,,0
Carroll,Darrell L. Castle,,President,,10
Carroll,Hillary Clinton,Democratic,President,,3154
Carroll,Richard Duncan,,President,,86
Carroll,Cherunda Fox,,President,,0
Carroll,Ben Hartnell,,President,,0
Carroll,Tom Hoefling,,President,,0
Carroll,Bruce E. Jaynes,,President,,0
Carroll,Gary Johnson,,President,,450
Carroll,Chris Keniston,,President,,1
Carroll,Barry Kirschner,,President,,0
Carroll,Laurence Kotlikoff,,President,,1
Carroll,Joseph Maldonado,,President,,0
Carroll,Michael Andrew Maturen,,President,,0
Carroll,Evan McMullin,,President,,27
Carroll,Monica Moorehead,,President,,0
Carroll,Joe Schriner,,President,,0
Carroll,Mike Smith,,President,,0
Carroll,Jill Stein,Green,President,,91
Carroll,Josiah R. Stroh,,President,,0
Carroll,Douglas W. Thomson,,President,,0
Carroll,Donald J. Trump,Republican,President,,9254
Champaign,James Jerome Bell,,President,,0
Champaign,Michael Bickelmeyer,,President,,0
Champaign,Darrell L. Castle,,President,,10
Champaign,Hillary Clinton,Democratic,President,,4594
Champaign,Richard Duncan,,President,,104
Champaign,Cherunda Fox,,President,,0
Champaign,Ben Hartnell,,President,,0
Champaign,Tom Hoefling,,President,,2
Champaign,Bruce E. Jaynes,,President,,0
Champaign,Gary Johnson,,President,,582
Champaign,Chris Keniston,,President,,0
Champaign,Barry Kirschner,,President,,0
Champaign,Laurence Kotlikoff,,President,,0
Champaign,Joseph Maldonado,,President,,0
Champaign,Michael Andrew Maturen,,President,,1
Champaign,Evan McMullin,,President,,33
Champaign,Monica Moorehead,,President,,0
Champaign,Joe Schriner,,President,,0
Champaign,Mike Smith,,President,,0
Champaign,Jill Stein,Green,President,,147
Champaign,Josiah R. Stroh,,President,,0
Champaign,Douglas W. Thomson,,President,,0
Champaign,Donald J. Trump,Republican,President,,12631
Clark,James Jerome Bell,,President,,0
Clark,Michael Bickelmeyer,,President,,0
Clark,Darrell L. Castle,,President,,18
Clark,Hillary Clinton,Democratic,President,,23328
Clark,Richard Duncan,,President,,326
Clark,Cherunda Fox,,President,,0
Clark,Ben Hartnell,,President,,6
Clark,Tom Hoefling,,President,,10
Clark,Bruce E. Jaynes,,President,,0
Clark,Gary Johnson,,President,,1895
Clark,Chris Keniston,,President,,4
Clark,Barry Kirschner,,President,,0
Clark,Laurence Kotlikoff,,President,,0
Clark,Joseph Maldonado,,President,,0
Clark,Michael Andrew Maturen,,President,,0
Clark,Evan McMullin,,President,,125
Clark,Monica Moorehead,,President,,0
Clark,Joe Schriner,,President,,1
Clark,Mike Smith,,President,,0
Clark,Jill Stein,Green,President,,511
Clark,Josiah R. Stroh,,President,,0
Clark,Douglas W. Thomson,,President,,0
Clark,Donald J. Trump,Republican,President,,35205
Clermont,James Jerome Bell,,President,,0
Clermont,Michael Bickelmeyer,,President,,0
Clermont,Darrell L. Castle,,President,,36
Clermont,Hillary Clinton,Democratic,President,,26715
Clermont,Richard Duncan,,President,,321
Clermont,Cherunda Fox,,President,,0
Clermont,Ben Hartnell,,President,,3
Clermont,Tom Hoefling,,President,,7
Clermont,Bruce E. Jaynes,,President,,0
Clermont,Gary Johnson,,President,,3504
Clermont,Chris Keniston,,President,,0
Clermont,Barry Kirschner,,President,,0
Clermont,Laurence Kotlikoff,,President,,1
Clermont,Joseph Maldonado,,President,,0
Clermont,Michael Andrew Maturen,,President,,9
Clermont,Evan McMullin,,President,,272
Clermont,Monica Moorehead,,President,,0
Clermont,Joe Schriner,,President,,0
Clermont,Mike Smith,,President,,2
Clermont,Jill Stein,Green,President,,728
Clermont,Josiah R. Stroh,,President,,0
Clermont,Douglas W. Thomson,,President,,5
Clermont,Donald J. Trump,Republican,President,,67518
Clinton,James Jerome Bell,,President,,0
Clinton,Michael Bickelmeyer,,President,,0
Clinton,Darrell L. Castle,,President,,10
Clinton,Hillary Clinton,Democratic,President,,4066
Clinton,Richard Duncan,,President,,80
Clinton,Cherunda Fox,,President,,0
Clinton,Ben Hartnell,,President,,0
Clinton,Tom Hoefling,,President,,3
Clinton,Bruce E. Jaynes,,President,,0
Clinton,Gary Johnson,,President,,514
Clinton,Chris Keniston,,President,,0
Clinton,Barry Kirschner,,President,,0
Clinton,Laurence Kotlikoff,,President,,0
Clinton,Joseph Maldonado,,President,,0
Clinton,Michael Andrew Maturen,,President,,1
Clinton,Evan McMullin,,President,,33
Clinton,Monica Moorehead,,President,,0
Clinton,Joe Schriner,,President,,1
Clinton,Mike Smith,,President,,2
Clinton,Jill Stein,Green,President,,127
Clinton,Josiah R. Stroh,,President,,0
Clinton,Douglas W. Thomson,,President,,0
Clinton,Donald J. Trump,Republican,President,,13838
Columbiana,James Jerome Bell,,President,,0
Columbiana,Michael Bickelmeyer,,President,,0
Columbiana,Darrell L. Castle,,President,,30
Columbiana,Hillary Clinton,Democratic,President,,12432
Columbiana,Richard Duncan,,President,,228
Columbiana,Cherunda Fox,,President,,0
Columbiana,Ben Hartnell,,President,,1
Columbiana,Tom Hoefling,,President,,3
Columbiana,Bruce E. Jaynes,,President,,0
Columbiana,Gary Johnson,,President,,1401
Columbiana,Chris Keniston,,President,,0
Columbiana,Barry Kirschner,,President,,0
Columbiana,Laurence Kotlikoff,,President,,0
Columbiana,Joseph Maldonado,,President,,1
Columbiana,Michael Andrew Maturen,,President,,0
Columbiana,Evan McMullin,,President,,109
Columbiana,Monica Moorehead,,President,,0
Columbiana,Joe Schriner,,President,,0
Columbiana,Mike Smith,,President,,0
Columbiana,Jill Stein,Green,President,,320
Columbiana,Josiah R. Stroh,,President,,0
Columbiana,Douglas W. Thomson,,President,,0
Columbiana,Donald J. Trump,Republican,President,,31676
Coshocton,James Jerome Bell,,President,,0
Coshocton,Michael Bickelmeyer,,President,,0
Coshocton,Darrell L. Castle,,President,,4
Coshocton,Hillary Clinton,Democratic,President,,4013
Coshocton,Richard Duncan,,President,,115
Coshocton,Cherunda Fox,,President,,0
Coshocton,Ben Hartnell,,President,,4
Coshocton,Tom Hoefling,,President,,3
Coshocton,Bruce E. Jaynes,,President,,0
Coshocton,Gary Johnson,,President,,468
Coshocton,Chris Keniston,,President,,0
Coshocton,Barry Kirschner,,President,,0
Coshocton,Laurence Kotlikoff,,President,,0
Coshocton,Joseph Maldonado,,President,,0
Coshocton,Michael Andrew Maturen,,President,,0
Coshocton,Evan McMullin,,President,,42
Coshocton,Monica Moorehead,,President,,0
Coshocton,Joe Schriner,,President,,0
Coshocton,Mike Smith,,President,,0
Coshocton,Jill Stein,Green,President,,118
Coshocton,Josiah R. Stroh,,President,,0
Coshocton,Douglas W. Thomson,,President,,0
Coshocton,Donald J. Trump,Republican,President,,10785
Crawford,James Jerome Bell,,President,,0
Crawford,Michael Bickelmeyer,,President,,0
Crawford,Darrell L. Castle,,President,,8
Crawford,Hillary Clinton,Democratic,President,,4625
Crawford,Richard Duncan,,President,,121
Crawford,Cherunda Fox,,President,,0
Crawford,Ben Hartnell,,President,,0
Crawford,Tom Hoefling,,President,,0
Crawford,Bruce E. Jaynes,,President,,0
Crawford,Gary Johnson,,President,,714
Crawford,Chris Keniston,,President,,1
Crawford,Barry Kirschner,,President,,0
Crawford,Laurence Kotlikoff,,President,,0
Crawford,Joseph Maldonado,,President,,0
Crawford,Michael Andrew Maturen,,President,,0
Crawford,Evan McMullin,,President,,38
Crawford,Monica Moorehead,,President,,0
Crawford,Joe Schriner,,President,,0
Crawford,Mike Smith,,President,,0
Crawford,Jill Stein,Green,President,,119
Crawford,Josiah R. Stroh,,President,,0
Crawford,Douglas W. Thomson,,President,,0
Crawford,Donald J. Trump,Republican,President,,13611
Cuyahoga,James Jerome Bell,,President,,2
Cuyahoga,Michael Bickelmeyer,,President,,3
Cuyahoga,Darrell L. Castle,,President,,99
Cuyahoga,Hillary Clinton,Democratic,President,,398271
Cuyahoga,Richard Duncan,,President,,1878
Cuyahoga,Cherunda Fox,,President,,0
Cuyahoga,Ben Hartnell,,President,,9
Cuyahoga,Tom Hoefling,,President,,11
Cuyahoga,Bruce E. Jaynes,,President,,2
Cuyahoga,Gary Johnson,,President,,12993
Cuyahoga,Chris Keniston,,President,,8
Cuyahoga,Barry Kirschner,,President,,0
Cuyahoga,Laurence Kotlikoff,,President,,5
Cuyahoga,Joseph Maldonado,,President,,3
Cuyahoga,Michael Andrew Maturen,,President,,48
Cuyahoga,Evan McMullin,,President,,1020
Cuyahoga,Monica Moorehead,,President,,5
Cuyahoga,Joe Schriner,,President,,6
Cuyahoga,Mike Smith,,President,,6
Cuyahoga,Jill Stein,Green,President,,5242
Cuyahoga,Josiah R. Stroh,,President,,0
Cuyahoga,Douglas W. Thomson,,President,,0
Cuyahoga,Donald J. Trump,Republican,President,,184211
Darke,James Jerome Bell,,President,,0
Darke,Michael Bickelmeyer,,President,,0
Darke,Darrell L. Castle,,President,,10
Darke,Hillary Clinton,Democratic,President,,4470
Darke,Richard Duncan,,President,,123
Darke,Cherunda Fox,,President,,0
Darke,Ben Hartnell,,President,,1
Darke,Tom Hoefling,,President,,1
Darke,Bruce E. Jaynes,,President,,0
Darke,Gary Johnson,,President,,649
Darke,Chris Keniston,,President,,1
Darke,Barry Kirschner,,President,,0
Darke,Laurence Kotlikoff,,President,,0
Darke,Joseph Maldonado,,President,,0
Darke,Michael Andrew Maturen,,President,,0
Darke,Evan McMullin,,President,,68
Darke,Monica Moorehead,,President,,0
Darke,Joe Schriner,,President,,0
Darke,Mike Smith,,President,,0
Darke,Jill Stein,Green,President,,149
Darke,Josiah R. Stroh,,President,,0
Darke,Douglas W. Thomson,,President,,0
Darke,Donald J. Trump,Republican,President,,20012
Defiance,James Jerome Bell,,President,,0
Defiance,Michael Bickelmeyer,,President,,0
Defiance,Darrell L. Castle,,President,,17
Defiance,Hillary Clinton,Democratic,President,,5368
Defiance,Richard Duncan,,President,,128
Defiance,Cherunda Fox,,President,,0
Defiance,Ben Hartnell,,President,,0
Defiance,Tom Hoefling,,President,,2
Defiance,Bruce E. Jaynes,,President,,0
Defiance,Gary Johnson,,President,,782
Defiance,Chris Keniston,,President,,0
Defiance,Barry Kirschner,,President,,0
Defiance,Laurence Kotlikoff,,President,,0
Defiance,Joseph Maldonado,,President,,0
Defiance,Michael Andrew Maturen,,President,,5
Defiance,Evan McMullin,,President,,49
Defiance,Monica Moorehead,,President,,0
Defiance,Joe Schriner,,President,,0
Defiance,Mike Smith,,President,,0
Defiance,Jill Stein,Green,President,,153
Defiance,Josiah R. Stroh,,President,,0
Defiance,Douglas W. Thomson,,President,,0
Defiance,Donald J. Trump,Republican,President,,11688
Delaware,James Jerome Bell,,President,,0
Delaware,Michael Bickelmeyer,,President,,0
Delaware,Darrell L. Castle,,President,,27
Delaware,Hillary Clinton,Democratic,President,,40872
Delaware,Richard Duncan,,President,,333
Delaware,Cherunda Fox,,President,,0
Delaware,Ben Hartnell,,President,,43
Delaware,Tom Hoefling,,President,,6
Delaware,Bruce E. Jaynes,,President,,0
Delaware,Gary Johnson,,President,,4116
Delaware,Chris Keniston,,President,,0
Delaware,Barry Kirschner,,President,,0
Delaware,Laurence Kotlikoff,,President,,0
Delaware,Joseph Maldonado,,President,,0
Delaware,Michael Andrew Maturen,,President,,6
Delaware,Evan McMullin,,President,,221
Delaware,Monica Moorehead,,President,,0
Delaware,Joe Schriner,,President,,0
Delaware,Mike Smith,,President,,0
Delaware,Jill Stein,Green,President,,668
Delaware,Josiah R. Stroh,,President,,0
Delaware,Douglas W. Thomson,,President,,0
Delaware,Donald J. Trump,Republican,President,,57568
Erie,James Jerome Bell,,President,,0
Erie,Michael Bickelmeyer,,President,,0
Erie,Darrell L. Castle,,President,,7
Erie,Hillary Clinton,Democratic,President,,16057
Erie,Richard Duncan,,President,,229
Erie,Cherunda Fox,,President,,0
Erie,Ben Hartnell,,President,,0
Erie,Tom Hoefling,,President,,0
Erie,Bruce E. Jaynes,,President,,0
Erie,Gary Johnson,,President,,1225
Erie,Chris Keniston,,President,,0
Erie,Barry Kirschner,,President,,1
Erie,Laurence Kotlikoff,,President,,2
Erie,Joseph Maldonado,,President,,0
Erie,Michael Andrew Maturen,,President,,4
Erie,Evan McMullin,,President,,60
Erie,Monica Moorehead,,President,,2
Erie,Joe Schriner,,President,,1
Erie,Mike Smith,,President,,0
Erie,Jill Stein,Green,President,,342
Erie,Josiah R. Stroh,,President,,0
Erie,Douglas W. Thomson,,President,,0
Erie,Donald J. Trump,Republican,President,,19648
Fairfield,James Jerome Bell,,President,,0
Fairfield,Michael Bickelmeyer,,President,,0
Fairfield,Darrell L. Castle,,President,,52
Fairfield,Hillary Clinton,Democratic,President,,24881
Fairfield,Richard Duncan,,President,,373
Fairfield,Cherunda Fox,,President,,1
Fairfield,Ben Hartnell,,President,,9
Fairfield,Tom Hoefling,,President,,9
Fairfield,Bruce E. Jaynes,,President,,0
Fairfield,Gary Johnson,,President,,2439
Fairfield,Chris Keniston,,President,,1
Fairfield,Barry Kirschner,,President,,0
Fairfield,Laurence Kotlikoff,,President,,1
Fairfield,Joseph Maldonado,,President,,0
Fairfield,Michael Andrew Maturen,,President,,7
Fairfield,Evan McMullin,,President,,267
Fairfield,Monica Moorehead,,President,,0
Fairfield,Joe Schriner,,President,,0
Fairfield,Mike Smith,,President,,1
Fairfield,Jill Stein,Green,President,,558
Fairfield,Josiah R. Stroh,,President,,0
Fairfield,Douglas W. Thomson,,President,,0
Fairfield,Donald J. Trump,Republican,President,,44314
Fayette,James Jerome Bell,,President,,0
Fayette,Michael Bickelmeyer,,President,,0
Fayette,Darrell L. Castle,,President,,6
Fayette,Hillary Clinton,Democratic,President,,2739
Fayette,Richard Duncan,,President,,50
Fayette,Cherunda Fox,,President,,0
Fayette,Ben Hartnell,,President,,1
Fayette,Tom Hoefling,,President,,0
Fayette,Bruce E. Jaynes,,President,,0
Fayette,Gary Johnson,,President,,295
Fayette,Chris Keniston,,President,,0
Fayette,Barry Kirschner,,President,,0
Fayette,Laurence Kotlikoff,,President,,0
Fayette,Joseph Maldonado,,President,,0
Fayette,Michael Andrew Maturen,,President,,0
Fayette,Evan McMullin,,President,,19
Fayette,Monica Moorehead,,President,,0
Fayette,Joe Schriner,,President,,0
Fayette,Mike Smith,,President,,0
Fayette,Jill Stein,Green,President,,57
Fayette,Josiah R. Stroh,,President,,0
Fayette,Douglas W. Thomson,,President,,0
Fayette,Donald J. Trump,Republican,President,,7995
Franklin,James Jerome Bell,,President,,4
Franklin,Michael Bickelmeyer,,President,,0
Franklin,Darrell L. Castle,,President,,210
Franklin,Hillary Clinton,Democratic,President,,351198
Franklin,Richard Duncan,,President,,1866
Franklin,Cherunda Fox,,President,,0
Franklin,Ben Hartnell,,President,,428
Franklin,Tom Hoefling,,President,,28
Franklin,Bruce E. Jaynes,,President,,1
Franklin,Gary Johnson,,President,,19725
Franklin,Chris Keniston,,President,,11
Franklin,Barry Kirschner,,President,,0
Franklin,Laurence Kotlikoff,,President,,16
Franklin,Joseph Maldonado,,President,,2
Franklin,Michael Andrew Maturen,,President,,73
Franklin,Evan McMullin,,President,,2118
Franklin,Monica Moorehead,,President,,2
Franklin,Joe Schriner,,President,,5
Franklin,Mike Smith,,President,,13
Franklin,Jill Stein,Green,President,,6106
Franklin,Josiah R. Stroh,,President,,3
Franklin,Douglas W. Thomson,,President,,0
Franklin,Donald J. Trump,Republican,President,,199331
Fulton,James Jerome Bell,,President,,0
Fulton,Michael Bickelmeyer,,President,,0
Fulton,Darrell L. Castle,,President,,27
Fulton,Hillary Clinton,Democratic,President,,6069
Fulton,Richard Duncan,,President,,139
Fulton,Cherunda Fox,,President,,0
Fulton,Ben Hartnell,,President,,0
Fulton,Tom Hoefling,,President,,0
Fulton,Bruce E. Jaynes,,President,,0
Fulton,Gary Johnson,,President,,1024
Fulton,Chris Keniston,,President,,7
Fulton,Barry Kirschner,,President,,0
Fulton,Laurence Kotlikoff,,President,,0
Fulton,Joseph Maldonado,,President,,0
Fulton,Michael Andrew Maturen,,President,,2
Fulton,Evan McMullin,,President,,81
Fulton,Monica Moorehead,,President,,0
Fulton,Joe Schriner,,President,,0
Fulton,Mike Smith,,President,,0
Fulton,Jill Stein,Green,President,,167
Fulton,Josiah R. Stroh,,President,,0
Fulton,Douglas W. Thomson,,President,,0
Fulton,Donald J. Trump,Republican,President,,13709
Gallia,James Jerome Bell,,President,,0
Gallia,Michael Bickelmeyer,,President,,0
Gallia,Darrell L. Castle,,President,,8
Gallia,Hillary Clinton,Democratic,President,,2628
Gallia,Richard Duncan,,President,,83
Gallia,Cherunda Fox,,President,,0
Gallia,Ben Hartnell,,President,,0
Gallia,Tom Hoefling,,President,,0
Gallia,Bruce E. Jaynes,,President,,0
Gallia,Gary Johnson,,President,,285
Gallia,Chris Keniston,,President,,0
Gallia,Barry Kirschner,,President,,0
Gallia,Laurence Kotlikoff,,President,,0
Gallia,Joseph Maldonado,,President,,0
Gallia,Michael Andrew Maturen,,President,,0
Gallia,Evan McMullin,,President,,7
Gallia,Monica Moorehead,,President,,0
Gallia,Joe Schriner,,President,,0
Gallia,Mike Smith,,President,,0
Gallia,Jill Stein,Green,President,,98
Gallia,Josiah R. Stroh,,President,,0
Gallia,Douglas W. Thomson,,President,,0
Gallia,Donald J. Trump,Republican,President,,9822
Geauga,James Jerome Bell,,President,,0
Geauga,Michael Bickelmeyer,,President,,0
Geauga,Darrell L. Castle,,President,,13
Geauga,Hillary Clinton,Democratic,President,,17569
Geauga,Richard Duncan,,President,,228
Geauga,Cherunda Fox,,President,,0
Geauga,Ben Hartnell,,President,,1
Geauga,Tom Hoefling,,President,,1
Geauga,Bruce E. Jaynes,,President,,0
Geauga,Gary Johnson,,President,,1502
Geauga,Chris Keniston,,President,,0
Geauga,Barry Kirschner,,President,,0
Geauga,Laurence Kotlikoff,,President,,1
Geauga,Joseph Maldonado,,President,,0
Geauga,Michael Andrew Maturen,,President,,1
Geauga,Evan McMullin,,President,,63
Geauga,Monica Moorehead,,President,,1
Geauga,Joe Schriner,,President,,0
Geauga,Mike Smith,,President,,1
Geauga,Jill Stein,Green,President,,333
Geauga,Josiah R. Stroh,,President,,0
Geauga,Douglas W. Thomson,,President,,0
Geauga,Donald J. Trump,Republican,President,,30227
Greene,James Jerome Bell,,President,,0
Greene,Michael Bickelmeyer,,President,,0
Greene,Darrell L. Castle,,President,,9
Greene,Hillary Clinton,Democratic,President,,28943
Greene,Richard Duncan,,President,,302
Greene,Cherunda Fox,,President,,0
Greene,Ben Hartnell,,President,,0
Greene,Tom Hoefling,,President,,0
Greene,Bruce E. Jaynes,,President,,0
Greene,Gary Johnson,,President,,3277
Greene,Chris Keniston,,President,,0
Greene,Barry Kirschner,,President,,0
Greene,Laurence Kotlikoff,,President,,0
Greene,Joseph Maldonado,,President,,0
Greene,Michael Andrew Maturen,,President,,5
Greene,Evan McMullin,,President,,101
Greene,Monica Moorehead,,President,,0
Greene,Joe Schriner,,President,,0
Greene,Mike Smith,,President,,1
Greene,Jill Stein,Green,President,,680
Greene,Josiah R. Stroh,,President,,0
Greene,Douglas W. Thomson,,President,,0
Greene,Donald J. Trump,Republican,President,,48540
Guernsey,James Jerome Bell,,President,,0
