County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Montgomery,West,Dayton,"358,809","150,118",President (at-large),,R,Jeb Bush,150
Montgomery,West,Dayton,"358,809","150,118",President (at-large),,R,Ben Carson,528
Montgomery,West,Dayton,"358,809","150,118",President (at-large),,R,Chris Christie,88
Montgomery,West,Dayton,"358,809","150,118",President (at-large),,R,Ted Cruz,"10,598"
Montgomery,West,Dayton,"358,809","150,118",President (at-large),,R,Carly Fiorina,73
Montgomery,West,Dayton,"358,809","150,118",President (at-large),,R,Mike Huckabee,189
Montgomery,West,Dayton,"358,809","150,118",President (at-large),,R,John R. Kasich,"40,367"
Montgomery,West,Dayton,"358,809","150,118",President (at-large),,R,Marco Rubio,"1,755"
Montgomery,West,Dayton,"358,809","150,118",President (at-large),,R,Rick Santorum,46
Montgomery,West,Dayton,"358,809","150,118",President (at-large),,R,Donald J. Trump,"35,868"
Montgomery,West,Dayton,"358,809","150,118",President (district),10,R,Jeb Bush,300
Montgomery,West,Dayton,"358,809","150,118",President (district),10,R,Ben Carson,"1,191"
Montgomery,West,Dayton,"358,809","150,118",President (district),10,R,Chris Christie,323
Montgomery,West,Dayton,"358,809","150,118",President (district),10,R,Ted Cruz,"10,509"
Montgomery,West,Dayton,"358,809","150,118",President (district),10,R,Carly Fiorina,262
Montgomery,West,Dayton,"358,809","150,118",President (district),10,R,Mike Huckabee,534
Montgomery,West,Dayton,"358,809","150,118",President (district),10,R,John R. Kasich,"37,516"
Montgomery,West,Dayton,"358,809","150,118",President (district),10,R,Marco Rubio,"2,144"
Montgomery,West,Dayton,"358,809","150,118",President (district),10,R,Donald J. Trump,"32,888"
Montgomery,West,Dayton,"358,809","150,118",U.S. Senator,,R,Don Elijah Eckhart,"10,620"
Montgomery,West,Dayton,"358,809","150,118",U.S. Senator,,R,Rob Portman,"50,699"
Montgomery,West,Dayton,"358,809","150,118",Representative to Congress,10,R,Mike Turner,"74,217"
Montgomery,West,Dayton,"358,809","150,118",State Senator,06,R,Peggy Lehner,"40,321"
Montgomery,West,Dayton,"358,809","150,118",State Senator,06,R,Barbara Temple,"15,873"
Montgomery,West,Dayton,"358,809","150,118",State Representative,40,R,Michael E. Henne,"12,132"
Montgomery,West,Dayton,"358,809","150,118",State Representative,40,R,Thomas McMasters,"4,951"
Montgomery,West,Dayton,"358,809","150,118",State Representative,41,R,Jim Butler,"16,693"
Montgomery,West,Dayton,"358,809","150,118",State Representative,42,R,Niraj J. Antani,"14,903"
Montgomery,West,Dayton,"358,809","150,118",State Representative,43,R,Jeff Rezabek,"5,810"
