County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Mercer,West,Dayton,"28,360","12,701",President (at-large),,D,Hillary Clinton,"1,049"
Mercer,West,Dayton,"28,360","12,701",President (at-large),,D,"Roque ""Rocky"" De La Fuente",40
Mercer,West,Dayton,"28,360","12,701",President (at-large),,D,Bernie Sanders,871
Mercer,West,Dayton,"28,360","12,701",U.S. Senator,,D,Kelli Prather,283
Mercer,West,Dayton,"28,360","12,701",U.S. Senator,,D,P.G. Sittenfeld,198
Mercer,West,Dayton,"28,360","12,701",U.S. Senator,,D,Ted Strickland,"1,377"
Mercer,West,Dayton,"28,360","12,701",Representative to Congress,04,D,Norbert G. Dennerll Jr.,13
Mercer,West,Dayton,"28,360","12,701",Representative to Congress,04,D,Janet Garrett,69
Mercer,West,Dayton,"28,360","12,701",Representative to Congress,04,D,Daniel Johnson,33
Mercer,West,Dayton,"28,360","12,701",Representative to Congress,05,D,James Neu Jr.,806
Mercer,West,Dayton,"28,360","12,701",Representative to Congress,08,D,Corey Foister,465
Mercer,West,Dayton,"28,360","12,701",State Representative,84,D,Ed Huff Jr.,"1,345"
