County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Ashland,Northeast,Cleveland,"34,583","14,903",President (at-large),,R,Jeb Bush,52
Ashland,Northeast,Cleveland,"34,583","14,903",President (at-large),,R,Ben Carson,154
Ashland,Northeast,Cleveland,"34,583","14,903",President (at-large),,R,Chris Christie,22
Ashland,Northeast,Cleveland,"34,583","14,903",President (at-large),,R,Ted Cruz,"2,035"
Ashland,Northeast,Cleveland,"34,583","14,903",President (at-large),,R,Carly Fiorina,20
Ashland,Northeast,Cleveland,"34,583","14,903",President (at-large),,R,Mike Huckabee,46
Ashland,Northeast,Cleveland,"34,583","14,903",President (at-large),,R,John R. Kasich,"5,183"
Ashland,Northeast,Cleveland,"34,583","14,903",President (at-large),,R,Marco Rubio,285
Ashland,Northeast,Cleveland,"34,583","14,903",President (at-large),,R,Rick Santorum,9
Ashland,Northeast,Cleveland,"34,583","14,903",President (at-large),,R,Donald J. Trump,"3,840"
Ashland,Northeast,Cleveland,"34,583","14,903",President (district),07,R,Jeb Bush,74
Ashland,Northeast,Cleveland,"34,583","14,903",President (district),07,R,Ben Carson,253
Ashland,Northeast,Cleveland,"34,583","14,903",President (district),07,R,Chris Christie,48
Ashland,Northeast,Cleveland,"34,583","14,903",President (district),07,R,Ted Cruz,"2,008"
Ashland,Northeast,Cleveland,"34,583","14,903",President (district),07,R,Carly Fiorina,42
Ashland,Northeast,Cleveland,"34,583","14,903",President (district),07,R,John R. Kasich,"4,990"
Ashland,Northeast,Cleveland,"34,583","14,903",President (district),07,R,Marco Rubio,319
Ashland,Northeast,Cleveland,"34,583","14,903",President (district),07,R,Rick Santorum,21
Ashland,Northeast,Cleveland,"34,583","14,903",President (district),07,R,Donald J. Trump,"3,541"
Ashland,Northeast,Cleveland,"34,583","14,903",U.S. Senator,,R,Don Elijah Eckhart,"1,719"
Ashland,Northeast,Cleveland,"34,583","14,903",U.S. Senator,,R,Rob Portman,"7,848"
Ashland,Northeast,Cleveland,"34,583","14,903",Representative to Congress,07,R,Bob Gibbs,"7,962"
Ashland,Northeast,Cleveland,"34,583","14,903",Representative to Congress,07,R,Terry Robertson,"1,716"
Ashland,Northeast,Cleveland,"34,583","14,903",State Senator,22,R,Larry J. Obhof,"6,193"
Ashland,Northeast,Cleveland,"34,583","14,903",State Senator,22,R,Janet Folger Porter,"3,933"
Ashland,Northeast,Cleveland,"34,583","14,903",State Representative,70,R,Steven W. Johnson,"2,664"
Ashland,Northeast,Cleveland,"34,583","14,903",State Representative,70,R,Darrell D. Kick,"3,417"
Ashland,Northeast,Cleveland,"34,583","14,903",State Representative,70,R,Lisa Woods,"2,270"
