County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (at-large),,R,Jeb Bush,58
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (at-large),,R,Ben Carson,148
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (at-large),,R,Chris Christie,19
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (at-large),,R,Ted Cruz,"2,030"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (at-large),,R,Carly Fiorina,15
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (at-large),,R,Mike Huckabee,62
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (at-large),,R,John R. Kasich,"5,103"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (at-large),,R,Marco Rubio,363
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (at-large),,R,Rick Santorum,14
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (at-large),,R,Donald J. Trump,"5,150"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (district),06,R,Jeb Bush,66
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (district),06,R,Ben Carson,183
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (district),06,R,Chris Christie,42
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (district),06,R,Ted Cruz,"2,016"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (district),06,R,Carly Fiorina,23
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (district),06,R,Mike Huckabee,78
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (district),06,R,John R. Kasich,"5,074"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (district),06,R,Marco Rubio,390
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (district),06,R,Rick Santorum,14
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",President (district),06,R,Donald J. Trump,"5,037"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",U.S. Senator,,R,Don Elijah Eckhart,"2,383"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",U.S. Senator,,R,Rob Portman,"8,356"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",Representative to Congress,06,R,Bill Johnson,"10,376"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",State Senator,30,R,Frank Hoagland,"8,528"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",State Representative,94,R,Jay Edwards,"4,227"
Washington,Southeast,Parkersburg/Marietta,"40,870","18,497",State Representative,95,R,Andy Thompson,"5,163"
