County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Medina,Northeast,Cleveland,"116,969","54,460",President (at-large),,D,Hillary Clinton,"8,014"
Medina,Northeast,Cleveland,"116,969","54,460",President (at-large),,D,"Roque ""Rocky"" De La Fuente",88
Medina,Northeast,Cleveland,"116,969","54,460",President (at-large),,D,Bernie Sanders,"7,073"
Medina,Northeast,Cleveland,"116,969","54,460",U.S. Senator,,D,Kelli Prather,"1,789"
Medina,Northeast,Cleveland,"116,969","54,460",U.S. Senator,,D,P.G. Sittenfeld,"3,936"
Medina,Northeast,Cleveland,"116,969","54,460",U.S. Senator,,D,Ted Strickland,"8,063"
Medina,Northeast,Cleveland,"116,969","54,460",Representative to Congress,07,D,Roy Rich,"3,338"
Medina,Northeast,Cleveland,"116,969","54,460",Representative to Congress,16,D,Keith Mundy,"7,167"
Medina,Northeast,Cleveland,"116,969","54,460",State Senator,22,D,Christopher King,"9,962"
Medina,Northeast,Cleveland,"116,969","54,460",State Representative,69,D,Frank A. Zona,"6,708"
