County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Columbiana,Northeast,Youngstown,"63,705","27,559",President (at-large),,R,Jeb Bush,46
Columbiana,Northeast,Youngstown,"63,705","27,559",President (at-large),,R,Ben Carson,183
Columbiana,Northeast,Youngstown,"63,705","27,559",President (at-large),,R,Chris Christie,26
Columbiana,Northeast,Youngstown,"63,705","27,559",President (at-large),,R,Ted Cruz,"2,291"
Columbiana,Northeast,Youngstown,"63,705","27,559",President (at-large),,R,Carly Fiorina,22
Columbiana,Northeast,Youngstown,"63,705","27,559",President (at-large),,R,Mike Huckabee,56
Columbiana,Northeast,Youngstown,"63,705","27,559",President (at-large),,R,John R. Kasich,"7,128"
Columbiana,Northeast,Youngstown,"63,705","27,559",President (at-large),,R,Marco Rubio,385
Columbiana,Northeast,Youngstown,"63,705","27,559",President (at-large),,R,Rick Santorum,16
Columbiana,Northeast,Youngstown,"63,705","27,559",President (at-large),,R,Donald J. Trump,"8,930"
Columbiana,Northeast,Youngstown,"63,705","27,559",President (district),06,R,Jeb Bush,69
Columbiana,Northeast,Youngstown,"63,705","27,559",President (district),06,R,Ben Carson,226
Columbiana,Northeast,Youngstown,"63,705","27,559",President (district),06,R,Chris Christie,55
Columbiana,Northeast,Youngstown,"63,705","27,559",President (district),06,R,Ted Cruz,"2,282"
Columbiana,Northeast,Youngstown,"63,705","27,559",President (district),06,R,Carly Fiorina,26
Columbiana,Northeast,Youngstown,"63,705","27,559",President (district),06,R,Mike Huckabee,88
Columbiana,Northeast,Youngstown,"63,705","27,559",President (district),06,R,John R. Kasich,"7,131"
Columbiana,Northeast,Youngstown,"63,705","27,559",President (district),06,R,Marco Rubio,423
Columbiana,Northeast,Youngstown,"63,705","27,559",President (district),06,R,Rick Santorum,27
Columbiana,Northeast,Youngstown,"63,705","27,559",President (district),06,R,Donald J. Trump,"8,752"
Columbiana,Northeast,Youngstown,"63,705","27,559",U.S. Senator,,R,Don Elijah Eckhart,"3,526"
Columbiana,Northeast,Youngstown,"63,705","27,559",U.S. Senator,,R,Rob Portman,"12,831"
Columbiana,Northeast,Youngstown,"63,705","27,559",Representative to Congress,06,R,Bill Johnson,"15,378"
Columbiana,Northeast,Youngstown,"63,705","27,559",State Representative,05,R,Tim Ginter,"14,705"
