County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Marion,Central,Columbus,"38,745","16,377",President (at-large),,D,Hillary Clinton,"2,644"
Marion,Central,Columbus,"38,745","16,377",President (at-large),,D,"Roque ""Rocky"" De La Fuente",53
Marion,Central,Columbus,"38,745","16,377",President (at-large),,D,Bernie Sanders,"1,988"
Marion,Central,Columbus,"38,745","16,377",U.S. Senator,,D,Kelli Prather,703
Marion,Central,Columbus,"38,745","16,377",U.S. Senator,,D,P.G. Sittenfeld,879
Marion,Central,Columbus,"38,745","16,377",U.S. Senator,,D,Ted Strickland,"2,874"
Marion,Central,Columbus,"38,745","16,377",Representative to Congress,04,D,Norbert G. Dennerll Jr.,234
Marion,Central,Columbus,"38,745","16,377",Representative to Congress,04,D,Janet Garrett,"1,902"
Marion,Central,Columbus,"38,745","16,377",Representative to Congress,04,D,Daniel Johnson,"1,079"
Marion,Central,Columbus,"38,745","16,377",Representative to Congress,12,D,Ed Albertson,438
Marion,Central,Columbus,"38,745","16,377",State Representative,86,D,Scott Crider,"2,962"
