County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Hardin,Central,Columbus,"17,595","7,113",President (at-large),,R,Jeb Bush,20
Hardin,Central,Columbus,"17,595","7,113",President (at-large),,R,Ben Carson,54
Hardin,Central,Columbus,"17,595","7,113",President (at-large),,R,Chris Christie,6
Hardin,Central,Columbus,"17,595","7,113",President (at-large),,R,Ted Cruz,932
Hardin,Central,Columbus,"17,595","7,113",President (at-large),,R,Carly Fiorina,16
Hardin,Central,Columbus,"17,595","7,113",President (at-large),,R,Mike Huckabee,25
Hardin,Central,Columbus,"17,595","7,113",President (at-large),,R,John R. Kasich,"2,291"
Hardin,Central,Columbus,"17,595","7,113",President (at-large),,R,Marco Rubio,110
Hardin,Central,Columbus,"17,595","7,113",President (at-large),,R,Rick Santorum,4
Hardin,Central,Columbus,"17,595","7,113",President (at-large),,R,Donald J. Trump,"1,990"
Hardin,Central,Columbus,"17,595","7,113",President (district),05,R,Jeb Bush,28
Hardin,Central,Columbus,"17,595","7,113",President (district),05,R,Ben Carson,118
Hardin,Central,Columbus,"17,595","7,113",President (district),05,R,Chris Christie,24
Hardin,Central,Columbus,"17,595","7,113",President (district),05,R,Ted Cruz,921
Hardin,Central,Columbus,"17,595","7,113",President (district),05,R,Carly Fiorina,21
Hardin,Central,Columbus,"17,595","7,113",President (district),05,R,John R. Kasich,"2,158"
Hardin,Central,Columbus,"17,595","7,113",President (district),05,R,Marco Rubio,149
Hardin,Central,Columbus,"17,595","7,113",President (district),05,R,Rick Santorum,10
Hardin,Central,Columbus,"17,595","7,113",President (district),05,R,Donald J. Trump,"1,817"
Hardin,Central,Columbus,"17,595","7,113",U.S. Senator,,R,Don Elijah Eckhart,812
Hardin,Central,Columbus,"17,595","7,113",U.S. Senator,,R,Rob Portman,"4,019"
Hardin,Central,Columbus,"17,595","7,113",Representative to Congress,05,R,Bob Latta,"4,287"
Hardin,Central,Columbus,"17,595","7,113",State Representative,83,R,Kevin Rettig,"1,177"
Hardin,Central,Columbus,"17,595","7,113",State Representative,83,R,Robert Cole Sprague,"3,224"
