County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Putnam,Northwest,Lima,"23,237","12,630",President (at-large),,R,Jeb Bush,48
Putnam,Northwest,Lima,"23,237","12,630",President (at-large),,R,Ben Carson,100
Putnam,Northwest,Lima,"23,237","12,630",President (at-large),,R,Chris Christie,18
Putnam,Northwest,Lima,"23,237","12,630",President (at-large),,R,Ted Cruz,"2,262"
Putnam,Northwest,Lima,"23,237","12,630",President (at-large),,R,Carly Fiorina,9
Putnam,Northwest,Lima,"23,237","12,630",President (at-large),,R,Mike Huckabee,23
Putnam,Northwest,Lima,"23,237","12,630",President (at-large),,R,John R. Kasich,"5,055"
Putnam,Northwest,Lima,"23,237","12,630",President (at-large),,R,Marco Rubio,290
Putnam,Northwest,Lima,"23,237","12,630",President (at-large),,R,Rick Santorum,15
Putnam,Northwest,Lima,"23,237","12,630",President (at-large),,R,Donald J. Trump,"2,801"
Putnam,Northwest,Lima,"23,237","12,630",President (district),05,R,Jeb Bush,73
Putnam,Northwest,Lima,"23,237","12,630",President (district),05,R,Ben Carson,200
Putnam,Northwest,Lima,"23,237","12,630",President (district),05,R,Chris Christie,47
Putnam,Northwest,Lima,"23,237","12,630",President (district),05,R,Ted Cruz,"2,269"
Putnam,Northwest,Lima,"23,237","12,630",President (district),05,R,Carly Fiorina,19
Putnam,Northwest,Lima,"23,237","12,630",President (district),05,R,John R. Kasich,"4,939"
Putnam,Northwest,Lima,"23,237","12,630",President (district),05,R,Marco Rubio,345
Putnam,Northwest,Lima,"23,237","12,630",President (district),05,R,Rick Santorum,31
Putnam,Northwest,Lima,"23,237","12,630",President (district),05,R,Donald J. Trump,"2,559"
Putnam,Northwest,Lima,"23,237","12,630",U.S. Senator,,R,Don Elijah Eckhart,"1,297"
Putnam,Northwest,Lima,"23,237","12,630",U.S. Senator,,R,Rob Portman,"8,085"
Putnam,Northwest,Lima,"23,237","12,630",Representative to Congress,05,R,Bob Latta,"8,908"
Putnam,Northwest,Lima,"23,237","12,630",State Representative,81,R,Robert McColley,"7,215"
