County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Jefferson,Southeast,Wheeling,"46,383","20,086",President (at-large),,D,Hillary Clinton,"4,366"
Jefferson,Southeast,Wheeling,"46,383","20,086",President (at-large),,D,"Roque ""Rocky"" De La Fuente",239
Jefferson,Southeast,Wheeling,"46,383","20,086",President (at-large),,D,Bernie Sanders,"3,411"
Jefferson,Southeast,Wheeling,"46,383","20,086",U.S. Senator,,D,Kelli Prather,947
Jefferson,Southeast,Wheeling,"46,383","20,086",U.S. Senator,,D,P.G. Sittenfeld,351
Jefferson,Southeast,Wheeling,"46,383","20,086",U.S. Senator,,D,Ted Strickland,"6,693"
Jefferson,Southeast,Wheeling,"46,383","20,086",Representative to Congress,06,D,Michael L. Lorentz,"2,587"
Jefferson,Southeast,Wheeling,"46,383","20,086",State Senator,30,D,Lou Gentile,"7,355"
Jefferson,Southeast,Wheeling,"46,383","20,086",State Representative,96,D,Jack Cera,"5,203"
Jefferson,Southeast,Wheeling,"46,383","20,086",State Representative,96,D,Patrick F. Murphy,"2,298"
