County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Van Wert,West,Ft. Wayne,"19,258","8,613",President (at-large),,R,Jeb Bush,56
Van Wert,West,Ft. Wayne,"19,258","8,613",President (at-large),,R,Ben Carson,115
Van Wert,West,Ft. Wayne,"19,258","8,613",President (at-large),,R,Chris Christie,13
Van Wert,West,Ft. Wayne,"19,258","8,613",President (at-large),,R,Ted Cruz,"1,439"
Van Wert,West,Ft. Wayne,"19,258","8,613",President (at-large),,R,Carly Fiorina,9
Van Wert,West,Ft. Wayne,"19,258","8,613",President (at-large),,R,Mike Huckabee,43
Van Wert,West,Ft. Wayne,"19,258","8,613",President (at-large),,R,John R. Kasich,"2,707"
Van Wert,West,Ft. Wayne,"19,258","8,613",President (at-large),,R,Marco Rubio,287
Van Wert,West,Ft. Wayne,"19,258","8,613",President (at-large),,R,Rick Santorum,6
Van Wert,West,Ft. Wayne,"19,258","8,613",President (at-large),,R,Donald J. Trump,"2,447"
Van Wert,West,Ft. Wayne,"19,258","8,613",President (district),05,R,Jeb Bush,83
Van Wert,West,Ft. Wayne,"19,258","8,613",President (district),05,R,Ben Carson,228
Van Wert,West,Ft. Wayne,"19,258","8,613",President (district),05,R,Chris Christie,40
Van Wert,West,Ft. Wayne,"19,258","8,613",President (district),05,R,Ted Cruz,"1,394"
Van Wert,West,Ft. Wayne,"19,258","8,613",President (district),05,R,Carly Fiorina,29
Van Wert,West,Ft. Wayne,"19,258","8,613",President (district),05,R,John R. Kasich,"2,628"
Van Wert,West,Ft. Wayne,"19,258","8,613",President (district),05,R,Marco Rubio,328
Van Wert,West,Ft. Wayne,"19,258","8,613",President (district),05,R,Rick Santorum,25
Van Wert,West,Ft. Wayne,"19,258","8,613",President (district),05,R,Donald J. Trump,"2,254"
Van Wert,West,Ft. Wayne,"19,258","8,613",U.S. Senator,,R,Don Elijah Eckhart,"1,271"
Van Wert,West,Ft. Wayne,"19,258","8,613",U.S. Senator,,R,Rob Portman,"4,920"
Van Wert,West,Ft. Wayne,"19,258","8,613",Representative to Congress,05,R,Bob Latta,"5,855"
Van Wert,West,Ft. Wayne,"19,258","8,613",State Representative,82,R,Tony Burkley,"2,801"
Van Wert,West,Ft. Wayne,"19,258","8,613",State Representative,82,R,Craig Riedel,"3,629"
