County Name,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Madison,Central,Columbus,"23,342","10,551",President (at-large),,D,Hillary Clinton,"1,240"
Madison,Central,Columbus,"23,342","10,551",President (at-large),,D,"Roque ""Rocky"" De La Fuente",7
Madison,Central,Columbus,"23,342","10,551",President (at-large),,D,Bernie Sanders,937
Madison,Central,Columbus,"23,342","10,551",U.S. Senator,,D,Kelli Prather,262
Madison,Central,Columbus,"23,342","10,551",U.S. Senator,,D,P.G. Sittenfeld,473
Madison,Central,Columbus,"23,342","10,551",U.S. Senator,,D,Ted Strickland,"1,350"
Madison,Central,Columbus,"23,342","10,551",Representative to Congress,15,D,Scott Wharton,"1,502"
Madison,Central,Columbus,"23,342","10,551",State Senator,10,D,Michael Sergio Gilbert,507
Madison,Central,Columbus,"23,342","10,551",State Senator,10,D,Matthew Kirk,"1,062"
Madison,Central,Columbus,"23,342","10,551",State Representative,74,D,Barb Niemeyer,"1,529"
