candidate,county,district,office,party,votes
"Merrill Samuel Keiser, Jr.",Mahoning,,US SENATE,Democratic,7565
"Merrill Samuel Keiser, Jr.",Marion,,US SENATE,Democratic,1200
"Merrill Samuel Keiser, Jr.",Medina,,US SENATE,Democratic,1791
"Merrill Samuel Keiser, Jr.",Meigs,,US SENATE,Democratic,341
"Merrill Samuel Keiser, Jr.",Mercer,,US SENATE,Democratic,566
"Merrill Samuel Keiser, Jr.",Miami,,US SENATE,Democratic,1185
"Merrill Samuel Keiser, Jr.",Monroe,,US SENATE,Democratic,722
"Merrill Samuel Keiser, Jr.",Montgomery,,US SENATE,Democratic,5395
"Merrill Samuel Keiser, Jr.",Morgan,,US SENATE,Democratic,267
"Merrill Samuel Keiser, Jr.",Morrow,,US SENATE,Democratic,579
"Merrill Samuel Keiser, Jr.",Muskingum,,US SENATE,Democratic,1485
"Merrill Samuel Keiser, Jr.",Noble,,US SENATE,Democratic,284
"Merrill Samuel Keiser, Jr.",Ottawa,,US SENATE,Democratic,1146
"Merrill Samuel Keiser, Jr.",Paulding,,US SENATE,Democratic,522
"Merrill Samuel Keiser, Jr.",Perry,,US SENATE,Democratic,619
"Merrill Samuel Keiser, Jr.",Pickaway,,US SENATE,Democratic,837
"Merrill Samuel Keiser, Jr.",Pike,,US SENATE,Democratic,443
"Merrill Samuel Keiser, Jr.",Portage,,US SENATE,Democratic,3331
"Merrill Samuel Keiser, Jr.",Preble,,US SENATE,Democratic,745
"Merrill Samuel Keiser, Jr.",Putnam,,US SENATE,Democratic,680
"Merrill Samuel Keiser, Jr.",Richland,,US SENATE,Democratic,1538
"Merrill Samuel Keiser, Jr.",Ross,,US SENATE,Democratic,1169
"Merrill Samuel Keiser, Jr.",Sandusky,,US SENATE,Democratic,1209
"Merrill Samuel Keiser, Jr.",Scioto,,US SENATE,Democratic,1834
"Merrill Samuel Keiser, Jr.",Seneca,,US SENATE,Democratic,867
"Merrill Samuel Keiser, Jr.",Shelby,,US SENATE,Democratic,672
"Merrill Samuel Keiser, Jr.",Stark,,US SENATE,Democratic,7943
"Merrill Samuel Keiser, Jr.",Summit,,US SENATE,Democratic,9103
"Merrill Samuel Keiser, Jr.",Trumbull,,US SENATE,Democratic,6727
"Merrill Samuel Keiser, Jr.",Tuscarawas,,US SENATE,Democratic,2238
"Merrill Samuel Keiser, Jr.",Union,,US SENATE,Democratic,403
"Merrill Samuel Keiser, Jr.",Van Wert,,US SENATE,Democratic,400
"Merrill Samuel Keiser, Jr.",Vinton,,US SENATE,Democratic,297
"Merrill Samuel Keiser, Jr.",Warren,,US SENATE,Democratic,1410
"Merrill Samuel Keiser, Jr.",Washington,,US SENATE,Democratic,1032
"Merrill Samuel Keiser, Jr.",Wayne,,US SENATE,Democratic,1066
"Merrill Samuel Keiser, Jr.",Williams,,US SENATE,Democratic,730
"Merrill Samuel Keiser, Jr.",Wood,,US SENATE,Democratic,1572
"Merrill Samuel Keiser, Jr.",Wyandot,,US SENATE,Democratic,335
J. Kenneth Blackwell,Adams,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1727
J. Kenneth Blackwell,Allen,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,8233
J. Kenneth Blackwell,Ashland,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4112
J. Kenneth Blackwell,Ashtabula,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3221
J. Kenneth Blackwell,Athens,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,930
J. Kenneth Blackwell,Auglaize,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3159
J. Kenneth Blackwell,Belmont,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2085
J. Kenneth Blackwell,Brown,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2144
J. Kenneth Blackwell,Butler,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,16994
J. Kenneth Blackwell,Carroll,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1661
J. Kenneth Blackwell,Champaign,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2789
J. Kenneth Blackwell,Clark,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,5350
J. Kenneth Blackwell,Clermont,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,14197
J. Kenneth Blackwell,Clinton,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2179
J. Kenneth Blackwell,Columbiana,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4529
J. Kenneth Blackwell,Coshocton,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1479
J. Kenneth Blackwell,Crawford,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2721
J. Kenneth Blackwell,Cuyahoga,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,24605
J. Kenneth Blackwell,Darke,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2858
J. Kenneth Blackwell,Defiance,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2519
J. Kenneth Blackwell,Delaware,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,9620
J. Kenneth Blackwell,Erie,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2654
J. Kenneth Blackwell,Fairfield,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,9966
J. Kenneth Blackwell,Fayette,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1609
J. Kenneth Blackwell,Franklin,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,33367
J. Kenneth Blackwell,Fulton,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3174
J. Kenneth Blackwell,Gallia,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1209
J. Kenneth Blackwell,Geauga,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4981
J. Kenneth Blackwell,Greene,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,7970
J. Kenneth Blackwell,Guernsey,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1624
J. Kenneth Blackwell,Hamilton,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,45470
J. Kenneth Blackwell,Hancock,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,6824
J. Kenneth Blackwell,Hardin,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1855
J. Kenneth Blackwell,Harrison,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,587
J. Kenneth Blackwell,Henry,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2667
J. Kenneth Blackwell,Highland,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1561
J. Kenneth Blackwell,Hocking,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1012
J. Kenneth Blackwell,Holmes,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1942
J. Kenneth Blackwell,Huron,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2127
J. Kenneth Blackwell,Jackson,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1532
J. Kenneth Blackwell,Jefferson,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2609
J. Kenneth Blackwell,Knox,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3355
J. Kenneth Blackwell,Lake,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,6039
J. Kenneth Blackwell,Lawrence,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3164
J. Kenneth Blackwell,Licking,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,8144
J. Kenneth Blackwell,Logan,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2789
J. Kenneth Blackwell,Lorain,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,8553
J. Kenneth Blackwell,Lucas,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,10013
J. Kenneth Blackwell,Madison,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1891
J. Kenneth Blackwell,Mahoning,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4708
J. Kenneth Blackwell,Marion,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3086
J. Kenneth Blackwell,Medina,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,7169
J. Kenneth Blackwell,Meigs,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1050
J. Kenneth Blackwell,Mercer,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2340
J. Kenneth Blackwell,Miami,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,6127
J. Kenneth Blackwell,Monroe,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,299
J. Kenneth Blackwell,Montgomery,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,17238
J. Kenneth Blackwell,Morgan,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,759
J. Kenneth Blackwell,Morrow,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2588
J. Kenneth Blackwell,Muskingum,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3817
J. Kenneth Blackwell,Noble,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,687
J. Kenneth Blackwell,Ottawa,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1794
J. Kenneth Blackwell,Paulding,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1383
J. Kenneth Blackwell,Perry,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1309
J. Kenneth Blackwell,Pickaway,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2265
J. Kenneth Blackwell,Pike,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,654
J. Kenneth Blackwell,Portage,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4593
J. Kenneth Blackwell,Preble,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2434
J. Kenneth Blackwell,Putnam,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3116
J. Kenneth Blackwell,Richland,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,7666
J. Kenneth Blackwell,Ross,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2470
J. Kenneth Blackwell,Sandusky,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2754
J. Kenneth Blackwell,Scioto,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2497
J. Kenneth Blackwell,Seneca,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2345
J. Kenneth Blackwell,Shelby,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2500
J. Kenneth Blackwell,Stark,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,16133
J. Kenneth Blackwell,Summit,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,16821
J. Kenneth Blackwell,Trumbull,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4680
J. Kenneth Blackwell,Tuscarawas,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2981
J. Kenneth Blackwell,Union,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2582
J. Kenneth Blackwell,Van Wert,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1998
J. Kenneth Blackwell,Vinton,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,540
J. Kenneth Blackwell,Warren,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,14981
J. Kenneth Blackwell,Washington,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2287
J. Kenneth Blackwell,Wayne,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4838
J. Kenneth Blackwell,Williams,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3237
J. Kenneth Blackwell,Wood,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4121
J. Kenneth Blackwell,Wyandot,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1702
Jim Petro,Adams,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1513
Jim Petro,Allen,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,5454
Jim Petro,Ashland,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2564
Jim Petro,Ashtabula,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3063
Jim Petro,Athens,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1118
Jim Petro,Auglaize,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2393
Jim Petro,Belmont,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1439
Jim Petro,Brown,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1182
Jim Petro,Butler,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,8748
Jim Petro,Carroll,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1393
Jim Petro,Champaign,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2104
Jim Petro,Clark,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,5313
Jim Petro,Clermont,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,6557
Jim Petro,Clinton,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1665
Jim Petro,Columbiana,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3469
Jim Petro,Coshocton,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2652
Jim Petro,Crawford,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2111
Jim Petro,Cuyahoga,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,32779
Jim Petro,Darke,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2276
Jim Petro,Defiance,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1904
Jim Petro,Delaware,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,8688
Jim Petro,Erie,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2312
Jim Petro,Fairfield,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,9541
Jim Petro,Fayette,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1479
Jim Petro,Franklin,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,36657
Jim Petro,Fulton,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2323
Jim Petro,Gallia,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,669
Jim Petro,Geauga,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4721
Jim Petro,Greene,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,5689
Jim Petro,Guernsey,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1962
Jim Petro,Hamilton,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,15285
Jim Petro,Hancock,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4272
Jim Petro,Hardin,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1759
Jim Petro,Harrison,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,474
Jim Petro,Henry,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2088
Jim Petro,Highland,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,844
Jim Petro,Hocking,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,876
Jim Petro,Holmes,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1913
Jim Petro,Huron,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1391
Jim Petro,Jackson,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1121
Jim Petro,Jefferson,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1348
Jim Petro,Knox,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2036
Jim Petro,Lake,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,6501
Jim Petro,Lawrence,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2408
Jim Petro,Licking,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,6814
Jim Petro,Logan,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2529
Jim Petro,Lorain,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,8896
Jim Petro,Lucas,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,7933
Jim Petro,Madison,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1811
Jim Petro,Mahoning,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4324
Jim Petro,Marion,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3118
Jim Petro,Medina,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,6156
Jim Petro,Meigs,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1271
Jim Petro,Mercer,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1111
Jim Petro,Miami,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4180
Jim Petro,Monroe,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,401
Jim Petro,Montgomery,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,12223
Jim Petro,Morgan,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1210
Jim Petro,Morrow,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2058
Jim Petro,Muskingum,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4064
Jim Petro,Noble,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1018
Jim Petro,Ottawa,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1593
Jim Petro,Paulding,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,967
Jim Petro,Perry,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1353
Jim Petro,Pickaway,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1910
Jim Petro,Pike,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,433
Jim Petro,Portage,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,4087
Jim Petro,Preble,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2183
Jim Petro,Putnam,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2120
Jim Petro,Richland,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,5102
Jim Petro,Ross,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2205
Jim Petro,Sandusky,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2428
Jim Petro,Scioto,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1573
Jim Petro,Seneca,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2529
Jim Petro,Shelby,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1387
Jim Petro,Stark,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,16037
Jim Petro,Summit,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,14632
Jim Petro,Trumbull,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3640
Jim Petro,Tuscarawas,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2135
Jim Petro,Union,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2231
Jim Petro,Van Wert,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1787
Jim Petro,Vinton,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,639
Jim Petro,Warren,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,6548
Jim Petro,Washington,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2573
Jim Petro,Wayne,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3509
Jim Petro,Williams,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,2084
Jim Petro,Wood,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,3374
Jim Petro,Wyandot,,GOVERNOR/LIEUTENANT GOVERNOR,Republican,1388
Greg Hartmann,Adams,,SECRETARY OF STATE,Republican,2015
Greg Hartmann,Allen,,SECRETARY OF STATE,Republican,8395
Greg Hartmann,Ashland,,SECRETARY OF STATE,Republican,3623
Greg Hartmann,Ashtabula,,SECRETARY OF STATE,Republican,3067
Greg Hartmann,Athens,,SECRETARY OF STATE,Republican,1104
Greg Hartmann,Auglaize,,SECRETARY OF STATE,Republican,2038
Greg Hartmann,Belmont,,SECRETARY OF STATE,Republican,2053
Greg Hartmann,Brown,,SECRETARY OF STATE,Republican,2095
Greg Hartmann,Butler,,SECRETARY OF STATE,Republican,16905
Greg Hartmann,Carroll,,SECRETARY OF STATE,Republican,1621
Greg Hartmann,Champaign,,SECRETARY OF STATE,Republican,2574
Greg Hartmann,Clark,,SECRETARY OF STATE,Republican,6264
Greg Hartmann,Clermont,,SECRETARY OF STATE,Republican,13919
Greg Hartmann,Clinton,,SECRETARY OF STATE,Republican,2237
Greg Hartmann,Columbiana,,SECRETARY OF STATE,Republican,4580
Greg Hartmann,Coshocton,,SECRETARY OF STATE,Republican,2014
Greg Hartmann,Crawford,,SECRETARY OF STATE,Republican,2655
Greg Hartmann,Cuyahoga,,SECRETARY OF STATE,Republican,18208
Greg Hartmann,Darke,,SECRETARY OF STATE,Republican,2825
Greg Hartmann,Defiance,,SECRETARY OF STATE,Republican,2471
Greg Hartmann,Delaware,,SECRETARY OF STATE,Republican,12622
Greg Hartmann,Erie,,SECRETARY OF STATE,Republican,2592
Greg Hartmann,Fairfield,,SECRETARY OF STATE,Republican,9270
Greg Hartmann,Fayette,,SECRETARY OF STATE,Republican,1622
Greg Hartmann,Franklin,,SECRETARY OF STATE,Republican,30715
Greg Hartmann,Fulton,,SECRETARY OF STATE,Republican,2865
Greg Hartmann,Gallia,,SECRETARY OF STATE,Republican,1041
Greg Hartmann,Geauga,,SECRETARY OF STATE,Republican,3377
Greg Hartmann,Greene,,SECRETARY OF STATE,Republican,7484
Greg Hartmann,Guernsey,,SECRETARY OF STATE,Republican,1817
Greg Hartmann,Hamilton,,SECRETARY OF STATE,Republican,41125
Greg Hartmann,Hancock,,SECRETARY OF STATE,Republican,6071
Greg Hartmann,Hardin,,SECRETARY OF STATE,Republican,2052
Greg Hartmann,Harrison,,SECRETARY OF STATE,Republican,621
Greg Hartmann,Henry,,SECRETARY OF STATE,Republican,2449
Greg Hartmann,Highland,,SECRETARY OF STATE,Republican,1746
Greg Hartmann,Hocking,,SECRETARY OF STATE,Republican,1069
Greg Hartmann,Holmes,,SECRETARY OF STATE,Republican,1545
Greg Hartmann,Huron,,SECRETARY OF STATE,Republican,1730
Greg Hartmann,Jackson,,SECRETARY OF STATE,Republican,1431
Greg Hartmann,Jefferson,,SECRETARY OF STATE,Republican,2336
Greg Hartmann,Knox,,SECRETARY OF STATE,Republican,3865
Greg Hartmann,Lake,,SECRETARY OF STATE,Republican,8730
Greg Hartmann,Lawrence,,SECRETARY OF STATE,Republican,3329
Greg Hartmann,Licking,,SECRETARY OF STATE,Republican,7726
Greg Hartmann,Logan,,SECRETARY OF STATE,Republican,3233
Greg Hartmann,Lorain,,SECRETARY OF STATE,Republican,6841
Greg Hartmann,Lucas,,SECRETARY OF STATE,Republican,8168
Greg Hartmann,Madison,,SECRETARY OF STATE,Republican,2203
Greg Hartmann,Mahoning,,SECRETARY OF STATE,Republican,4801
Greg Hartmann,Marion,,SECRETARY OF STATE,Republican,3185
Greg Hartmann,Medina,,SECRETARY OF STATE,Republican,6111
Greg Hartmann,Meigs,,SECRETARY OF STATE,Republican,1262
Greg Hartmann,Mercer,,SECRETARY OF STATE,Republican,1746
Greg Hartmann,Miami,,SECRETARY OF STATE,Republican,6396
Greg Hartmann,Monroe,,SECRETARY OF STATE,Republican,434
Greg Hartmann,Montgomery,,SECRETARY OF STATE,Republican,16460
Greg Hartmann,Morgan,,SECRETARY OF STATE,Republican,967
Greg Hartmann,Morrow,,SECRETARY OF STATE,Republican,2331
Greg Hartmann,Muskingum,,SECRETARY OF STATE,Republican,4074
Greg Hartmann,Noble,,SECRETARY OF STATE,Republican,864
Greg Hartmann,Ottawa,,SECRETARY OF STATE,Republican,1797
Greg Hartmann,Paulding,,SECRETARY OF STATE,Republican,1464
Greg Hartmann,Perry,,SECRETARY OF STATE,Republican,1402
Greg Hartmann,Pickaway,,SECRETARY OF STATE,Republican,2160
Greg Hartmann,Pike,,SECRETARY OF STATE,Republican,609
Greg Hartmann,Portage,,SECRETARY OF STATE,Republican,4136
Greg Hartmann,Preble,,SECRETARY OF STATE,Republican,2574
Greg Hartmann,Putnam,,SECRETARY OF STATE,Republican,3597
Greg Hartmann,Richland,,SECRETARY OF STATE,Republican,6798
Greg Hartmann,Ross,,SECRETARY OF STATE,Republican,3420
Greg Hartmann,Sandusky,,SECRETARY OF STATE,Republican,2962
Greg Hartmann,Scioto,,SECRETARY OF STATE,Republican,2787
Greg Hartmann,Seneca,,SECRETARY OF STATE,Republican,2792
Greg Hartmann,Shelby,,SECRETARY OF STATE,Republican,2056
Greg Hartmann,Stark,,SECRETARY OF STATE,Republican,16954
Greg Hartmann,Summit,,SECRETARY OF STATE,Republican,15560
Greg Hartmann,Trumbull,,SECRETARY OF STATE,Republican,4686
Greg Hartmann,Tuscarawas,,SECRETARY OF STATE,Republican,2741
Greg Hartmann,Union,,SECRETARY OF STATE,Republican,3603
Greg Hartmann,Van Wert,,SECRETARY OF STATE,Republican,2320
Greg Hartmann,Vinton,,SECRETARY OF STATE,Republican,676
Greg Hartmann,Warren,,SECRETARY OF STATE,Republican,12779
Greg Hartmann,Washington,,SECRETARY OF STATE,Republican,2693
Greg Hartmann,Wayne,,SECRETARY OF STATE,Republican,6175
Greg Hartmann,Williams,,SECRETARY OF STATE,Republican,2733
Greg Hartmann,Wood,,SECRETARY OF STATE,Republican,3918
Greg Hartmann,Wyandot,,SECRETARY OF STATE,Republican,1715
Mary Taylor,Athens,,STATE AUDITOR,Republican,1547
Mary Taylor,Auglaize,,STATE AUDITOR,Republican,4050
Mary Taylor,Belmont,,STATE AUDITOR,Republican,2671
Mary Taylor,Brown,,STATE AUDITOR,Republican,2386
Mary Taylor,Butler,,STATE AUDITOR,Republican,19425
Mary Taylor,Carroll,,STATE AUDITOR,Republican,2365
Mary Taylor,Champaign,,STATE AUDITOR,Republican,3259
Mary Taylor,Clark,,STATE AUDITOR,Republican,7701
Mary Taylor,Clermont,,STATE AUDITOR,Republican,14880
Mary Taylor,Clinton,,STATE AUDITOR,Republican,2913
Mary Taylor,Columbiana,,STATE AUDITOR,Republican,6267
Mary Taylor,Coshocton,,STATE AUDITOR,Republican,2801
Mary Taylor,Crawford,,STATE AUDITOR,Republican,3732
Mary Taylor,Cuyahoga,,STATE AUDITOR,Republican,36102
Mary Taylor,Darke,,STATE AUDITOR,Republican,3579
Mary Taylor,Defiance,,STATE AUDITOR,Republican,3420
Mary Taylor,Delaware,,STATE AUDITOR,Republican,13215
Mary Taylor,Erie,,STATE AUDITOR,Republican,3759
Mary Taylor,Fairfield,,STATE AUDITOR,Republican,13517
Mary Taylor,Fayette,,STATE AUDITOR,Republican,2336
Mary Taylor,Franklin,,STATE AUDITOR,Republican,49341
Mary Taylor,Fulton,,STATE AUDITOR,Republican,4138
Mary Taylor,Gallia,,STATE AUDITOR,Republican,1431
Mary Taylor,Geauga,,STATE AUDITOR,Republican,6668
Mary Taylor,Greene,,STATE AUDITOR,Republican,9731
Mary Taylor,Guernsey,,STATE AUDITOR,Republican,2586
Mary Taylor,Hamilton,,STATE AUDITOR,Republican,39838
Mary Taylor,Hancock,,STATE AUDITOR,Republican,7871
Mary Taylor,Hardin,,STATE AUDITOR,Republican,2586
Mary Taylor,Harrison,,STATE AUDITOR,Republican,800
Mary Taylor,Henry,,STATE AUDITOR,Republican,3463
Mary Taylor,Highland,,STATE AUDITOR,Republican,1828
Mary Taylor,Hocking,,STATE AUDITOR,Republican,1351
Mary Taylor,Holmes,,STATE AUDITOR,Republican,2280
Mary Taylor,Huron,,STATE AUDITOR,Republican,2692
Mary Taylor,Jackson,,STATE AUDITOR,Republican,1865
Mary Taylor,Jefferson,,STATE AUDITOR,Republican,2825
Mary Taylor,Knox,,STATE AUDITOR,Republican,3959
Mary Taylor,Lake,,STATE AUDITOR,Republican,9166
Mary Taylor,Lawrence,,STATE AUDITOR,Republican,4177
Mary Taylor,Licking,,STATE AUDITOR,Republican,11221
