county,candidate,party,office,district,votes
Hancock,Frank Cremeans,R,U.S. Senate,,606
Hancock,Mike Dewine,R,U.S. Senate,,11198
Hancock,Ronald Dickson,R,U.S. Senate,,1572
Hardin,Frank Cremeans,R,U.S. Senate,,332
Hardin,Mike Dewine,R,U.S. Senate,,3496
Hardin,Ronald Dickson,R,U.S. Senate,,622
Harrison,Frank Cremeans,R,U.S. Senate,,95
Harrison,Mike Dewine,R,U.S. Senate,,1331
Harrison,Ronald Dickson,R,U.S. Senate,,253
Henry,Frank Cremeans,R,U.S. Senate,,220
Henry,Mike Dewine,R,U.S. Senate,,3571
Henry,Ronald Dickson,R,U.S. Senate,,591
Highland,Frank Cremeans,R,U.S. Senate,,1186
Highland,Mike Dewine,R,U.S. Senate,,4019
Highland,Ronald Dickson,R,U.S. Senate,,706
Hocking,Frank Cremeans,R,U.S. Senate,,659
Hocking,Mike Dewine,R,U.S. Senate,,1628
Hocking,Ronald Dickson,R,U.S. Senate,,430
Holmes,Frank Cremeans,R,U.S. Senate,,189
Holmes,Mike Dewine,R,U.S. Senate,,2885
Holmes,Ronald Dickson,R,U.S. Senate,,509
Huron,Frank Cremeans,R,U.S. Senate,,289
Huron,Mike Dewine,R,U.S. Senate,,4762
Huron,Ronald Dickson,R,U.S. Senate,,873
Jackson,Frank Cremeans,R,U.S. Senate,,2131
Jackson,Mike Dewine,R,U.S. Senate,,3544
Jackson,Ronald Dickson,R,U.S. Senate,,558
Jefferson,Frank Cremeans,R,U.S. Senate,,311
Jefferson,Mike Dewine,R,U.S. Senate,,4518
Jefferson,Ronald Dickson,R,U.S. Senate,,753
Knox,Frank Cremeans,R,U.S. Senate,,534
Knox,Mike Dewine,R,U.S. Senate,,6490
Knox,Ronald Dickson,R,U.S. Senate,,1246
Lake,Frank Cremeans,R,U.S. Senate,,1027
Lake,Mike Dewine,R,U.S. Senate,,20463
Lake,Ronald Dickson,R,U.S. Senate,,2729
Lawrence,Frank Cremeans,R,U.S. Senate,,2669
Lawrence,Mike Dewine,R,U.S. Senate,,3688
Lawrence,Ronald Dickson,R,U.S. Senate,,595
Licking,Frank Cremeans,R,U.S. Senate,,2002
Licking,Mike Dewine,R,U.S. Senate,,17309
Licking,Ronald Dickson,R,U.S. Senate,,3307
Logan,Frank Cremeans,R,U.S. Senate,,659
Logan,Mike Dewine,R,U.S. Senate,,6694
Logan,Ronald Dickson,R,U.S. Senate,,1118
Lorain,Frank Cremeans,R,U.S. Senate,,1193
Lorain,Mike Dewine,R,U.S. Senate,,18473
Lorain,Ronald Dickson,R,U.S. Senate,,2994
Lucas,Frank Cremeans,R,U.S. Senate,,3172
Lucas,Mike Dewine,R,U.S. Senate,,26085
Lucas,Ronald Dickson,R,U.S. Senate,,5881
Madison,Frank Cremeans,R,U.S. Senate,,1189
Madison,Mike Dewine,R,U.S. Senate,,3364
Madison,Ronald Dickson,R,U.S. Senate,,1045
Mahoning,Frank Cremeans,R,U.S. Senate,,818
Mahoning,Mike Dewine,R,U.S. Senate,,13140
Mahoning,Ronald Dickson,R,U.S. Senate,,1938
Marion,Frank Cremeans,R,U.S. Senate,,547
Marion,Mike Dewine,R,U.S. Senate,,7125
Marion,Ronald Dickson,R,U.S. Senate,,1136
Medina,Frank Cremeans,R,U.S. Senate,,1256
Medina,Mike Dewine,R,U.S. Senate,,17040
Medina,Ronald Dickson,R,U.S. Senate,,2734
Meigs,Frank Cremeans,R,U.S. Senate,,1499
Meigs,Mike Dewine,R,U.S. Senate,,2528
Meigs,Ronald Dickson,R,U.S. Senate,,427
Mercer,Frank Cremeans,R,U.S. Senate,,220
Mercer,Mike Dewine,R,U.S. Senate,,5451
Mercer,Ronald Dickson,R,U.S. Senate,,519
Miami,Frank Cremeans,R,U.S. Senate,,879
Miami,Mike Dewine,R,U.S. Senate,,13510
Miami,Ronald Dickson,R,U.S. Senate,,2133
Monroe,Frank Cremeans,R,U.S. Senate,,106
Monroe,Mike Dewine,R,U.S. Senate,,837
Monroe,Ronald Dickson,R,U.S. Senate,,122
Montgomery,Frank Cremeans,R,U.S. Senate,,3566
Montgomery,Mike Dewine,R,U.S. Senate,,51782
Montgomery,Ronald Dickson,R,U.S. Senate,,8088
Morgan,Frank Cremeans,R,U.S. Senate,,431
Morgan,Mike Dewine,R,U.S. Senate,,2676
Morgan,Ronald Dickson,R,U.S. Senate,,435
Morrow,Frank Cremeans,R,U.S. Senate,,401
Morrow,Mike Dewine,R,U.S. Senate,,3817
Morrow,Ronald Dickson,R,U.S. Senate,,815
Muskingum,Frank Cremeans,R,U.S. Senate,,768
Muskingum,Mike Dewine,R,U.S. Senate,,7643
Muskingum,Ronald Dickson,R,U.S. Senate,,1462
Noble,Frank Cremeans,R,U.S. Senate,,134
Noble,Mike Dewine,R,U.S. Senate,,1744
Noble,Ronald Dickson,R,U.S. Senate,,176
Ottawa,Frank Cremeans,R,U.S. Senate,,264
Ottawa,Mike Dewine,R,U.S. Senate,,3628
Ottawa,Ronald Dickson,R,U.S. Senate,,786
Paulding,Frank Cremeans,R,U.S. Senate,,144
Paulding,Mike Dewine,R,U.S. Senate,,2022
Paulding,Ronald Dickson,R,U.S. Senate,,348
Perry,Frank Cremeans,R,U.S. Senate,,361
Perry,Mike Dewine,R,U.S. Senate,,2809
Perry,Ronald Dickson,R,U.S. Senate,,611
Pickaway,Frank Cremeans,R,U.S. Senate,,485
Pickaway,Mike Dewine,R,U.S. Senate,,4128
Pickaway,Ronald Dickson,R,U.S. Senate,,704
Pike,Frank Cremeans,R,U.S. Senate,,493
Pike,Mike Dewine,R,U.S. Senate,,1267
Pike,Ronald Dickson,R,U.S. Senate,,185
Portage,Frank Cremeans,R,U.S. Senate,,1101
Portage,Mike Dewine,R,U.S. Senate,,10877
Portage,Ronald Dickson,R,U.S. Senate,,2368
Preble,Frank Cremeans,R,U.S. Senate,,391
Preble,Mike Dewine,R,U.S. Senate,,5569
Preble,Ronald Dickson,R,U.S. Senate,,1204
Putnam,Frank Cremeans,R,U.S. Senate,,222
Putnam,Mike Dewine,R,U.S. Senate,,4873
Putnam,Ronald Dickson,R,U.S. Senate,,894
Richland,Frank Cremeans,R,U.S. Senate,,754
Richland,Mike Dewine,R,U.S. Senate,,12827
Richland,Ronald Dickson,R,U.S. Senate,,1827
Ross,Frank Cremeans,R,U.S. Senate,,1522
Ross,Mike Dewine,R,U.S. Senate,,4743
Ross,Ronald Dickson,R,U.S. Senate,,814
Sandusky,Frank Cremeans,R,U.S. Senate,,459
Sandusky,Mike Dewine,R,U.S. Senate,,6269
Sandusky,Ronald Dickson,R,U.S. Senate,,1153
Scioto,Frank Cremeans,R,U.S. Senate,,2022
Scioto,Mike Dewine,R,U.S. Senate,,4580
Scioto,Ronald Dickson,R,U.S. Senate,,606
Seneca,Frank Cremeans,R,U.S. Senate,,353
Seneca,Mike Dewine,R,U.S. Senate,,6481
Seneca,Ronald Dickson,R,U.S. Senate,,1133
Shelby,Frank Cremeans,R,U.S. Senate,,265
Shelby,Mike Dewine,R,U.S. Senate,,5371
Shelby,Ronald Dickson,R,U.S. Senate,,733
Stark,Frank Cremeans,R,U.S. Senate,,2693
Stark,Mike Dewine,R,U.S. Senate,,41295
Stark,Ronald Dickson,R,U.S. Senate,,6403
Summit,Frank Cremeans,R,U.S. Senate,,3562
Summit,Mike Dewine,R,U.S. Senate,,46395
Summit,Ronald Dickson,R,U.S. Senate,,6658
Trumbull,Frank Cremeans,R,U.S. Senate,,935
Trumbull,Mike Dewine,R,U.S. Senate,,12567
Trumbull,Ronald Dickson,R,U.S. Senate,,2330
Tuscarawas,Frank Cremeans,R,U.S. Senate,,361
Tuscarawas,Mike Dewine,R,U.S. Senate,,6028
Tuscarawas,Ronald Dickson,R,U.S. Senate,,969
Union,Frank Cremeans,R,U.S. Senate,,1209
Union,Mike Dewine,R,U.S. Senate,,5104
Union,Ronald Dickson,R,U.S. Senate,,1029
Van Wert,Frank Cremeans,R,U.S. Senate,,228
Van Wert,Mike Dewine,R,U.S. Senate,,4587
Van Wert,Ronald Dickson,R,U.S. Senate,,780
Vinton,Frank Cremeans,R,U.S. Senate,,553
Vinton,Mike Dewine,R,U.S. Senate,,1058
Vinton,Ronald Dickson,R,U.S. Senate,,154
Warren,Frank Cremeans,R,U.S. Senate,,3484
Warren,Mike Dewine,R,U.S. Senate,,18991
Warren,Ronald Dickson,R,U.S. Senate,,3001
Washington,Frank Cremeans,R,U.S. Senate,,3217
Washington,Mike Dewine,R,U.S. Senate,,5437
Washington,Ronald Dickson,R,U.S. Senate,,692
Wayne,Frank Cremeans,R,U.S. Senate,,800
Wayne,Mike Dewine,R,U.S. Senate,,11768
Wayne,Ronald Dickson,R,U.S. Senate,,1951
Williams,Frank Cremeans,R,U.S. Senate,,413
Williams,Mike Dewine,R,U.S. Senate,,6191
Williams,Ronald Dickson,R,U.S. Senate,,992
Wood,Frank Cremeans,R,U.S. Senate,,937
Wood,Mike Dewine,R,U.S. Senate,,12279
Wood,Ronald Dickson,R,U.S. Senate,,2301
Wyandot,Frank Cremeans,R,U.S. Senate,,202
Wyandot,Mike Dewine,R,U.S. Senate,,3041
Wyandot,Ronald Dickson,R,U.S. Senate,,478
Adams,Daniel Radakovich,D,U.S. Senate,,119
Adams,Marvin Mcmickle,D,U.S. Senate,,236
Adams,Richard Cordray,D,U.S. Senate,,295
Adams,Theodore Celeste,D,U.S. Senate,,1021
Allen,Daniel Radakovich,D,U.S. Senate,,685
Allen,Marvin Mcmickle,D,U.S. Senate,,837
Allen,Richard Cordray,D,U.S. Senate,,1275
Allen,Theodore Celeste,D,U.S. Senate,,2980
Ashland,Daniel Radakovich,D,U.S. Senate,,194
Ashland,Marvin Mcmickle,D,U.S. Senate,,595
Ashland,Richard Cordray,D,U.S. Senate,,595
Ashland,Theodore Celeste,D,U.S. Senate,,1271
Ashtabula,Daniel Radakovich,D,U.S. Senate,,793
Ashtabula,Marvin Mcmickle,D,U.S. Senate,,2173
Ashtabula,Richard Cordray,D,U.S. Senate,,1390
Ashtabula,Theodore Celeste,D,U.S. Senate,,4766
Athens,Daniel Radakovich,D,U.S. Senate,,290
Athens,Marvin Mcmickle,D,U.S. Senate,,748
Athens,Richard Cordray,D,U.S. Senate,,1665
Athens,Theodore Celeste,D,U.S. Senate,,2740
Auglaize,Daniel Radakovich,D,U.S. Senate,,148
Auglaize,Marvin Mcmickle,D,U.S. Senate,,232
Auglaize,Richard Cordray,D,U.S. Senate,,762
Auglaize,Theodore Celeste,D,U.S. Senate,,1127
Belmont,Daniel Radakovich,D,U.S. Senate,,1380
Belmont,Marvin Mcmickle,D,U.S. Senate,,986
Belmont,Richard Cordray,D,U.S. Senate,,3436
Belmont,Theodore Celeste,D,U.S. Senate,,6221
Brown,Daniel Radakovich,D,U.S. Senate,,266
Brown,Marvin Mcmickle,D,U.S. Senate,,387
Brown,Richard Cordray,D,U.S. Senate,,870
Brown,Theodore Celeste,D,U.S. Senate,,1879
Butler,Daniel Radakovich,D,U.S. Senate,,967
Butler,Marvin Mcmickle,D,U.S. Senate,,1355
Butler,Richard Cordray,D,U.S. Senate,,2671
Butler,Theodore Celeste,D,U.S. Senate,,6521
Carroll,Daniel Radakovich,D,U.S. Senate,,244
Carroll,Marvin Mcmickle,D,U.S. Senate,,396
Carroll,Richard Cordray,D,U.S. Senate,,571
Carroll,Theodore Celeste,D,U.S. Senate,,1177
Champaign,Daniel Radakovich,D,U.S. Senate,,133
Champaign,Marvin Mcmickle,D,U.S. Senate,,167
Champaign,Richard Cordray,D,U.S. Senate,,733
Champaign,Theodore Celeste,D,U.S. Senate,,1002
Clark,Daniel Radakovich,D,U.S. Senate,,650
Clark,Marvin Mcmickle,D,U.S. Senate,,899
Clark,Richard Cordray,D,U.S. Senate,,4310
Clark,Theodore Celeste,D,U.S. Senate,,5267
Clermont,Daniel Radakovich,D,U.S. Senate,,475
Clermont,Marvin Mcmickle,D,U.S. Senate,,551
Clermont,Richard Cordray,D,U.S. Senate,,1085
Clermont,Theodore Celeste,D,U.S. Senate,,2962
Clinton,Daniel Radakovich,D,U.S. Senate,,81
Clinton,Marvin Mcmickle,D,U.S. Senate,,125
Clinton,Richard Cordray,D,U.S. Senate,,472
Clinton,Theodore Celeste,D,U.S. Senate,,695
Columbiana,Daniel Radakovich,D,U.S. Senate,,1279
Columbiana,Marvin Mcmickle,D,U.S. Senate,,1197
Columbiana,Richard Cordray,D,U.S. Senate,,2690
Columbiana,Theodore Celeste,D,U.S. Senate,,6404
Coshocton,Daniel Radakovich,D,U.S. Senate,,114
Coshocton,Marvin Mcmickle,D,U.S. Senate,,190
Coshocton,Richard Cordray,D,U.S. Senate,,589
Coshocton,Theodore Celeste,D,U.S. Senate,,1049
Crawford,Daniel Radakovich,D,U.S. Senate,,191
Crawford,Marvin Mcmickle,D,U.S. Senate,,353
Crawford,Richard Cordray,D,U.S. Senate,,1045
Crawford,Theodore Celeste,D,U.S. Senate,,1780
Cuyahoga,Daniel Radakovich,D,U.S. Senate,,9518
Cuyahoga,Marvin Mcmickle,D,U.S. Senate,,89642
Cuyahoga,Richard Cordray,D,U.S. Senate,,17377
Cuyahoga,Theodore Celeste,D,U.S. Senate,,37101
Darke,Daniel Radakovich,D,U.S. Senate,,222
Darke,Marvin Mcmickle,D,U.S. Senate,,301
Darke,Richard Cordray,D,U.S. Senate,,1183
Darke,Theodore Celeste,D,U.S. Senate,,1590
Defiance,Daniel Radakovich,D,U.S. Senate,,120
Defiance,Marvin Mcmickle,D,U.S. Senate,,142
Defiance,Richard Cordray,D,U.S. Senate,,648
Defiance,Theodore Celeste,D,U.S. Senate,,1011
Delaware,Daniel Radakovich,D,U.S. Senate,,248
Delaware,Marvin Mcmickle,D,U.S. Senate,,398
Delaware,Richard Cordray,D,U.S. Senate,,1714
Delaware,Theodore Celeste,D,U.S. Senate,,2051
Erie,Daniel Radakovich,D,U.S. Senate,,564
Erie,Marvin Mcmickle,D,U.S. Senate,,1905
Erie,Richard Cordray,D,U.S. Senate,,1545
Erie,Theodore Celeste,D,U.S. Senate,,3881
Fairfield,Daniel Radakovich,D,U.S. Senate,,379
Fairfield,Marvin Mcmickle,D,U.S. Senate,,584
Fairfield,Richard Cordray,D,U.S. Senate,,2565
Fairfield,Theodore Celeste,D,U.S. Senate,,3479
Fayette,Daniel Radakovich,D,U.S. Senate,,49
Fayette,Marvin Mcmickle,D,U.S. Senate,,115
Fayette,Richard Cordray,D,U.S. Senate,,287
Fayette,Theodore Celeste,D,U.S. Senate,,554
Franklin,Daniel Radakovich,D,U.S. Senate,,2444
Franklin,Marvin Mcmickle,D,U.S. Senate,,6585
Franklin,Richard Cordray,D,U.S. Senate,,26486
Franklin,Theodore Celeste,D,U.S. Senate,,18344
Fulton,Daniel Radakovich,D,U.S. Senate,,110
Fulton,Marvin Mcmickle,D,U.S. Senate,,133
Fulton,Richard Cordray,D,U.S. Senate,,447
Fulton,Theodore Celeste,D,U.S. Senate,,996
Gallia,Daniel Radakovich,D,U.S. Senate,,111
Gallia,Marvin Mcmickle,D,U.S. Senate,,230
Gallia,Richard Cordray,D,U.S. Senate,,294
Gallia,Theodore Celeste,D,U.S. Senate,,1292
Geauga,Daniel Radakovich,D,U.S. Senate,,530
Geauga,Marvin Mcmickle,D,U.S. Senate,,2002
Geauga,Richard Cordray,D,U.S. Senate,,908
Geauga,Theodore Celeste,D,U.S. Senate,,2098
Greene,Daniel Radakovich,D,U.S. Senate,,418
Greene,Marvin Mcmickle,D,U.S. Senate,,825
Greene,Richard Cordray,D,U.S. Senate,,2733
Greene,Theodore Celeste,D,U.S. Senate,,3603
Guernsey,Daniel Radakovich,D,U.S. Senate,,262
Guernsey,Marvin Mcmickle,D,U.S. Senate,,263
Guernsey,Richard Cordray,D,U.S. Senate,,717
Guernsey,Theodore Celeste,D,U.S. Senate,,1475
Hamilton,Daniel Radakovich,D,U.S. Senate,,3065
Hamilton,Marvin Mcmickle,D,U.S. Senate,,8459
Hamilton,Richard Cordray,D,U.S. Senate,,6015
Hamilton,Theodore Celeste,D,U.S. Senate,,24422
Hancock,Daniel Radakovich,D,U.S. Senate,,165
Hancock,Marvin Mcmickle,D,U.S. Senate,,234
Hancock,Richard Cordray,D,U.S. Senate,,535
Hancock,Theodore Celeste,D,U.S. Senate,,1300
Hardin,Daniel Radakovich,D,U.S. Senate,,105
Hardin,Marvin Mcmickle,D,U.S. Senate,,144
Hardin,Richard Cordray,D,U.S. Senate,,481
Hardin,Theodore Celeste,D,U.S. Senate,,739
Harrison,Daniel Radakovich,D,U.S. Senate,,346
Harrison,Marvin Mcmickle,D,U.S. Senate,,365
Harrison,Richard Cordray,D,U.S. Senate,,695
Harrison,Theodore Celeste,D,U.S. Senate,,1746
Henry,Daniel Radakovich,D,U.S. Senate,,79
Henry,Marvin Mcmickle,D,U.S. Senate,,100
Henry,Richard Cordray,D,U.S. Senate,,317
Henry,Theodore Celeste,D,U.S. Senate,,705
Highland,Daniel Radakovich,D,U.S. Senate,,85
Highland,Marvin Mcmickle,D,U.S. Senate,,189
Highland,Richard Cordray,D,U.S. Senate,,408
Highland,Theodore Celeste,D,U.S. Senate,,1031
Hocking,Daniel Radakovich,D,U.S. Senate,,132
Hocking,Marvin Mcmickle,D,U.S. Senate,,147
Hocking,Richard Cordray,D,U.S. Senate,,585
Hocking,Theodore Celeste,D,U.S. Senate,,1043
Holmes,Daniel Radakovich,D,U.S. Senate,,59
Holmes,Marvin Mcmickle,D,U.S. Senate,,226
Holmes,Richard Cordray,D,U.S. Senate,,224
Holmes,Theodore Celeste,D,U.S. Senate,,592
Huron,Daniel Radakovich,D,U.S. Senate,,196
Huron,Marvin Mcmickle,D,U.S. Senate,,661
Huron,Richard Cordray,D,U.S. Senate,,612
Huron,Theodore Celeste,D,U.S. Senate,,1426
Jackson,Daniel Radakovich,D,U.S. Senate,,113
Jackson,Marvin Mcmickle,D,U.S. Senate,,144
Jackson,Richard Cordray,D,U.S. Senate,,258
Jackson,Theodore Celeste,D,U.S. Senate,,928
Jefferson,Daniel Radakovich,D,U.S. Senate,,2670
Jefferson,Marvin Mcmickle,D,U.S. Senate,,1198
Jefferson,Richard Cordray,D,U.S. Senate,,2690
Jefferson,Theodore Celeste,D,U.S. Senate,,6368
Knox,Daniel Radakovich,D,U.S. Senate,,139
Knox,Marvin Mcmickle,D,U.S. Senate,,218
Knox,Richard Cordray,D,U.S. Senate,,823
Knox,Theodore Celeste,D,U.S. Senate,,1311
