county,candidate,party,office,district ,votes
Athens,Ted Strickland,D,U.S. House,6,17060
Clinton,Mike Azinger,R,U.S. House,6,7426
Clinton,Kenneth Maccutcheon,L,U.S. House,6,296
Clinton,Ted Strickland,D,U.S. House,6,6950
Gallia,Mike Azinger,R,U.S. House,6,5388
Gallia,Kenneth Maccutcheon,L,U.S. House,6,226
Gallia,Ted Strickland,D,U.S. House,6,6959
Highland,Mike Azinger,R,U.S. House,6,7008
Highland,Kenneth Maccutcheon,L,U.S. House,6,324
Highland,Ted Strickland,D,U.S. House,6,7829
Hocking,Mike Azinger,R,U.S. House,6,3870
Hocking,Kenneth Maccutcheon,L,U.S. House,6,287
Hocking,Ted Strickland,D,U.S. House,6,6314
Jackson,Mike Azinger,R,U.S. House,6,5059
Jackson,Kenneth Maccutcheon,L,U.S. House,6,180
Jackson,Ted Strickland,D,U.S. House,6,7099
Lawrence,Mike Azinger,R,U.S. House,6,8224
Lawrence,Kenneth Maccutcheon,L,U.S. House,6,424
Lawrence,Ted Strickland,D,U.S. House,6,15248
Meigs,Mike Azinger,R,U.S. House,6,4238
Meigs,Kenneth Maccutcheon,L,U.S. House,6,177
Meigs,Ted Strickland,D,U.S. House,6,5221
Pike,Mike Azinger,R,U.S. House,6,3501
Pike,Kenneth Maccutcheon,L,U.S. House,6,147
Pike,Ted Strickland,D,U.S. House,6,6953
Ross,Mike Azinger,R,U.S. House,6,5291
Ross,Kenneth Maccutcheon,L,U.S. House,6,226
Ross,Ted Strickland,D,U.S. House,6,9806
Scioto,Mike Azinger,R,U.S. House,6,7510
Scioto,Kenneth Maccutcheon,L,U.S. House,6,344
Scioto,Ted Strickland,D,U.S. House,6,22077
Vinton,Mike Azinger,R,U.S. House,6,1754
Vinton,Kenneth Maccutcheon,L,U.S. House,6,92
Vinton,Ted Strickland,D,U.S. House,6,2976
Warren,Mike Azinger,R,U.S. House,6,19756
Warren,Kenneth Maccutcheon,L,U.S. House,6,823
Warren,Ted Strickland,D,U.S. House,6,9936
Washington,Mike Azinger,R,U.S. House,6,11423
Washington,Kenneth Maccutcheon,L,U.S. House,6,429
Washington,Ted Strickland,D,U.S. House,6,14421
Champaign,Dave Hobson,R,U.S. House,7,10265
Champaign,Donald Minor,D,U.S. House,7,3460
Champaign,John Mitchell,I,U.S. House,7,1133
Champaign,Jack Null,L,U.S. House,7,244
Clark,Dave Hobson,R,U.S. House,7,36942
Clark,Donald Minor,D,U.S. House,7,15660
Clark,John Mitchell,I,U.S. House,7,2481
Clark,Jack Null,L,U.S. House,7,789
Fairfield,Dave Hobson,R,U.S. House,7,34318
Fairfield,Donald Minor,D,U.S. House,7,12839
Fairfield,John Mitchell,I,U.S. House,7,2683
Fairfield,Jack Null,L,U.S. House,7,848
Fayette,Dave Hobson,R,U.S. House,7,6500
Fayette,Donald Minor,D,U.S. House,7,1811
Fayette,John Mitchell,I,U.S. House,7,436
Fayette,Jack Null,L,U.S. House,7,127
Greene,Dave Hobson,R,U.S. House,7,42679
Greene,Donald Minor,D,U.S. House,7,14460
Greene,John Mitchell,I,U.S. House,7,4206
Greene,Jack Null,L,U.S. House,7,996
Logan,Dave Hobson,R,U.S. House,7,6630
Logan,Donald Minor,D,U.S. House,7,1737
Logan,John Mitchell,I,U.S. House,7,581
Logan,Jack Null,L,U.S. House,7,124
Pickaway,Dave Hobson,R,U.S. House,7,9272
Pickaway,Donald Minor,D,U.S. House,7,4357
Pickaway,John Mitchell,I,U.S. House,7,816
Pickaway,Jack Null,L,U.S. House,7,215
Ross,Dave Hobson,R,U.S. House,7,5746
Ross,Donald Minor,D,U.S. House,7,3097
Ross,John Mitchell,I,U.S. House,7,475
Ross,Jack Null,L,U.S. House,7,117
Union,Dave Hobson,R,U.S. House,7,11294
Union,Donald Minor,D,U.S. House,7,3334
Union,John Mitchell,I,U.S. House,7,1172
Union,Jack Null,L,U.S. House,7,342
Auglaize,John Boehner,R,U.S. House,8,4335
Auglaize,John Parks,D,U.S. House,8,1002
Auglaize,David Shock,L,U.S. House,8,117
Butler,John Boehner,R,U.S. House,8,90309
Butler,John Parks,D,U.S. House,8,36509
Butler,David Shock,L,U.S. House,8,3640
Darke,John Boehner,R,U.S. House,8,16786
Darke,John Parks,D,U.S. House,8,5287
Darke,David Shock,L,U.S. House,8,460
Mercer,John Boehner,R,U.S. House,8,11970
Mercer,John Parks,D,U.S. House,8,3369
Mercer,David Shock,L,U.S. House,8,359
Miami,John Boehner,R,U.S. House,8,29904
Miami,John Parks,D,U.S. House,8,10309
Miami,David Shock,L,U.S. House,8,1351
Montgomery,John Boehner,R,U.S. House,8,899
Montgomery,John Parks,D,U.S. House,8,401
Montgomery,David Shock,L,U.S. House,8,57
Preble,John Boehner,R,U.S. House,8,11949
Preble,John Parks,D,U.S. House,8,4841
Preble,David Shock,L,U.S. House,8,669
Shelby,John Boehner,R,U.S. House,8,13604
Shelby,John Parks,D,U.S. House,8,4575
Shelby,David Shock,L,U.S. House,8,601
Fulton,Dwight Bryan ,R,U.S. House,9,6338
Fulton,Galen Fries,L,U.S. House,9,215
Fulton,Marcy Kaptur ,D,U.S. House,9,11908
Fulton,Dennis Slotnick,N,U.S. House,9,126
Lucas,Dwight Bryan ,R,U.S. House,9,36256
Lucas,Galen Fries,L,U.S. House,9,3576
Lucas,Marcy Kaptur ,D,U.S. House,9,136488
Lucas,Dennis Slotnick,N,U.S. House,9,2601
Ottawa,Dwight Bryan ,R,U.S. House,9,1720
Ottawa,Galen Fries,L,U.S. House,9,83
Ottawa,Marcy Kaptur ,D,U.S. House,9,5234
Ottawa,Dennis Slotnick,N,U.S. House,9,150
Wood,Dwight Bryan ,R,U.S. House,9,5132
Wood,Galen Fries,L,U.S. House,9,365
Wood,Marcy Kaptur ,D,U.S. House,9,14917
Wood,Dennis Slotnick,N,U.S. House,9,219
Cuyahoga,Dennis Kucinich,D,U.S. House,10,167093
Cuyahoga,Ron Petrie,L,U.S. House,10,6761
Cuyahoga,Bill Smith,R,U.S. House,10,48940
Cuyahoga,Sonja Glavina,N,U.S. House,11,3555
Cuyahoga,Stephanie Jones ,D,U.S. House,11,166691
Cuyahoga,James Sykora,R,U.S. House,11,22324
Cuyahoga,Joel Turner,L,U.S. House,11,4289
Delaware,Nick Hogan,L,U.S. House,12,890
Delaware,Charles JordanÊ,,U.S. House,12,261
Delaware,Maryellen O'Shaughnessy,D,U.S. House,12,15954
Delaware,Gregory Richey,N,U.S. House,12,507
Delaware,Pat Tiberi ,R,U.S. House,12,36539
Franklin,Nick Hogan,L,U.S. House,12,3061
Franklin,Charles JordanÊ,,U.S. House,12,1086
Franklin,Maryellen O'Shaughnessy,D,U.S. House,12,87255
Franklin,Gregory Richey,N,U.S. House,12,1648
Franklin,Pat Tiberi ,R,U.S. House,12,79289
Licking,Nick Hogan,L,U.S. House,12,595
Licking,Charles JordanÊ,,U.S. House,12,219
Licking,Maryellen O'Shaughnessy,D,U.S. House,12,12223
Licking,Gregory Richey,N,U.S. House,12,445
Licking,Pat Tiberi ,R,U.S. House,12,23414
Cuyahoga,Sherrod Brown ,D,U.S. House,13,4902
Cuyahoga,Michael Chmura,L,U.S. House,13,246
Cuyahoga,Rick Jeric ,R,U.S. House,13,3209
Cuyahoga,David Kluter ,N,U.S. House,13,120
Geauga,Sherrod Brown ,D,U.S. House,13,21193
Geauga,Michael Chmura,L,U.S. House,13,892
Geauga,Rick Jeric ,R,U.S. House,13,17939
Geauga,David Kluter ,N,U.S. House,13,351
Lorain,Sherrod Brown ,D,U.S. House,13,68039
Lorain,Michael Chmura,L,U.S. House,13,1670
Lorain,Rick Jeric ,R,U.S. House,13,21554
Lorain,David Kluter ,N,U.S. House,13,955
Medina,Sherrod Brown ,D,U.S. House,13,38798
Medina,Michael Chmura,L,U.S. House,13,1621
Medina,Rick Jeric ,R,U.S. House,13,22437
Medina,David Kluter ,N,U.S. House,13,735
Portage,Sherrod Brown ,D,U.S. House,13,15726
Portage,Michael Chmura,L,U.S. House,13,711
Portage,Rick Jeric ,R,U.S. House,13,8962
Portage,David Kluter ,N,U.S. House,13,497
Summit,Sherrod Brown ,D,U.S. House,13,13697
Summit,Michael Chmura,L,U.S. House,13,445
Summit,Rick Jeric ,R,U.S. House,13,7208
Summit,David Kluter ,N,U.S. House,13,231
Trumbull,Sherrod Brown ,D,U.S. House,13,7704
Trumbull,Michael Chmura,L,U.S. House,13,252
Trumbull,Rick Jeric ,R,U.S. House,13,2986
Trumbull,David Kluter ,N,U.S. House,13,219
Portage,Walter Keith,N,U.S. House,14,680
Portage,"William Mcdaniel, Jr. ",L,U.S. House,14,1089
Portage,Thomas Sawyer,D,U.S. House,14,22129
Portage,Rick Wood,R,U.S. House,14,9314
Stark,Walter Keith,N,U.S. House,14,27
Stark,"William Mcdaniel, Jr. ",L,U.S. House,14,53
Stark,Thomas Sawyer,D,U.S. House,14,1002
Stark,Rick Wood,R,U.S. House,14,562
Summit,Walter Keith,N,U.S. House,14,3162
Summit,"William Mcdaniel, Jr. ",L,U.S. House,14,4461
Summit,Thomas Sawyer,D,U.S. House,14,126053
Summit,Rick Wood,R,U.S. House,14,61556
Franklin,Bill Buckel ,D,U.S. House,15,61453
Franklin,Deborah Pryce ,R,U.S. House,15,145166
Franklin,Scott Smith ,L,U.S. House,15,9923
Madison,Bill Buckel ,D,U.S. House,15,2943
Madison,Deborah Pryce ,R,U.S. House,15,10354
Madison,Scott Smith ,L,U.S. House,15,691
Pickaway,Bill Buckel ,D,U.S. House,15,409
Pickaway,Deborah Pryce ,R,U.S. House,15,1272
Pickaway,Scott Smith ,L,U.S. House,15,86
Ashland,Brad Graef,N,U.S. House,16,257
Ashland,Ralph Regula ,R,U.S. House,16,14497
Ashland,Richard Shetler,L,U.S. House,16,696
Ashland,William Smith ,D,U.S. House,16,4716
Holmes,Brad Graef,N,U.S. House,16,116
Holmes,Ralph Regula ,R,U.S. House,16,7235
Holmes,Richard Shetler,L,U.S. House,16,263
Holmes,William Smith ,D,U.S. House,16,1335
Knox,Brad Graef,N,U.S. House,16,201
Knox,Ralph Regula ,R,U.S. House,16,5663
Knox,Richard Shetler,L,U.S. House,16,277
Knox,William Smith ,D,U.S. House,16,3190
Stark,Brad Graef,N,U.S. House,16,2126
Stark,Ralph Regula ,R,U.S. House,16,104042
Stark,Richard Shetler,L,U.S. House,16,3959
Stark,William Smith ,D,U.S. House,16,44704
Wayne,Brad Graef,N,U.S. House,16,531
Wayne,Ralph Regula ,R,U.S. House,16,30857
Wayne,Richard Shetler,L,U.S. House,16,971
Wayne,William Smith ,D,U.S. House,16,8764
Columbiana,Paul Alberty,R,U.S. House,17,10822
Columbiana,Lou D`ApolitoÊ,,U.S. House,17,869
Columbiana,Carol Mccoy,N,U.S. House,17,856
Columbiana,Milton Norris,L,U.S. House,17,292
Columbiana,James Traficant,D,U.S. House,17,22260
Columbiana,Randy WalterÊ,,U.S. House,17,8234
Mahoning,Paul Alberty,R,U.S. House,17,25790
Mahoning,Lou D`ApolitoÊ,,U.S. House,17,6020
Mahoning,Carol Mccoy,N,U.S. House,17,1229
Mahoning,Milton Norris,L,U.S. House,17,499
Mahoning,James Traficant,D,U.S. House,17,55881
Mahoning,Randy WalterÊ,,U.S. House,17,24024
Trumbull,Paul Alberty,R,U.S. House,17,18139
Trumbull,Lou D`ApolitoÊ,,U.S. House,17,2679
Trumbull,Carol Mccoy,N,U.S. House,17,1069
Trumbull,Milton Norris,L,U.S. House,17,487
Trumbull,James Traficant,D,U.S. House,17,42192
Trumbull,Randy WalterÊ,,U.S. House,17,19535
Belmont,"John Bargar, Sr.",L,U.S. House,18,393
Belmont,Marc Guthrie,D,U.S. House,18,10653
Belmont,Bob Ney ,R,U.S. House,18,19047
Carroll,"John Bargar, Sr.",L,U.S. House,18,307
Carroll,Marc Guthrie,D,U.S. House,18,3488
Carroll,Bob Ney ,R,U.S. House,18,8126
Columbiana,"John Bargar, Sr.",L,U.S. House,18,27
Columbiana,Marc Guthrie,D,U.S. House,18,264
Columbiana,Bob Ney ,R,U.S. House,18,283
Coshocton,"John Bargar, Sr.",L,U.S. House,18,249
Coshocton,Marc Guthrie,D,U.S. House,18,3970
Coshocton,Bob Ney ,R,U.S. House,18,9783
Guernsey,"John Bargar, Sr.",L,U.S. House,18,245
Guernsey,Marc Guthrie,D,U.S. House,18,4609
Guernsey,Bob Ney ,R,U.S. House,18,10370
Harrison,"John Bargar, Sr.",L,U.S. House,18,141
Harrison,Marc Guthrie,D,U.S. House,18,2384
Harrison,Bob Ney ,R,U.S. House,18,4573
Jefferson,"John Bargar, Sr.",L,U.S. House,18,617
Jefferson,Marc Guthrie,D,U.S. House,18,10895
Jefferson,Bob Ney ,R,U.S. House,18,22589
Licking,"John Bargar, Sr.",L,U.S. House,18,713
Licking,Marc Guthrie,D,U.S. House,18,11052
Licking,Bob Ney ,R,U.S. House,18,12769
Monroe,"John Bargar, Sr.",L,U.S. House,18,89
Monroe,Marc Guthrie,D,U.S. House,18,2483
Monroe,Bob Ney ,R,U.S. House,18,4471
Morgan,"John Bargar, Sr.",L,U.S. House,18,150
Morgan,Marc Guthrie,D,U.S. House,18,1521
Morgan,Bob Ney ,R,U.S. House,18,4130
Muskingum,"John Bargar, Sr.",L,U.S. House,18,715
Muskingum,Marc Guthrie,D,U.S. House,18,10049
Muskingum,Bob Ney ,R,U.S. House,18,21194
Noble,"John Bargar, Sr.",L,U.S. House,18,112
Noble,Marc Guthrie,D,U.S. House,18,1451
Noble,Bob Ney ,R,U.S. House,18,4297
Perry,"John Bargar, Sr.",L,U.S. House,18,359
Perry,Marc Guthrie,D,U.S. House,18,5096
Perry,Bob Ney ,R,U.S. House,18,6909
Tuscarawas,"John Bargar, Sr.",L,U.S. House,18,831
Tuscarawas,Marc Guthrie,D,U.S. House,18,11317
Tuscarawas,Bob Ney ,R,U.S. House,18,23784
Ashtabula,Dale Blanchard ,D,U.S. House,19,11460
Ashtabula,Steven Latourette ,R,U.S. House,19,24983
Ashtabula,Sid Stone ,L,U.S. House,19,1377
Cuyahoga,Dale Blanchard ,D,U.S. House,19,38503
Cuyahoga,Steven Latourette ,R,U.S. House,19,77210
Cuyahoga,Sid Stone ,L,U.S. House,19,3492
Lake,Dale Blanchard ,D,U.S. House,19,20466
Lake,Steven Latourette ,R,U.S. House,19,72069
Lake,Sid Stone ,L,U.S. House,19,2088
